encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,6068,3510,-2589,167,20,111,160,0
0,-3988,-6493,-4768,245,245,-31,316,0
0,1956,5279,-639,154,85,-56,470,0
0,-2014,-6133,-1968,352,185,-258,627,0
0,-4668,-3950,2389,116,257,-144,784,0
71,-7664,-5774,-4365,111,128,54,1074,0
147,-10742,-4844,-1888,302,131,26,1229,0
234,-9556,-678,947,230,493,184,1384,0
328,-17816,59,3352,441,407,158,1542,0
418,-6664,1076,-1949,441,319,18,1697,0
498,-23720,-8369,-3555,305,806,45,1853,0
596,-22544,-3057,3433,665,502,-124,2005,0
718,-28008,4203,-1121,316,626,-58,2158,0
838,-35688,8554,-9721,159,674,423,2312,0
975,-36748,1905,-11460,385,967,-94,2467,0
1127,-37692,-2569,-7573,673,671,192,2627,0
1271,-33276,3921,-2302,370,666,-21,2782,0
1438,-37640,1395,-4035,688,730,31,2940,0
1613,-44076,500,-5705,724,861,-137,3107,0
1775,-50796,6048,-8128,822,628,55,3261,0
1944,-50220,315,-927,875,984,149,3415,0
2097,-55236,4858,-2155,998,879,-34,3570,0
2255,-52092,1475,-6909,878,796,-68,3723,0
2432,-66868,13680,-5352,979,1014,53,3877,0
2597,-67520,12354,-4771,909,926,-5,4031,0
2781,-75680,3487,-7221,1020,1231,69,4186,0
2950,-72448,3673,-10214,790,1030,63,4343,0
3158,-69950,2420,1002,1346,1162,308,4498,0
3365,-71942,334,-12218,1135,1337,-106,4655,0
3542,-74670,7149,-10167,1214,1266,-148,4810,0
3727,-20308,21497,-3672,1165,652,16,4965,0
3919,119744,16743,-20408,653,100,-230,5117,0
4083,234720,30943,2466,701,-461,85,5270,0
4262,352444,35027,-25491,515,-1152,-86,5422,0
4457,478856,49365,-18468,275,-1346,-16,5577,0
4635,581748,50484,-41890,93,-1849,-75,5730,0
4816,685422,47406,-10776,99,-2234,-29,5883,0
5014,768892,60737,-16048,-232,-2305,-71,6037,0
5191,857662,66727,-22595,-341,-2654,-323,6190,0
5367,973676,78384,-27873,-249,-3282,-273,6344,0
5536,1057340,90522,-17355,-512,-3372,-500,6496,0
5720,1147472,99542,-22035,103,-3801,-88,6660,0
5882,1211172,67696,-52742,1990,-4542,-19,6824,0
6028,1327576,99045,-23878,2067,-4999,-75,6978,-1
6179,1418876,112213,-14095,2134,-5501,-228,7131,-1
6330,1523612,109324,-27009,2555,-5707,-176,7285,-1
6483,1626988,98473,-45313,3055,-6212,-54,7439,-1
6633,1729734,131826,-20239,3279,-6349,-174,7594,-1
6785,1839896,117016,-48945,3754,-6791,136,7747,-1
6925,1948026,113476,-70198,3903,-6826,56,7900,-1
7076,2058472,145559,-6686,4349,-7336,-346,8053,-1
7227,2148138,138374,-29952,4309,-7718,-97,8206,-1
7380,2262888,134411,-32740,4457,-7844,-16,8361,-1
7531,2365694,155019,-266,4647,-8134,-173,8513,-1
7668,2452712,121503,-28330,4684,-8005,-75,8665,-1
7827,2569792,123510,-12432,4855,-7295,-165,8824,-1
8017,2691568,165013,24573,4794,-7442,-565,8993,-1
8207,2806190,171538,4017,4876,-7758,-439,9157,-1
8384,2955556,187925,-18354,5047,-7845,-320,9310,-1
8538,3091196,231278,54703,5643,-8456,-254,9463,-1
8732,3202892,204054,-27243,5828,-8520,0,9617,-1
8891,3346236,190296,-37830,6480,-8927,-211,9774,-1
9083,3448832,203172,-38266,6870,-9013,49,9926,-1
9240,3564008,178982,-68030,7266,-9181,64,10084,-1
9422,3715276,213276,-43533,7688,-9439,10,10244,-1
9604,3824028,178377,-66983,8024,-9368,-115,10398,-1
