Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10873626, -4454562, -31681322, 57754, 202051, -207670,0, 
0x00000000, -10870581, -4445775, -31688940, 58041, 201804, -207690,154, 
0x00000000, -10863133, -4454396, -31685240, 58023, 201662, -207755,307, 
0x00000000, -10871297, -4453910, -31677230, 58128, 201761, -207467,461, 
0x00000000, -10866618, -4445549, -31682652, 58189, 201714, -207618,614, 
0x00000000, -10866887, -4445248, -31677176, 58378, 201677, -207609,769, 
0x00000000, -10866812, -4452103, -31671332, 58548, 201546, -207600,927, 
0x00000000, -10867062, -4450485, -31682396, 58463, 201349, -207567,1083, 
0x00000000, -10877906, -4448209, -31667300, 58674, 201458, -207539,1237, 
0x00000000, -10870164, -4454281, -31665696, 58954, 201424, -207638,1398, 
0x00000000, -10872350, -4453305, -31668588, 58995, 201558, -207491,1571, 
0x00000000, -10870753, -4440180, -31661344, 59416, 201321, -207674,1724, 
0x00000000, -10868937, -4450844, -31651160, 58932, 201179, -207572,1878, 
0x00000000, -10864681, -4447464, -31655390, 59126, 201206, -207684,2035, 
0x00000000, -10868977, -4455941, -31659820, 59243, 201053, -207787,2191, 
0x00000000, -10871668, -4442732, -31652208, 59617, 201071, -207709,2344, 
0x00000000, -10861331, -4446093, -31646060, 59465, 200718, -207406,2502, 
0x00000000, -10870339, -4446041, -31655064, 59554, 201143, -207609,2655, 
0x00000000, -10861074, -4442541, -31649204, 59979, 201001, -207578,2809, 
0x00000000, -10874645, -4444951, -31645304, 59694, 201034, -207595,2961, 
0x00000000, -10870947, -4442199, -31649392, 59836, 200963, -207560,3114, 
0x00000000, -10870188, -4440436, -31641668, 59680, 200598, -207693,3266, 
0x00000000, -10869494, -4442386, -31636836, 60156, 200708, -207610,3419, 
0x00000000, -10865756, -4436133, -31637008, 60184, 200446, -207736,3579, 
0x00000000, -10868961, -4441367, -31635332, 60370, 200365, -207669,3731, 
0x00000000, -10863352, -4441673, -31626692, 60280, 200409, -207877,3888, 
0x00000000, -10874877, -4441477, -31652108, 60443, 200367, -207822,4042, 
0x00000000, -10865269, -4433504, -31638164, 60384, 200414, -207481,4201, 
0x00000000, -10863676, -4429066, -31637688, 60521, 200333, -207527,4353, 
0x00000000, -10864809, -4441766, -31633108, 60565, 200330, -207759,4510, 
0x00000000, -10871080, -4433086, -31634704, 60649, 200370, -207624,4662, 
0x00000000, -10873637, -4434428, -31633184, 60894, 200206, -207491,4814, 
0x00000000, -10859205, -4435368, -31629034, 60816, 199977, -207516,4968, 
0x00000000, -10856763, -4434351, -31630924, 60826, 200089, -207586,5121, 
0x00000000, -10858790, -4437586, -31630200, 60751, 199883, -207678,5285, 
0x00000000, -10865242, -4430117, -31626478, 60876, 199931, -207630,5441, 
0x00000000, -10870017, -4442174, -31616890, 60804, 200072, -207631,5602, 
0x00000000, -10857250, -4430796, -31619072, 60960, 199644, -207766,5754, 
0x00000000, -10866158, -4439365, -31628844, 61122, 199849, -207330,5908, 
