encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,8224,-8544,-3318,-159,191,-4,152,0
0,5564,-1273,-6793,135,241,-53,305,0
0,20586,-9981,-6812,106,-245,115,456,0
0,-248,-4872,-5439,247,-25,-23,609,0
0,12130,-6935,-8495,312,79,56,760,0
0,8506,-1270,-1559,204,-64,-260,924,0
86,-4306,-1094,-5526,639,-80,96,1075,0
238,9404,-5537,-5828,531,-235,-25,1228,0
433,492,-4957,-11849,376,-466,-254,1378,0
671,10968,-5380,-11180,753,-466,-86,1540,0
893,9456,935,-6266,532,-460,-198,1693,0
1138,4252,-3333,-2310,812,-500,2,1845,0
1429,2624,-7626,-6982,893,-412,-439,2001,0
1722,9642,-2942,-1314,1027,-493,-60,2156,0
1992,4700,-10580,-2606,1068,-489,-53,2307,0
2295,-1820,-8404,1766,1255,-567,-7,2469,0
2572,2376,-7765,-5900,1038,-370,-140,2623,0
2851,1774,-2743,4838,1231,-640,-354,2775,0
3075,21644,7678,7854,2243,-1496,55,2932,0
3297,531774,80743,42819,16994,-16431,1092,3085,0
3502,985288,155435,19323,30456,-29235,4660,3236,0
3697,1397756,190581,-19163,42733,-41143,6868,3387,0
4022,1712112,207336,-26956,51964,-49647,7822,3656,0
4202,2299812,313497,-45345,69649,-66496,11924,3809,0
4369,2608372,456328,51793,78933,-74780,13829,3963,0
4533,2984144,552964,-17214,89957,-85591,18726,4114,0
4716,3324368,593099,-59634,100196,-95063,21208,4267,0
4883,3682964,694498,-39280,110777,-105262,24419,4421,0
5059,4045780,755377,-111817,121885,-115435,28303,4576,0
5215,4342532,788240,-123450,130167,-123576,29367,4729,0
5343,4545052,831644,-140818,137084,-129491,31796,4882,0
5478,4834632,883864,-194080,145361,-137270,34994,5036,0
5598,5137100,950442,-272490,154599,-145225,39501,5188,0
5721,5424344,1005553,-236536,163143,-152803,40366,5343,0
5843,5666888,999174,-323391,170890,-159948,43058,5494,0
5979,5947292,1093276,-218815,179159,-166754,43179,5649,0
6096,6225288,1137397,-288318,187760,-174539,46331,5803,0
6221,6469120,1156876,-294589,195741,-181533,47139,5954,0
6352,6679212,1127141,-409829,201996,-187209,50000,6109,0
6490,6949988,1194374,-428986,209910,-194350,52677,6267,0
6627,7232200,1204612,-516621,218980,-202462,55968,6419,0
6758,7515660,1146278,-648239,226937,-209477,57923,6573,0
6891,7760728,1177984,-702288,234736,-216608,60940,6725,0
7038,8043836,1181014,-863325,243146,-223788,65566,6877,0
7171,8340268,1277384,-806866,252361,-231629,66948,7034,0
7318,8558972,1332582,-750443,259574,-237599,67192,7188,0
7450,8766444,1401001,-509025,266757,-241924,62573,7343,0
7595,9022408,1448706,-392163,275846,-247494,61556,7502,0
7741,9296380,1654168,-229228,284527,-254871,63914,7656,0
