Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10853120, -4424040, -31364802, 62675, 198194, -207961,0, 
0x00000000, -10855387, -4421876, -31377496, 62612, 198274, -207756,170, 
0x00000000, -10851491, -4417606, -31366736, 62483, 198284, -207920,330, 
0x00000000, -10857721, -4415934, -31377406, 62663, 198491, -207828,484, 
0x00000000, -10859244, -4423257, -31362804, 62664, 198240, -207905,641, 
0x00000000, -10858946, -4424845, -31361496, 62695, 198235, -207890,798, 
0x00000000, -10850865, -4418443, -31365356, 62872, 198199, -207918,964, 
0x00000000, -10851639, -4423105, -31354204, 62804, 198504, -207959,1121, 
0x00000000, -10858967, -4422768, -31359580, 62474, 198321, -207815,1275, 
0x00000000, -10855243, -4421437, -31360132, 62667, 198237, -207698,1432, 
0x00000000, -10852843, -4421265, -31366588, 62718, 198431, -207768,1600, 
0x00000000, -10859975, -4423660, -31352376, 62595, 198523, -208092,1757, 
0x00000000, -10853843, -4417899, -31357278, 62637, 198255, -207934,1918, 
0x00000000, -10850944, -4421718, -31354142, 62625, 198246, -207954,2073, 
0x00000000, -10854284, -4414897, -31355988, 62832, 198286, -207937,2229, 
0x00000000, -10849868, -4419273, -31349460, 62786, 198286, -207843,2387, 
0x00000000, -10853712, -4413965, -31356770, 62940, 198321, -208064,2542, 
0x00000000, -10854696, -4416748, -31361852, 62870, 198223, -207693,2698, 
0x00000000, -10853606, -4423348, -31349356, 62913, 198443, -207820,2851, 
0x00000000, -10857457, -4421263, -31357928, 62683, 198401, -207664,3086, 
0x00000000, -10851464, -4418848, -31354540, 62740, 198498, -207865,3244, 
0x00000000, -10857125, -4415709, -31345472, 62845, 198379, -207734,3400, 
0x00000000, -10842179, -4417752, -31350852, 62600, 198016, -207832,3555, 
0x00000000, -10857799, -4426452, -31353734, 62869, 198278, -207971,3710, 
0x00000000, -10853369, -4421451, -31346956, 62735, 198400, -207764,3866, 
0x00000000, -10854534, -4418844, -31350140, 62941, 198529, -207829,4034, 
0x00000000, -10850121, -4426100, -31360010, 62844, 198489, -207848,4190, 
0x00000000, -10851464, -4421978, -31357258, 62724, 198235, -207904,4351, 
0x00000000, -10847941, -4422875, -31355820, 63070, 198235, -207759,4509, 
0x00000000, -10858816, -4419086, -31359060, 62812, 198552, -207933,4663, 
0x00000000, -10862749, -4432343, -31348040, 62898, 198655, -208156,4817, 
0x00000000, -10855959, -4431250, -31354904, 62820, 198510, -207831,4971, 
0x00000000, -10857187, -4423052, -31359172, 63143, 198430, -207771,5127, 
