encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-2018,4752,-347,-37,379,-134,151,0
0,-542,-1148,-9523,-8,179,-278,305,0
5,-10114,3031,-3966,171,86,59,458,0
67,-7714,7446,-7701,482,140,-247,611,0
171,-9656,-1474,3564,341,-144,-240,760,0
320,-16272,-8147,-10781,412,-170,-18,915,0
482,-4014,7040,3701,403,-230,-377,1071,0
655,-18572,-3404,-3350,698,-14,-86,1223,0
833,-22112,8728,1470,687,-519,-190,1381,0
1019,-17526,3299,-4632,783,-761,-213,1551,0
1048,-18460,-7430,-8277,763,-408,-271,1708,0
1048,-25656,-3927,5482,1039,-328,71,1860,0
1047,-24140,369,1366,1147,-468,-144,2013,0
1047,-28328,1751,-1946,849,-817,-219,2166,0
1047,-40550,297,-4284,822,-656,-283,2317,0
1047,-34448,9403,371,1026,-750,-29,2481,0
1047,-39716,2400,6948,1335,-792,125,2641,0
1047,-43772,-752,6185,1603,-744,-96,2792,0
1047,-43024,4355,7706,1438,-1056,-127,2943,0
1047,-51344,-6808,5293,1452,-986,-36,3095,0
1047,-44894,6510,4090,1374,-1248,-252,3249,0
1047,-52380,3329,9186,1401,-1097,-150,3400,0
1047,-54732,959,7516,1579,-1153,-386,3560,0
1047,-63168,1683,6142,1472,-1054,-210,3711,0
1047,-63972,839,5727,1886,-942,-404,3867,0
1047,-63208,-4758,7095,1751,-1014,-295,4023,0
1047,-61844,-1757,14706,1973,-1285,-98,4173,0
1047,-59420,-3634,3052,2058,-1415,-325,4324,0
1047,-69098,-2051,9170,2105,-1266,-303,4476,0
1047,-86688,5401,9762,1709,-1445,-215,4627,0
1047,-73568,8458,7777,1916,-1587,-104,4778,0
1047,-75728,-4031,7230,1898,-1394,-242,4931,0
1047,-69428,3583,9505,1933,-1708,-123,5084,0
1047,-87818,11163,7184,1947,-1652,-250,5237,0
1047,-89916,8721,4201,1887,-1850,-113,5390,0
1047,-82234,4398,812,2073,-1786,-244,5543,0
1047,-77556,7110,5956,2328,-1744,-113,5695,0
1047,-85216,9663,6508,2496,-1736,-407,5845,0
1047,-90484,2221,5481,2268,-1889,-311,5996,0
1047,-98644,3478,11112,2212,-1917,-207,6154,0
1047,-97952,2943,11146,2342,-1956,-196,6306,0
1047,-84890,-155,1507,2277,-1878,-307,6457,0
1047,-96624,8432,6912,2287,-1988,-227,6609,0
1047,-104434,3962,13258,2504,-2002,-354,6758,0
