encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,7618,3045,8787,287,-247,-20,154,0
0,3918,10493,166,269,-389,-85,307,0
0,-4092,2329,652,374,-290,203,461,0
0,1330,7008,9013,435,-337,52,614,0
0,-4146,6739,9314,624,-374,61,769,0
0,-9990,6814,2459,794,-505,70,927,0
0,1074,6564,4077,709,-702,103,1083,0
0,-14022,-4280,6353,920,-593,131,1237,0
0,-15626,3462,281,1200,-627,32,1398,0
0,-12734,1276,1257,1241,-493,179,1571,0
0,-19978,2873,14382,1662,-730,-4,1724,0
0,-30162,4689,3718,1178,-872,98,1878,0
0,-25932,8945,7098,1372,-845,-14,2035,0
0,-21502,4649,-1379,1489,-998,-117,2191,0
0,-29114,1958,11830,1863,-980,-39,2344,0
0,-35262,12295,8469,1711,-1333,264,2502,0
0,-26258,3287,8521,1800,-908,61,2655,0
0,-32118,12552,12021,2225,-1050,92,2809,0
0,-36018,-1019,9611,1940,-1017,75,2961,0
0,-31930,2679,12363,2082,-1088,110,3114,0
0,-39654,3438,14126,1926,-1453,-23,3266,0
0,-44486,4132,12176,2402,-1343,60,3419,0
0,-44314,7870,18429,2430,-1605,-66,3579,0
0,-45990,4665,13195,2616,-1686,1,3731,0
0,-54630,10274,12889,2526,-1642,-207,3888,0
0,-29214,-1251,13085,2689,-1684,-152,4042,0
0,-43158,8357,21058,2630,-1637,189,4201,0
0,-43634,9950,25496,2767,-1718,143,4353,0
0,-48214,8817,12796,2811,-1721,-89,4510,0
0,-46618,2546,21476,2895,-1681,46,4662,0
-2,-48138,-11,20134,3140,-1845,179,4814,0
-7,-52288,14421,19194,3062,-2074,154,4968,0
-7,-50398,16863,20211,3072,-1962,84,5121,0
-7,-51122,14836,16976,2997,-2168,-8,5285,0
-7,-54844,8384,24445,3122,-2120,40,5441,0
28,-64432,3609,12388,3050,-1979,39,5602,0
179,-62250,16376,23766,3206,-2407,-96,5754,0
349,-52478,7468,15197,3368,-2202,340,5908,0
517,-54010,6691,20084,3215,-2247,103,6061,0
681,-61126,8899,12269,3452,-2267,33,6213,0
808,-65734,7071,16626,3208,-2523,-169,6364,0
950,-60050,15586,24362,3371,-2390,152,6513,0
1129,-62674,9593,16683,3358,-2588,135,6667,0
1343,-59882,10276,28026,3397,-2545,220,6821,0
1630,-69620,10914,13010,3357,-2595,-171,6974,0
1942,-64480,7913,24339,3655,-2629,159,7131,0
2232,-52670,12852,11058,3461,-2702,-230,7290,0
2475,-65310,12828,20329,3727,-2656,-143,7448,0
2675,-74814,17781,18050,3638,-2870,94,7610,0
