encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-2040,1400,-3058,367,-145,145,152,0
0,-3556,1427,621,476,-218,-268,307,0
0,28,4642,-5474,382,-213,-119,463,0
78,40,8905,-9522,485,-355,152,613,0
174,-15412,5416,731,496,-308,0,767,0
281,-13632,9732,-6495,773,-278,-35,921,0
402,-20610,10959,9953,842,-789,-160,1073,0
625,-26074,9060,-8665,966,-451,86,1277,0
833,-19710,8172,249,1008,-626,-10,1428,0
1057,-21592,4705,-5596,1106,-710,43,1590,0
1265,-25114,16523,1442,1513,-812,97,1745,0
1487,-29284,9732,-8117,1330,-992,-55,1904,0
1693,-27524,11199,-3101,1549,-790,-33,2065,0
1920,-34496,9148,4947,1500,-1035,-143,2215,0
2106,-38498,3033,-2660,1835,-1231,150,2366,0
2280,-30154,8000,4004,2028,-972,125,2526,0
2421,-40220,11011,-6390,2047,-1147,123,2678,0
2565,-40536,14202,-4607,1853,-1356,112,2830,0
2727,133820,21777,-11228,7028,-6305,607,2986,0
2866,386740,62468,-7372,14920,-13855,1778,3140,0
3010,739156,104862,-34992,25092,-23868,4447,3292,0
3155,1089324,189723,14118,35590,-33898,5610,3442,0
3315,1355772,288214,86106,43450,-41574,6199,3599,0
3456,1642108,355828,64562,51991,-49639,9227,3752,0
3601,1936604,363460,-63829,60768,-58018,12988,3904,0
3761,2197652,354450,-121663,68646,-65579,14802,4056,0
3919,2437692,359134,-179911,75901,-72771,16929,4215,0
4059,2732488,467106,-79591,84902,-80682,17587,4366,0
4205,3047928,601531,-7448,94476,-89297,19923,4518,0
4351,3336172,711125,75866,103234,-97442,20979,4674,0
4506,3620972,812441,63147,112196,-105828,23959,4826,0
4650,3954236,846961,-41256,121674,-114893,28489,4978,0
4797,4243036,855796,-119308,130599,-123123,31374,5133,0
4953,4537936,894099,-203337,139157,-131494,35300,5284,0
5095,4804660,961955,-253409,147020,-138259,38754,5438,0
5242,5132892,957999,-397947,157230,-147620,43269,5594,0
5399,5433236,956631,-521607,166472,-156302,46323,5748,0
5543,5744460,1031533,-587179,175483,-164930,50890,5899,0
5699,6069396,1106723,-662503,185502,-173836,55624,6050,0
5851,6367708,1097241,-770500,193727,-181512,58896,6203,0
5995,6650364,1125142,-873849,202480,-189622,62635,6354,0
6140,6955368,1180811,-836870,212374,-197943,63451,6505,0
6297,7236972,1127402,-1001914,220731,-205534,66761,6664,0
6448,7552140,1096291,-1208666,230024,-214203,71687,6816,0
6620,7899692,1175462,-1180830,240948,-223277,74172,6972,0
