Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10770027, -4395568, -30959046, 62269, 198718, -204298,0, 
0x00000000, -10770249, -4397172, -30950080, 62540, 198896, -204170,156, 
0x00000000, -10768515, -4395795, -30956368, 62426, 198841, -204265,313, 
0x00000000, -10775019, -4399850, -30945820, 62435, 198797, -204033,472, 
0x00000000, -10768620, -4401980, -30944744, 62610, 198829, -204231,629, 
0x00000000, -10770341, -4397464, -30936008, 62540, 198842, -204508,785, 
0x00000000, -10769823, -4389537, -30933364, 62761, 198836, -204086,941, 
0x00000000, -10776303, -4395902, -30936880, 62563, 198933, -204405,1096, 
0x00000000, -10770615, -4396325, -30927388, 62925, 199021, -204604,1251, 
0x00000000, -10770288, -4393358, -30927056, 62746, 199114, -204168,1430, 
0x00000000, -10775388, -4389641, -30917850, 62850, 199045, -204132,1584, 
0x00000000, -10768983, -4402499, -30918004, 62670, 198901, -204369,1737, 
0x00000000, -10768502, -4383624, -30914848, 62955, 198930, -204133,1892, 
0x00000000, -10771617, -4396593, -30917412, 62750, 198984, -204161,2046, 
0x00000000, -10769584, -4385333, -30915612, 62985, 199077, -204326,2202, 
0x00000000, -10769519, -4387009, -30919850, 63182, 199000, -204257,2358, 
0x00000000, -10775671, -4388621, -30908700, 63070, 198979, -204484,2518, 
0x00000000, -10765585, -4388787, -30913258, 63187, 199000, -204303,2683, 
0x00000000, -10765988, -4392320, -30904170, 63125, 198988, -204418,2843, 
0x00000000, -10771309, -4391086, -30911728, 63350, 198920, -204183,3003, 
0x00000000, -10781928, -4397375, -30909540, 63037, 199124, -204393,3160, 
0x00000000, -10770142, -4395388, -30925732, 63354, 198895, -204066,3316, 
0x00000000, -10771618, -4391479, -30910212, 63376, 198742, -204415,3473, 
0x00000000, -10776504, -4391848, -30911668, 63097, 198792, -204290,3626, 
0x00000000, -10773726, -4388568, -30908192, 63294, 198915, -204176,3780, 
0x00000000, -10776223, -4393199, -30911568, 63212, 199025, -204098,3936, 
0x00000000, -10776867, -4386600, -30925004, 63369, 198623, -204226,4089, 
0x00000000, -10772375, -4386254, -30929620, 63563, 198616, -204168,4250, 
0x00000000, -10778152, -4391147, -30917898, 63298, 198626, -204318,4406, 
