encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-3030,5898,-2637,-86,-155,-125,163,0
0,666,7268,-7858,109,-352,283,314,0
0,-6592,1021,601,359,-340,-283,468,0
0,-10138,3185,1254,77,-132,12,620,0
0,-13042,2631,-5586,74,-196,-220,772,0
0,-11722,6259,-888,207,-317,67,925,0
0,-19138,1082,5410,484,-80,210,1075,0
60,-21144,6029,111,238,-132,-83,1227,0
247,-12392,2039,3851,417,-39,36,1398,0
462,-31120,-2339,-2356,543,186,192,1554,0
700,-25552,4983,3957,228,15,-30,1705,0
937,-21952,7774,3780,636,68,-144,1864,0
1187,-37674,-1340,-3242,510,-12,-160,2014,0
1401,-20902,1241,-5720,552,81,70,2164,0
1658,-27786,1717,-6161,526,204,61,2315,0
1873,-29388,2814,-720,622,-193,-159,2468,0
2080,-35594,11363,-8160,558,-175,-81,2620,0
2287,-28730,5627,-1513,538,-230,-81,2772,0
2496,-33122,11851,-6135,615,-94,80,2923,0
2715,-36774,10273,-1846,490,111,122,3076,0
2924,-43004,5257,3788,565,-50,-126,3227,0
3131,-42874,481,-5623,561,-174,58,3379,0
3349,-42986,15377,1188,618,-220,143,3529,0
3552,-29408,4012,-3903,636,148,-22,3681,0
3778,-39506,3164,2620,684,34,-46,3835,0
3995,-33830,1567,1013,747,116,-251,3989,0
4208,-35230,2304,6713,738,-38,63,4140,0
4430,-40062,10475,-295,703,2,-105,4291,0
4678,-10858,272,-1612,697,-100,-27,4448,-1
4887,179436,9871,-18687,1301,-249,-248,4600,-1
5116,359406,19652,-32528,1434,50,91,4751,-1
5350,525486,23805,-46846,1893,207,109,4906,-1
5581,688638,28688,-51428,2374,437,-54,5064,-1
5804,901828,26779,-57626,2863,693,-123,5214,-1
6055,1071034,37706,-56643,3365,1011,-33,5365,-1
6324,1248234,39300,-64821,3771,1594,-325,5529,-1
6573,1523736,40262,-84177,5076,2281,-196,5679,-1
6822,1731442,47251,-77615,6031,2845,85,5836,-1
7041,1970192,51448,-121605,6598,3402,22,5991,-1
7294,2223088,41648,-128215,7952,4191,-323,6148,-1
7515,2462374,67222,-123272,9130,4718,-274,6300,-1
7748,2708606,57551,-132426,10646,6019,-111,6451,-1
8006,2936706,90199,-139355,11304,6855,150,6619,-1
8210,3174198,46119,-163011,12939,7669,-388,6771,-1
