encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,8552,-6170,217,167,366,36,157,0
0,10564,706,-371,-182,201,-160,312,0
0,9516,4066,-7776,-176,164,165,467,0
0,3164,4612,-2885,-91,15,47,628,0
0,13448,2363,-1142,-13,61,139,791,0
0,4352,-520,-6895,-173,-20,-98,948,0
9,16514,2206,4902,-197,258,45,1114,0
168,11324,3489,2740,-106,221,22,1271,0
449,16204,-7261,-617,-83,228,-49,1426,0
799,10148,2924,4723,-256,149,143,1582,0
1198,376904,14300,-24547,271,250,94,1744,0
1600,692096,19109,-40965,913,217,-14,1898,-1
1989,974366,52739,-49611,1765,592,-109,2052,-1
2377,1283130,35784,-41503,3115,1479,145,2208,-1
2777,1631634,45982,-101623,4114,2015,9,2368,-1
3160,2046888,68248,-141419,5468,2869,58,2524,-1
3519,2416036,78784,-105624,7454,4196,67,2680,-1
3900,2752092,71141,-156781,10151,7133,48,2834,-1
4288,3014540,45819,-243384,12773,9253,-740,2989,-1
4650,3191980,92602,-155384,14196,10582,-208,3151,-1
4928,3338252,51014,-215594,15726,11873,-746,3305,-1
5142,3453708,7793,-270108,16751,13073,-1146,3459,-1
5292,3578800,293,-306778,17462,13703,-1117,3617,-1
5394,3691496,35808,-322185,18616,14934,-1221,3773,-1
5503,3860428,100330,-323310,20436,16097,-1102,3929,-1
5627,3976716,27487,-221260,21141,16546,-1009,4084,-1
5753,4150672,79080,-238973,22551,17931,-525,4237,-1
5902,4336260,94207,-298033,24606,19979,-909,4393,-1
6081,4492228,126022,-236355,25662,20304,-392,4547,-1
6251,4538968,146523,-238485,25343,20249,-636,4705,-1
6424,4608092,149653,-238307,25732,20217,-99,4861,-1
6574,4691292,111784,-204547,26565,21221,-139,5014,-1
6732,4836140,143749,-247201,28019,22469,-119,5174,-1
6896,4989028,118666,-240442,29989,24282,-363,5327,-1
7074,5151112,115140,-277259,32004,26114,-733,5480,-1
7251,5328284,132219,-259764,34111,27907,-530,5637,-1
7494,5405084,157044,-179947,33224,27232,185,5790,-1
7714,5297740,221507,-218394,31000,24779,467,5945,-1
7933,5198276,133653,-242094,29082,22601,-313,6101,-1
8172,5012492,199953,-221812,25909,20109,50,6256,-1
8378,4811016,129061,-162364,24340,19153,43,6411,-1
8592,4593672,184332,-192977,23446,18247,263,6564,-1
8829,4390484,113609,-134889,23565,18887,43,6719,-1
9076,4188420,128548,-219706,22091,18082,-133,6872,-1
9345,3986164,71831,-186509,21932,18094,-511,7037,-1
9573,3756532,85508,-173156,21396,17674,-330,7189,-1
9818,3506292,95815,-137339,20271,17080,-15,7345,-1
10072,3286180,99462,-150812,19377,16448,219,7501,-1
10312,3759092,8459,-189229,23044,19622,-893,7657,-1
10583,3993456,21767,-221005,24839,20520,-1223,7810,-1
10839,4126800,131802,-99303,26120,21666,690,7965,-1
11104,3973180,117160,-180163,25455,21352,-62,8118,-1
11373,3793324,86514,-160331,24417,20540,-260,8275,-1
11636,3608788,91673,-160256,23994,20086,-255,8428,0
11887,3569320,54038,-195547,23951,20263,-852,8580,0
12196,3429852,73180,-166628,23528,19750,-311,8738,0
12449,3296864,82009,-142396,23024,18996,-403,8891,0
12744,3095616,47058,-160398,21765,18544,-676,9044,0
13049,3067208,87623,-146312,22142,19104,-119,9201,0
13337,3428828,151043,8010,24409,19963,880,9360,0
13663,3427460,-6081,-118306,24942,20802,-683,9518,0
13941,3697036,-306789,50863,22331,16543,-1413,9671,0
14234,4118672,-278647,-57210,24541,18432,-1824,9828,0
14439,4178040,-230115,-31436,25363,18533,-1695,9982,0
13333,4179932,-199532,-34571,25424,18474,-1242,10140,0
13333,4220680,-117033,78771,25429,18493,-536,10294,0
13332,4210564,-157276,57810,25316,18696,-704,10448,0
13332,4225328,-141655,50321,25501,18476,-481,10602,0
13332,4231908,-155064,52818,25424,18855,-473,10755,0
13332,4228732,-147063,52726,25532,18445,-357,10916,0
13332,4238096,-173783,46819,25441,18719,-1040,11073,0
13332,4239936,-155102,49198,25563,18580,-702,11225,0
13332,4234324,-162131,40915,25438,18492,-746,11377,0
13332,4243244,-172666,51808,25630,18386,-445,11535,0
13332,4252404,-170527,41555,25717,18322,-786,11696,0
13332,4245416,-159726,49179,25547,18475,-784,11850,0
13332,4245800,-181989,32886,25604,18581,-694,12014,0
13331,4256356,-172520,50706,25969,18610,-797,12167,0
13331,4256408,-178269,44763,25558,18679,-683,12336,0
13331,4255740,-181233,36652,25720,18749,-713,12489,0
13331,4259052,-175412,45328,25736,18566,-861,12643,0
13331,4264944,-170101,44992,25588,18517,-752,12795,0
