encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-8966,-222,-1604,271,178,128,156,0
0,-2678,1512,-227,157,123,33,313,0
0,-13226,-4992,-4282,166,79,265,472,0
0,-14302,1407,-6412,341,111,67,629,0
0,-23038,-314,-1896,271,124,-210,785,0
33,-25682,204,6031,492,118,212,941,0
188,-22166,-6276,-334,294,215,-107,1096,0
335,-31658,-588,-757,656,303,-306,1251,0
505,-31990,-261,2210,477,396,130,1430,0
640,-41196,-5361,5927,581,327,166,1584,0
784,-41042,1044,-6931,401,183,-71,1737,0
927,-44198,1525,11944,686,212,165,1892,0
1079,-41634,-1590,-1025,481,266,137,2046,0
1215,-43434,443,10235,716,359,-28,2202,0
1359,-39196,508,8559,913,282,41,2358,0
1490,-50346,-5644,6947,801,261,-186,2518,0
1659,-45788,4442,6781,918,282,-5,2683,0
1857,-54876,4039,3248,856,270,-120,2843,0
2051,-47318,-1282,4482,1081,202,115,3003,0
2248,-49506,-11901,-1807,768,406,-95,3160,0
2438,-33314,-115,180,1085,177,232,3316,0
2604,-48834,-1591,4089,1107,24,-117,3473,0
2772,-47378,-6477,3720,828,74,8,3626,0
2927,-50854,-3699,7000,1025,197,122,3780,0
3103,-47478,-6196,2369,943,307,200,3936,0
3257,-34042,-6840,8968,1100,-95,72,4089,0
3404,-29426,-2348,9314,1294,-102,130,4250,0
3572,-41148,-8125,4421,1029,-92,-20,4406,0
3731,-38056,-4874,6204,1293,6,-97,4560,0
3914,-45274,-5954,8520,1151,-82,182,4713,-1
4089,-40790,-7306,9133,1097,-45,-40,4869,-1
4266,-29886,-1901,6951,1283,-177,191,5026,-1
4438,-29772,-5062,9928,1034,37,23,5180,-1
4597,-28606,-3530,9113,977,-184,391,5333,-1
4789,31150,-2484,11912,1231,-216,-175,5486,-1
4947,200746,6944,-12990,1339,-323,157,5642,-1
5123,371542,10064,-14251,1812,-45,-170,5795,-1
5301,522090,7588,-32674,2113,101,-44,5949,-1
5472,684342,12141,-43212,2692,178,-61,6102,-1
5651,832894,31327,-48587,2883,340,196,6257,-1
5824,954078,25330,-59289,3333,542,114,6412,-1
5982,1108466,37983,-46950,3638,1002,115,6565,-1
6158,1250306,17601,-70741,4082,1332,-307,6719,-1
6353,1440940,47365,-89330,4858,1621,10,6879,-1
6522,1628706,40926,-73010,5724,2030,187,7034,-1
6731,1798802,43830,-74920,6243,2311,-189,7189,-1
6905,1967614,47733,-109801,6774,2956,-302,7341,-1
7087,2171604,52352,-89444,7587,3629,7,7496,-1
7266,2330908,34444,-147773,8318,3928,-55,7649,-1
7437,2530074,56990,-93635,9501,4665,-88,7803,-1
7622,2725754,48217,-129904,10426,5207,-134,7956,-1
7790,2931674,57976,-155414,11390,5997,-172,8111,-1
7980,3137946,66618,-143245,12820,7170,-23,8264,-1
8169,3302826,48292,-172271,13873,8195,-266,8425,-1
8374,3496714,63583,-185633,15810,9559,-379,8582,-1
8593,3700018,87471,-164836,17535,11106,-354,8746,-1
8779,3903182,85556,-193555,20080,13375,-16,8898,-1
8977,4114722,102427,-221549,21749,14934,-404,9054,-1
9182,4296678,100051,-218423,23466,16260,-369,9207,-1
9382,4488930,129355,-212730,25300,17663,-46,9364,-1
9586,4677922,103408,-235535,26600,18769,-461,9518,-1
9769,4844986,117046,-249971,28315,20012,-644,9671,-1
9973,5031818,133065,-251975,30324,21842,-277,9824,-1
10174,5197446,105514,-280536,31660,23013,-831,9980,-1
10375,5396854,128409,-280132,33864,24552,-647,10131,-1
10565,5608266,183077,-196923,35336,25791,80,10285,-1
10782,5676106,193672,-195885,34302,24169,62,10439,-1
10999,5639050,182351,-248732,33085,23228,142,10599,-1
11195,5603578,125996,-278791,31558,21772,-448,10751,-1
11386,5551290,144029,-265747,30202,20892,-204,10903,-1
11580,5434158,134571,-259221,29058,19328,-388,11062,-1
