encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-1932,2264,-1975,-346,63,245,152,0
0,-1844,3686,-4785,-110,148,51,302,0
0,-10492,520,-3774,108,253,212,452,0
0,-8496,8753,1765,124,294,273,604,0
0,-5280,8081,-7027,289,359,287,756,0
0,-5308,-2097,-5226,114,404,-168,924,0
0,-5108,1619,-5270,86,298,35,1075,0
0,-17696,321,-3782,137,441,147,1228,0
265,-13832,4531,123,131,485,160,1380,0
837,-10260,-1271,-7064,205,106,-12,1538,0
1386,-14054,293,-4347,326,370,-8,1691,0
1893,-23764,5579,-3070,465,295,219,1845,0
2391,-14664,8081,-6241,219,384,-90,2001,0
3081,352880,-12880,37261,-5604,14472,1958,2217,0
3557,1218992,-147514,70456,-20230,46694,6404,2374,0
4090,2020272,-448894,94298,-32855,76156,12638,2534,0
4613,2686558,-454386,221437,-44278,102385,18009,2689,0
5149,3501288,-376743,341068,-58271,132902,22302,2846,0
5680,4248792,-593386,418747,-70763,161238,28844,3006,-1
6144,4983550,-507799,538399,-83035,188066,32058,3162,-1
6711,5711008,-622119,590441,-95386,215004,36883,3320,-1
7172,6377200,-1106313,592107,-106593,240052,45762,3474,-1
7755,6895572,-1485275,461405,-116293,259504,47422,3642,-1
8275,7589956,-1240694,557303,-128751,283906,47598,3798,-1
8804,8244008,-960138,701439,-140454,309280,48640,3953,-1
9331,8844784,-1867754,496476,-150759,331437,57098,4109,-1
9862,9742692,-1697632,564790,-166651,364753,57100,4264,-1
10391,10397304,-1828612,583021,-177546,388435,60176,4420,-1
10898,11027236,-2042668,541532,-188337,412016,62979,4576,-1
11411,11710136,-1784113,534495,-200345,438371,58689,4731,-1
11931,12427184,-1727189,557824,-212046,464037,59063,4887,-1
12461,13038764,-1481125,558538,-223038,487598,54544,5041,-1
12994,13718008,-1463694,427704,-234599,512360,50202,5199,-1
13515,14278920,-1116162,223213,-244333,533479,36673,5354,-1
14051,14857940,-1000091,-90621,-254361,554860,23555,5507,-1
14592,15481136,-1251967,-268957,-264536,577371,21240,5665,-1
15142,15737380,-2657236,-474550,-179208,611638,-441,5820,-1
15755,15878632,-2288154,256086,-166352,620448,39111,5975,0
15890,15948584,-2417975,230520,-181820,618924,43265,6136,0
15890,15942240,-2516623,222812,-187665,617256,49783,6292,0
15890,15945216,-2512549,229893,-190784,616798,49523,6443,0
15890,15941284,-2519339,225857,-193160,615802,51027,6595,0
15890,15936420,-2518025,225396,-194784,615150,51338,6750,0
15890,15932152,-2532555,226009,-196349,614525,52062,6904,0
15890,16048048,-2644316,174033,-210145,615266,54772,7060,0
15789,16790472,-3074030,-145398,-286379,626349,57951,7216,0
15445,16496164,-3355352,-546958,-282570,615018,47113,7371,1
14887,15615992,-1721845,109423,-267795,582226,42990,7525,1
14304,14912360,-2137486,75845,-256084,555529,48976,7683,1
13744,14114416,-2643332,-31109,-242711,525846,52904,7838,1
13179,13407044,-2923313,-80881,-230913,499781,56092,7993,1
12621,12640928,-3104061,-102035,-218001,471639,57641,8150,1
12078,11938424,-3187049,-71935,-205584,444761,59733,8305,1
11535,11216116,-3000066,-8930,-193796,418358,58465,8460,1
11003,10663620,-3062666,59355,-184495,397237,61895,8612,1
10461,9967040,-2921088,119475,-172464,371320,61272,8767,1
9918,9078144,-2147091,447756,-157059,337650,59108,8922,1
9421,8307148,-1894107,355206,-143870,308837,51042,9074,1
8863,7585156,-837018,512334,-131425,281888,38078,9230,1
8294,6850720,66286,610810,-119110,254369,25588,9385,1
7731,6194520,297045,516186,-107553,229735,17630,9539,1
7166,5586080,141398,404237,-97166,207325,16044,9693,1
6602,4855752,359566,325374,-84213,179573,8644,9848,1
6032,4123220,549829,230061,-71514,152721,796,10002,1
5465,3278208,355026,55216,-56855,121751,-2310,10157,2
4937,2698866,182258,-36256,-46365,100017,-3697,10310,2
4392,1950800,300408,-63654,-33378,72298,-7055,10463,2
3791,1290834,37528,-216987,-22067,47809,-8499,10616,2
3248,736332,-155413,-216548,-12446,27699,-5690,10771,2
2647,82160,-8527,-2996,-1052,3015,-823,10939,2
2106,7304,-5126,15183,127,102,183,11093,2
1503,9720,3530,24074,-139,18,176,11246,2
1013,-1892,-1155,16538,-34,-133,90,11399,2
1012,2364,-3284,24183,141,-289,278,11551,2
1012,-3416,-3479,27873,88,-111,144,11703,2
1012,-4744,-4351,22140,231,-211,330,11856,2
1012,-1180,-708,20835,286,-394,281,12009,2
1012,6272,-1033,21155,460,-381,152,12160,2
1012,-104,5016,17775,252,-832,287,12315,2
