Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13290606, -7688441, -27011504, 83714, 174471, -216450,0, 
0x00000000, -13288444, -7688438, -27014252, 83728, 174392, -216404,161, 
0x00000000, -13293182, -7691796, -26998346, 83909, 174465, -216739,320, 
0x00000000, -13296561, -7687225, -27007152, 83962, 174519, -216529,477, 
0x00000000, -13301298, -7691895, -27000384, 83906, 174432, -216844,638, 
0x00000000, -13302002, -7688145, -26998832, 83867, 174518, -216381,796, 
0x00000000, -13297724, -7681287, -26996000, 83800, 174611, -216526,954, 
0x00000000, -13289350, -7686680, -27006892, 83778, 174325, -216329,1110, 
0x00000000, -13302672, -7684983, -26997844, 83920, 174677, -216401,1278, 
0x00000000, -13298678, -7685017, -27006880, 83742, 174897, -216315,1440, 
0x00000000, -13296922, -7686164, -26984124, 83984, 174744, -216551,1597, 
0x00000000, -13292406, -7686735, -26997030, 83875, 174700, -216326,1755, 
0x00000000, -13296237, -7689071, -26995340, 84060, 175003, -216500,1913, 
0x00000000, -13293064, -7690234, -27009376, 83825, 174756, -216421,2070, 
0x00000000, -13298406, -7688052, -27003828, 83902, 174948, -216282,2227, 
0x00000000, -13285037, -7692385, -26997344, 83786, 174819, -216405,2382, 
0x00000000, -13300313, -7694025, -27008194, 83800, 174865, -216599,2538, 
0x00000000, -13300601, -7689417, -27004050, 84055, 175124, -216326,2694, 
0x00000000, -13297489, -7690839, -27017408, 83931, 175066, -216641,2851, 
0x00000000, -13291393, -7690318, -27020990, 84004, 175144, -216387,3013, 
0x00000000, -13294174, -7690522, -27019612, 84046, 175219, -216389,3170, 
0x00000000, -13296328, -7693128, -27009004, 83990, 175136, -216459,3326, 
0x00000000, -13295192, -7684674, -27022128, 83969, 175289, -216312,3482, 
0x00000000, -13294610, -7697299, -27020024, 83796, 175590, -216217,3637, 
0x00000000, -13294927, -7690359, -27015170, 83853, 175426, -216177,3795, 
0x00000000, -13299777, -7690050, -27025320, 84007, 175348, -216574,3954, 
0x00000000, -13291992, -7689071, -27022794, 83846, 175266, -216320,4110, 
0x00000000, -13291923, -7696857, -27018958, 83779, 175396, -216542,4269, 
0x00000000, -13299238, -7687475, -27016604, 83850, 175693, -216251,4425, 
0x00000000, -13303360, -7688256, -27017434, 83883, 175633, -216612,4583, 
0x00000000, -13294393, -7693322, -27020196, 83822, 175574, -216368,4737, 
0x00000000, -13297017, -7693872, -27015212, 83655, 175703, -216289,4895, 
0x00000000, -13311500, -7692040, -27011712, 83784, 175859, -216428,5050, 
0x00000000, -13367534, -7697616, -27231572, 80257, 183856, -215114,5204, 
0x00000000, -13416211, -7625796, -27711340, 72253, 201925, -212060,5358, 
0x00000000, -13529886, -7658241, -28147234, 65095, 218368, -210734,5511, 
0x00000000, -13512222, -7609442, -28595372, 57717, 235065, -209210,5667, 
0x00000000, -13498445, -7518570, -29030554, 50540, 251221, -205510,5823, 
0x00000000, -13653346, -7533933, -29439852, 43756, 266227, -202923,5979, 
0x00000000, -13495425, -7413795, -29872102, 36320, 282453, -200647,6134, 
0x00000000, -13695275, -7423342, -30318344, 29006, 299295, -197777,6291, 
0x00000000, -13497438, -7323307, -30666004, 22373, 312882, -196832,6446, 
0x00000000, -13637667, -7293431, -31027096, 16484, 326041, -193151,6599, 
0x00000000, -13321087, -7169298, -31352376, 11329, 337587, -193807,6758, 
0x00000000, -13255693, -7153217, -31380232, 10668, 338851, -194148,6911, 
0x00000000, -13766222, -7281460, -31471442, 9306, 342553, -190600,7066, 
0x00000000, -13812448, -7156019, -32164612, -2460, 368055, -184518,7220, 
0x00000000, -13980045, -7104652, -32772244, -12593, 390626, -179805,7373, 
0x00000000, -14307115, -7089135, -33316574, -21968, 411280, -172705,7525, 
0x00000000, -14544170, -7162275, -33750368, -30335, 427278, -171171,7678, 
0x00000000, -14595901, -7196799, -34256252, -39396, 445804, -171538,7833, 
0x00000000, -14345565, -7068986, -34788224, -48702, 465372, -170491,7987, 
0x00000000, -14373915, -7012779, -35361876, -58244, 486213, -167242,8141, 
0x00000000, -14991111, -7197828, -35820744, -66471, 503362, -163177,8296, 
0x00000000, -14798918, -7060244, -36393928, -76598, 524237, -161179,8450, 
0x00000000, -15169730, -7143273, -36787136, -83935, 539591, -157482,8605, 
0x00000000, -15083652, -7106723, -37386576, -93821, 561366, -157341,8757, 
0x00000000, -15140542, -7149617, -38040432, -105170, 585776, -157269,8910, 
0x00000000, -14960278, -7115752, -38748508, -117188, 612232, -158840,9063, 
0x00000000, -14862066, -7120791, -39395608, -128156, 635701, -160628,9214, 
0x00000000, -14726367, -7134304, -40028076, -138926, 659295, -163019,9368, 
0x00000000, -14639067, -7185304, -40637624, -149718, 682572, -165900,9520, 
0x00000000, -14398928, -7419741, -41209288, -159721, 703635, -178558,9677, 
0x00000000, -14285867, -7684617, -41728820, -168540, 722504, -190340,9834, 
0x00000000, -13955774, -7791007, -42296084, -177663, 743167, -200175,9985, 
0x00000000, -15155092, -8213060, -42631304, -170121, 759646, -204134,10138, 
0x00000000, -15407896, -8139866, -42867196, -170186, 769602, -196259,10293, 
0x00000000, -15496960, -8130955, -42873672, -176443, 768611, -190978,10447, 
0x00000000, -15564935, -8138288, -42856616, -179054, 767332, -188660,10602, 
0x00000000, -15572911, -8128793, -42868372, -180743, 766597, -186754,10756, 
0x00000000, -15554272, -8108026, -42862268, -182219, 766185, -185723,10910, 
0x00000000, -15667027, -8078338, -43097104, -191496, 773270, -180817,11064, 
0x00000000, -14838387, -7761751, -43415312, -197668, 784973, -183061,11219, 
0x00000000, -13173495, -7088318, -42900376, -188883, 765213, -186516,11373, 
0x00000000, -13215144, -7027356, -42271896, -178032, 740992, -184490,11525, 
0x00000000, -13605280, -7084569, -41624220, -167543, 717935, -179422,11681, 
0x00000000, -13879126, -7127983, -41085352, -158230, 697761, -177303,11833, 
0x00000000, -13952900, -7091629, -40549568, -149112, 677334, -174773,11989, 
0x00000000, -14256905, -7176725, -39905336, -138123, 653504, -172802,12142, 
0x00000000, -14255533, -7120794, -39315672, -127853, 631371, -171466,12296, 
0x00000000, -14273965, -7116754, -38696888, -117285, 608258, -171189,12453, 
0x00000000, -14412431, -7035775, -38164352, -108295, 588615, -166459,12607, 
0x00000000, -14770217, -7069788, -37618848, -98793, 568165, -161718,12760, 
0x00000000, -14598999, -7040592, -36943064, -87610, 542930, -163710,12913, 
0x00000000, -14542754, -7149671, -36127992, -73635, 512946, -169451,13066, 
0x00000000, -14653894, -7236116, -35394328, -61042, 485013, -170879,13219, 
0x00000000, -14084587, -7173727, -34742840, -49943, 460773, -179010,13372, 
0x00000000, -13534895, -7118551, -34122544, -38961, 437392, -187435,13526, 
0x00000000, -13052399, -7138317, -33527724, -29072, 414997, -196764,13680, 
0x00000000, -12336053, -7004623, -33038044, -20160, 397227, -204301,13836, 
0x00000000, -12787652, -7212288, -32409236, -8919, 374255, -204680,13999, 
0x00000000, -12614411, -7298023, -31776378, 1927, 350438, -211695,14152, 
0x00000000, -12606960, -7456176, -31092280, 13809, 324841, -217928,14304, 
0x00000000, -12622860, -7554776, -30449866, 24898, 301051, -221955,14459, 
0x00000000, -12721604, -7647435, -29853358, 35151, 278749, -223842,14612, 
0x00000000, -12812852, -7695656, -29218000, 46138, 255064, -224120,14764, 
0x00000000, -12874503, -7783381, -28661150, 55491, 234289, -227028,14920, 
0x00000000, -13105032, -7963156, -28100192, 65253, 213696, -230049,15073, 
0x00000000, -13345526, -7818648, -27610080, 73758, 195465, -221067,15226, 
0x00000000, -13283956, -7672942, -27066006, 82974, 174615, -216529,15380, 
0x00000000, -13293370, -7661939, -27039456, 83271, 174245, -216671,15539, 
0x00000000, -13293289, -7670700, -27045688, 83534, 173893, -216735,15693, 
0x00000000, -13298015, -7663797, -27038954, 83659, 174306, -216461,15847, 
0x00000000, -13296421, -7668486, -27046532, 83337, 173966, -216625,16000, 
0x00000000, -13301462, -7668245, -27045758, 83621, 174004, -216274,16154, 
0x00000000, -13297109, -7666212, -27041050, 83732, 173888, -216365,16307, 
0x00000000, -13302081, -7668509, -27038100, 83571, 173938, -216277,16461, 
0x00000000, -13295527, -7663815, -27044738, 83592, 173736, -216425,16615, 
0x00000000, -13303125, -7664835, -27033240, 83634, 173794, -216363,16769, 
