encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-3670,-4195,9658,192,-39,50,159,0
0,-522,-9193,-8978,59,222,-87,316,0
0,4400,-1072,-5081,139,249,72,477,0
0,6960,-5312,-3389,-43,95,-64,636,0
0,3320,-4980,3542,9,203,-17,799,0
0,9148,3451,1679,269,124,117,955,0
0,20,-10394,-1787,110,239,-50,1111,0
0,-5484,-7946,2229,269,190,-106,1270,0
0,-1664,-3595,1427,227,-5,126,1432,0
0,968,-4446,-5940,131,232,16,1598,0
0,250,-4821,-3717,241,493,-81,1870,0
0,-3868,-1145,-10658,172,207,152,2027,0
0,-13982,-6459,-3193,400,373,-83,2189,0
0,2664,1671,-4097,273,426,33,2346,0
0,-13636,-5,-374,223,331,-154,2504,0
0,-6628,-597,-7726,-12,682,-117,2660,0
0,-12454,-2871,-1758,-183,496,80,2813,0
0,2620,-2985,-3200,121,192,-262,2974,0
0,-6552,53,3460,356,516,-60,3133,0
0,-11832,-7179,-550,209,402,-174,3293,0
0,-18200,-5429,1733,266,311,51,3452,0
33,-4940,-5689,-7188,206,639,-229,3608,0
642,-5612,-2119,-1346,272,586,-209,3763,0
1346,-16098,-10292,-6312,246,748,13,3916,0
1967,-16732,-334,-2267,348,416,-162,4072,0
2646,-20596,-6943,591,94,673,87,4227,0
3264,610032,-251735,-37479,-9617,24383,2861,4383,0
3945,2481184,-929908,1412,-38120,95731,15914,4544,0
4564,4350768,-1639744,62694,-67357,166386,30610,4700,0
5186,6157528,-2405342,128620,-95933,235477,45679,4854,0
5857,7880828,-2984381,273675,-122992,300562,61517,5011,0
6541,9416160,-3219360,403863,-147590,358343,71649,5166,0
7164,11000280,-3861863,351788,-174475,418048,81479,5320,0
7831,12739720,-4849391,322091,-203013,482837,97488,5476,0
8454,14723084,-6381165,-30475,-235132,558929,109617,5630,0
9086,16762020,-7338003,-232068,-267259,635237,118428,5785,0
9761,18187684,-8169267,-596916,-290328,689748,117845,5938,-1
10421,19525684,-9119683,-870948,-311926,740902,123446,6096,-1
11060,21257140,-9677285,-1116478,-339333,806033,124093,6250,-1
11648,23021740,-10277155,-1305176,-367629,873224,127492,6405,-1
12366,24763600,-10947197,-1518272,-395331,938432,130856,6558,-1
12952,26485412,-11226899,-1536551,-423447,1003790,135852,6712,-1
13605,28006312,-11190171,-1649109,-447245,1060878,132128,6866,-1
14259,29397456,-11334915,-1805464,-469993,1113615,129403,7020,-1
14903,30691472,-11737037,-2025413,-490643,1162476,127497,7175,-1
15554,32050508,-12227629,-1911441,-512399,1213927,140768,7333,-1
15963,31952064,-12682019,-1591138,-511212,1210723,160966,7487,-1
15963,31930168,-12714595,-1476828,-510361,1209114,164997,7647,-1
15963,31814508,-12868699,-1376122,-508635,1204823,171223,7799,-1
15963,31737036,-12903987,-1315959,-507418,1202197,174830,7953,-1
15963,31667948,-12934733,-1269910,-506329,1199816,176558,8106,-1
15963,31638888,-12927223,-1230563,-505905,1198229,178065,8262,-1
15963,31592296,-12950409,-1220244,-505219,1196804,179006,8416,-1
15963,31548620,-12957135,-1172678,-504705,1195479,180794,8571,-1
15963,31830848,-13059017,-945151,-509212,1205904,191465,8726,-1
15798,32079544,-12134991,-564121,-513606,1214617,191580,8881,-1
15499,31654896,-11724465,-621786,-507025,1198193,182564,9038,-1
15042,30182436,-11607011,-689551,-483937,1142343,176984,9197,-1
14506,29695772,-11861103,-428506,-476319,1124001,190792,9352,-1
13855,28136496,-11907527,-562707,-451522,1065234,185953,9506,-1
13317,26343836,-11580547,-605740,-422788,997474,177490,9661,-1
12650,24485064,-10756895,-424261,-393540,927263,170496,9816,-1
12100,22698296,-10003027,-325145,-365647,858905,161272,9971,-1
11490,20873844,-9043703,-107833,-336960,790241,153075,10125,-1
10858,19265576,-8124171,86917,-311498,729519,145319,10280,-1
10274,17728328,-7223999,252467,-286881,671099,135993,10433,-1
9690,16084536,-6337915,337828,-260908,608890,124903,10585,0
9101,14216712,-4891551,611562,-231264,537793,110006,10745,0
8439,12267996,-3612379,748531,-200583,464022,94098,10902,0
7775,10156268,-1552715,857694,-166615,383178,63253,11055,0
7162,8616248,-300607,863964,-142446,324840,42215,11210,0
6552,7190392,182152,605167,-118867,271387,23747,11367,0
5942,5293968,478023,274077,-87604,200001,4643,11520,0
5331,3880116,331628,4287,-64578,146817,-3800,11673,0
4655,2396588,137022,-117561,-40196,90379,-5752,11827,0
4045,1034184,25491,-116721,-17890,39764,-4962,11983,0
3362,50410,-24697,17059,-1523,2847,363,12137,0
2753,11716,-17174,16851,-1064,1702,291,12291,0
2144,25148,-19527,10815,-1052,1337,259,12445,0
744,10362,-30218,11761,-1177,1227,213,12882,0
744,-24,-19897,16454,-683,837,100,13036,0
744,5396,-18277,18310,-613,648,63,13188,0
744,-3424,-25237,10303,-465,560,91,13341,0
744,-2068,-18243,10196,-428,287,445,13500,0
744,-4916,-14220,19219,-333,0,133,13654,0
744,-7420,-10525,7242,-504,81,432,13808,0
744,-14530,-20180,10157,-217,-6,201,13963,0
