encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-6034,6143,3038,-158,-270,-44,140,0
0,-3196,1241,-308,-201,33,-42,286,0
0,7726,-200,-4397,143,-36,-53,427,0
0,7500,-1227,-673,-69,118,-69,567,0
0,7314,7650,-1898,-199,-120,-99,707,0
0,9250,2235,1385,-46,1,-299,848,0
0,8886,8035,-4448,-263,-462,-225,1005,0
0,9926,4626,-399,-162,63,159,1158,0
0,14186,-343,-6486,-328,-169,-207,1296,0
1,16708,4419,-3205,-53,-94,-95,1437,0
8,14130,9606,-1116,-74,-89,-508,1580,0
14,11042,10270,-4679,-34,-176,78,1724,0
26,16826,16875,-198,-125,-125,-305,1866,0
59,9546,15828,-11822,-290,-125,-228,2011,0
110,8662,-3960,-10539,-212,149,-101,2156,0
172,18686,3724,-1092,126,62,145,2297,0
242,13292,10285,-9550,-200,152,47,2437,0
317,12600,3079,-11070,-229,-36,-246,2579,0
406,8026,3562,-5481,-339,157,-188,2724,0
492,12614,3772,-691,-174,159,-177,2865,0
611,13468,13775,-4170,-114,77,-156,3007,0
730,5772,7305,-3772,-78,51,-29,3149,0
854,746,11621,-6911,-429,-57,-224,3289,0
965,2574,6105,-4180,-147,63,85,3429,0
1093,10368,981,-5078,-79,182,35,3576,0
1208,-6678,7659,-7741,-78,143,-164,3715,0
1338,242,7055,-7679,-158,26,-389,3858,0
1472,-1106,7541,-14107,-182,-56,-11,4006,0
1594,630,4373,-12267,-26,-180,-134,4146,0
1716,-9144,4037,-6629,-134,44,72,4286,0
1855,-6450,3497,-4964,-131,225,111,4428,0
2030,-7120,9410,-13149,-215,-19,-302,4581,0
2235,5330,608,-9461,134,-11,-109,4723,0
2435,3470,1231,-12612,-187,-53,-276,4865,0
2676,-6650,6998,-13650,-264,-129,-268,5008,0
2876,-8592,8541,-16932,-223,7,-150,5149,0
3076,718,7934,-17393,146,44,-90,5290,0
3297,-12566,18013,-10792,76,13,-62,5431,0
3485,-5038,7726,-9588,-72,-67,-242,5574,0
3694,-10418,12113,-18929,-325,-135,9,5717,0
3881,-7996,12995,-8649,-73,134,-226,5861,0
4087,-5828,3072,-3175,113,-26,-80,6005,0
4294,-14718,4009,-7151,62,234,-342,6152,0
4481,-16220,11134,-14255,26,28,-48,6292,0
4676,-10540,15407,-7736,186,154,78,6432,0
4870,11984,11091,-14199,132,-64,-140,6575,0
5045,116870,36187,-16132,-175,-870,-75,6715,0
5210,217942,23712,-15143,-350,-1201,103,6857,0
5380,324702,26846,-17242,-788,-1775,-294,6998,0
5547,435358,44385,-20285,-913,-2609,-247,7148,0
5702,527148,50870,-32334,-1512,-2911,-236,7290,0
5866,631984,54900,-34964,-1382,-3550,-81,7431,0
6030,705982,61874,-39573,-1805,-3961,-364,7575,0
6183,813874,69527,-34542,-1852,-4199,-424,7717,0
6352,892610,82043,-39193,-1993,-4707,-479,7866,0
6502,985694,95615,-29513,-2148,-5072,-618,8007,0
6668,1081954,95102,-15761,-1726,-5898,-513,8154,0
6839,1172766,96561,-59040,-510,-6411,11,8295,0
6992,1261430,92657,-48760,125,-6876,119,8441,0
7166,1353424,115279,-21365,75,-7287,-414,8587,0
7330,1447358,129631,-8948,259,-7823,-424,8726,0
7481,1552066,130956,-9674,723,-8502,-568,8867,0
7640,1627438,123299,-29007,940,-8914,-301,9007,0
7809,1740322,129925,-1342,1029,-9341,-405,9152,0
7988,1827024,141738,-21020,1133,-9757,-167,9296,0
8153,1923110,144532,12859,1341,-9920,-562,9437,0
8330,2030502,153478,-18503,1270,-10527,-313,9577,0
8495,2149110,156935,4790,1386,-10921,-796,9720,0
8683,2256062,165952,-5228,1288,-11456,-752,9866,0
8864,2390406,181993,154,1549,-11781,-702,10007,0
9070,2516358,194587,-10746,1565,-12141,-373,10150,0
9269,2617162,191969,-64414,1491,-11953,-538,10291,0
9452,2772074,254615,-900,1564,-12599,-691,10433,0
9673,2892106,220090,-33364,1631,-12973,-382,10577,0
9869,2973450,211689,70412,2388,-11403,-794,10724,-1
10056,3107014,233860,13064,2620,-11697,-615,10865,-1
10264,3218050,211874,-43774,2663,-12158,-643,11007,-1
10448,3352238,267245,-7819,3009,-12495,-361,11147,-1
10658,3479966,269306,-59626,3038,-12937,-343,11290,-1
10866,3588582,301963,-32487,3307,-13231,-420,11435,-1
11052,3713558,347249,-24235,3273,-13465,-474,11575,-1
11261,3831178,298382,-87830,3114,-13635,-344,11716,-1
11444,3958614,378263,-12814,3426,-14276,-550,11862,-1
11654,4054626,408151,5776,3837,-14838,-410,12007,-1
11864,4156870,316573,-108379,3918,-14783,15,12149,-1
12071,4273726,413665,-18980,3781,-15568,-694,12296,-1
12257,4378390,348066,-88541,4230,-15773,-267,12445,-1
12466,4493422,345814,-52384,4417,-16126,-310,12588,-1
12673,4584318,265096,-155365,4919,-16070,-248,12738,-1
12860,4714134,371686,-42726,5141,-16759,-345,12882,-1
13068,4800726,324422,-77932,5706,-16979,-370,13025,-1
13276,4917030,417290,27359,5827,-17276,-428,13166,-1
13462,5021802,304728,-63823,6384,-17310,-497,13310,-1
13670,5137626,429854,48800,6424,-17893,-998,13453,-1
13875,5242102,364971,-28474,6763,-18474,-516,13597,-1
14065,5363254,378390,34792,7184,-18635,-662,13744,-1
14272,5487426,451388,104380,7577,-19193,-1111,13889,-1
14477,5592870,452537,125874,7434,-19423,-1022,14032,-1
14664,5693114,340696,41285,7623,-19853,-759,14173,-1
14871,5836662,416644,159299,8091,-20268,-1056,14318,-1
15057,5940094,426458,179875,7902,-20600,-1315,14459,-1
15263,6043538,323524,96809,8507,-21074,-1237,14606,-1
15577,6087862,337651,120594,8381,-21149,-1213,14839,-1
15783,6138198,413426,263450,8574,-21382,-1640,14982,-1
15966,6169010,288229,171212,8263,-21418,-1404,15125,-1
16165,6198778,263825,199670,8410,-21665,-1566,15270,-1
16372,6275790,321939,264115,8639,-21869,-1646,15416,-1
