encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-8628,-7347,2573,146,-45,242,158,0
0,-7322,-5676,-6099,-43,-131,62,318,0
0,-1920,-1928,9186,64,235,324,476,0
0,1464,-4173,-2830,104,12,221,637,0
0,-416,-6441,-3546,-37,7,65,794,0
0,2988,6631,6400,-36,-115,43,1000,0
84,-12836,-626,5304,130,-64,84,1162,0
226,-14000,-1224,-817,87,-80,83,1319,0
367,-7854,-628,2822,84,-28,217,1497,0
488,-19004,3355,5273,64,36,66,1654,0
624,-14924,-7838,6462,75,-65,251,1811,0
753,-14984,-5406,5368,318,36,-96,1972,0
892,-14814,-166,2002,44,-30,199,2127,0
1029,-9440,5300,7442,159,52,563,2283,0
1178,-14164,-4433,5661,286,121,231,2441,0
1325,-6922,-2815,-5845,-13,132,-199,2600,0
1485,-15688,1177,1156,406,231,231,2761,0
1666,-12312,2473,4718,231,245,-13,2918,0
1838,-19200,-1773,-647,346,358,86,3074,0
2024,-10580,2022,-1356,270,13,246,3229,0
2235,-23396,-7525,162,281,378,475,3392,0
2452,-20166,-1317,-7498,92,380,-46,3549,0
2646,-23454,2786,-655,283,239,95,3703,0
2872,-28478,1508,-2012,219,515,291,3857,0
3075,-19300,-2855,-2389,98,363,228,4012,0
3301,-19984,-3195,-910,262,452,171,4169,0
3511,-19136,-5531,-1212,617,267,364,4327,0
3716,-32808,2571,5362,485,397,277,4485,0
3945,-32124,10589,-8100,130,373,198,4641,0
4150,-23776,139,-10150,292,422,149,4794,0
4384,65308,3403,-2494,366,46,249,4953,0
4604,317244,20764,-24660,-288,-2090,153,5108,0
4829,537416,40946,-17581,-479,-3563,-283,5262,0
5063,668486,50362,-5385,-707,-4233,184,5421,0
5302,788940,48571,13523,-1142,-4735,-114,5585,0
5542,949864,39335,25827,-1585,-5834,-147,5740,0
5763,1056790,-9158,36979,-2395,-6195,-230,5894,0
6005,1170398,-52602,24592,-1050,-7815,-282,6062,0
6246,1391416,58509,15122,-1281,-9594,-298,6217,0
6469,1580568,60557,15034,-1418,-10622,-316,6373,0
6709,1834684,87641,-8795,-1082,-12192,-365,6529,0
6936,2031652,115468,-41283,-1273,-13105,-133,6683,0
7172,2198168,109958,-70211,-1395,-13822,159,6837,0
7402,2392788,122646,-41319,-1481,-14474,-609,7005,0
7624,2602200,146405,-61064,-1768,-15484,-193,7158,0
7827,2831368,128583,-93682,-1552,-16119,110,7312,0
8051,3012832,178850,-59452,-1859,-16905,-370,7466,0
8260,3215032,178231,-91386,-1745,-17832,-190,7622,0
8501,3448096,192523,91468,-1398,-18900,-1326,7777,0
8722,3455208,-15857,-99988,-1049,-18763,-232,7934,0
8967,3474604,62866,-30828,-1135,-18615,-339,8101,0
8923,3469368,61309,-65103,-1250,-18464,-297,8256,0
8923,3482696,51638,-48186,-1531,-18713,-335,8413,0
8922,3465280,69145,-19851,-1148,-18450,-325,8570,0
8922,3471736,65275,-36984,-1490,-18442,-425,8724,0
8922,3476952,66713,-22462,-1402,-18625,-694,8879,0
