encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,5928,-2465,3396,122,222,-119,151,0
0,-1104,-1524,9849,-16,187,165,302,0
0,-7128,4986,8202,-188,309,-37,456,0
0,-14516,6831,4429,-78,-18,52,606,0
0,-6848,-7669,3763,-306,207,62,756,0
0,-12006,3130,7948,-35,356,-108,907,0
59,-9068,1214,13874,-126,319,224,1060,0
166,-20776,1544,6935,75,176,19,1217,0
287,-1848,-3913,1439,-112,189,131,1371,0
441,-14612,279,7267,-279,270,-119,1536,0
899,-9532,2136,579,97,286,106,2050,-1
1038,-27420,-811,1022,0,400,-78,2211,-1
1165,-18612,3488,1584,47,275,278,2370,-1
1317,-22582,83,2073,98,359,-141,2536,-1
1459,-11314,1720,-10086,-202,570,80,2707,-1
1620,-23896,-3988,-7698,4,467,376,2875,-1
1789,-28222,-7296,-892,147,624,146,3036,-1
1942,-26414,4856,-557,165,395,96,3195,-1
2095,-30560,-7691,582,238,516,73,3358,-1
2244,-34184,-5693,3852,124,535,88,3519,-1
2422,-28562,817,1048,347,668,161,3678,-1
2623,-33872,960,-4086,255,672,203,3844,-1
2828,-44484,-3897,-2629,330,632,102,4002,-1
2958,-36126,12,-2286,554,839,264,4171,-1
3031,-33092,-454,-2765,400,452,236,4328,-1
3106,-43844,-5400,-5856,414,582,227,4499,-1
3175,-41096,-2605,-2430,307,769,304,4657,-1
3255,-40940,-8541,1941,344,810,139,4822,-1
3360,-45794,1262,-5144,289,418,131,4980,-1
3481,-40782,-1617,140,437,862,32,5142,-1
3610,-47774,4886,4553,403,421,373,5306,-1
3725,-53268,8018,-2140,545,449,-36,5465,-1
3845,12496,-1491,-2616,421,215,15,5623,-1
3961,110492,16459,-4438,-71,-782,-65,5784,-1
4081,212562,20085,-12225,-571,-1355,-38,5941,-1
4208,322118,18694,-24012,-990,-2097,209,6097,-1
4308,389712,12337,-23598,-602,-2465,39,6253,-1
4427,488504,39271,-9738,-1257,-3359,-333,6425,-1
4537,551976,45649,-9467,-1354,-3741,-359,6582,-1
4654,610064,26963,-25459,-1700,-4350,57,6741,-1
4766,674896,37007,-14230,-1878,-4529,9,6906,-1
4876,730836,40864,-6822,-2206,-4951,-453,7072,-1
4974,791352,34817,12852,-2206,-5469,-373,7228,-1
5083,868048,35466,23824,-2351,-5739,-400,7383,-1
5190,887276,8152,35896,-3027,-5697,-561,7538,-1
5296,960368,42251,24573,-3480,-6178,-570,7695,-1
5412,1039958,64810,11603,-3238,-6932,-696,7857,-1
5510,1129634,62004,3902,-2305,-8095,-550,8012,-1
5633,1216536,46363,-2304,-1537,-8559,-239,8175,-1
5750,1296372,69197,-5655,-1768,-9004,-422,8331,-1
5865,1379672,65243,-16977,-1703,-9478,-539,8487,-1
5999,1468084,70493,-32780,-1586,-10299,-211,8655,-1
6106,1566012,69261,-16930,-1438,-10703,-110,8810,-1
6248,1682688,69836,-57515,-1488,-11699,35,8967,-1
6362,1786244,72409,-65768,-1623,-11883,-120,9124,-1
6518,1942708,99270,-34044,-1587,-12958,-189,9282,-1
6668,2071328,95611,-44283,-1716,-13231,-287,9438,-1
6836,2187048,87307,-49811,-1815,-13726,-266,9599,-1
6999,2332404,106545,-27599,-1961,-14326,-523,9761,-1
7177,2454102,116497,-33227,-2078,-14715,-768,9923,-1
7343,2624216,145842,-8818,-2264,-15297,-713,10085,-1
7528,2757588,157253,1244,-2517,-15735,-870,10249,-1
7684,2898724,180194,-29234,-2674,-16497,-842,10404,-1
7842,3052068,171530,-68027,-2647,-17192,-319,10562,-1
8017,3186524,169617,-46626,-2234,-17809,-525,10719,-1
8173,3310596,142792,-97137,-2126,-18181,-136,10874,-1
8332,3474760,127464,-138433,-1823,-19054,-98,11029,-1
8492,3594520,158767,-108371,-1565,-19625,-74,11182,-1
