Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10702333, -4332913, -30728762, 62210, 198163, -204404,0, 
0x00000000, -10695644, -4324143, -30733738, 62276, 198024, -204682,160, 
0x00000000, -10694783, -4347756, -30968552, 61350, 196049, -204705,318, 
0x00000000, -10676090, -4356345, -31195800, 61046, 194318, -204380,477, 
0x00000000, -10667123, -4341508, -31368132, 60985, 193083, -204371,647, 
0x00000000, -10666643, -4335027, -31525012, 60394, 192265, -204761,813, 
0x00000000, -10666254, -4308308, -31677848, 59824, 191317, -204951,974, 
0x00000000, -10720023, -4288381, -31808728, 58815, 190769, -205018,1143, 
0x00000000, -10702448, -4260805, -31973384, 58115, 189539, -205399,1300, 
0x00000000, -10692160, -4290599, -32122372, 59600, 188167, -204853,1458, 
0x00000000, -10634756, -4304175, -32327228, 59525, 186415, -205369,1624, 
0x00000000, -10639304, -4362050, -32595144, 59725, 184541, -204737,1784, 
0x00000000, -10625752, -4373539, -32831260, 59335, 183289, -204572,1941, 
0x00000000, -10606509, -4368822, -33087310, 59016, 182126, -204591,2105, 
0x00000000, -10590358, -4378554, -33340420, 58793, 181841, -204931,2263, 
0x00000000, -10588877, -4465691, -33688688, 58590, 180358, -204235,2422, 
0x00000000, -10560365, -4446395, -33912244, 59195, 180073, -204727,2580, 
0x00000000, -10539046, -4465046, -34198148, 59549, 178783, -204647,2739, 
0x00000000, -10552953, -4472772, -34460504, 60354, 178253, -204468,2898, 
0x00000000, -10561114, -4468655, -34715512, 61025, 177510, -204613,3058, 
0x00000000, -10515774, -4451205, -35001956, 61376, 176523, -204914,3214, 
0x00000000, -10516919, -4471449, -35246764, 61593, 176507, -204451,3369, 
0x00000000, -10479718, -4442340, -35511412, 61633, 175449, -205008,3526, 
0x00000000, -10485245, -4417021, -35704216, 62051, 175028, -204993,3683, 
0x00000000, -10481162, -4436427, -35971760, 62398, 173367, -204898,3848, 
0x00000000, -10466008, -4388940, -36197440, 62933, 172989, -205048,4003, 
0x00000000, -10504338, -4361616, -36430064, 63290, 172295, -205336,4162, 
0x00000000, -10464565, -4316699, -36561524, 63361, 172059, -205580,4318, 
0x00000000, -10450152, -4266561, -36657716, 63709, 171409, -205713,4474, 
0x00000000, -10484660, -4305209, -36755520, 63794, 171422, -205545,4630, 
0x00000000, -10450099, -4300115, -36806904, 63968, 171073, -205753,4788, 
0x00000000, -10460275, -4327642, -36826160, 63981, 171321, -205283,4942, 
0x00000000, -10509575, -4326174, -36825512, 64055, 172077, -205221,5099, 
0x00000000, -10461934, -4343197, -36854896, 63468, 172654, -205617,5254, 
0x00000000, -10442475, -4331318, -36939144, 63556, 172225, -205593,5408, 
0x00000000, -10432280, -4334728, -37023280, 63488, 172168, -205105,5564, 
0x00000000, -10403112, -4428677, -37065368, 63553, 172441, -205004,5721, 
0x00000000, -10394957, -4428048, -37048828, 63643, 172564, -204940,5877, 
0x00000000, -10441614, -4599076, -36998496, 63914, 173696, -204244,6033, 
0x00000000, -10423701, -4603382, -36962796, 64689, 174049, -204433,6199, 
0x00000000, -10527434, -4672704, -37009172, 65532, 174752, -204154,6356, 
0x00000000, -10500162, -4696943, -37040688, 66357, 174999, -204063,6511, 
0x00000000, -10528604, -4650990, -37129304, 67576, 175006, -204143,6670, 
0x00000000, -10483203, -4678605, -37076020, 68163, 175205, -203591,6831, 
0x00000000, -10519962, -4640267, -37034080, 69372, 176142, -203882,6990, 
0x00000000, -10494552, -4676600, -36928392, 69991, 176659, -203494,7145, 
0x00000000, -10486208, -4706697, -36901872, 71761, 178587, -203755,7300, 
0x00000000, -10458562, -4711780, -36818488, 74175, 181250, -203430,7456, 
0x00000000, -10438168, -4708182, -36734992, 75422, 183132, -203267,7618, 
0x00000000, -10479573, -4619636, -36757560, 76171, 183030, -203665,7774, 
0x00000000, -10507369, -4579905, -36795816, 76333, 183027, -203893,7930, 
0x00000000, -10530451, -4571111, -36813224, 76393, 183231, -203992,8084, 
0x00000000, -10538690, -4539563, -36839820, 76632, 183045, -204105,8248, 
0x00000000, -10550841, -4383022, -36868292, 76412, 182625, -204442,8407, 
0x00000000, -10600141, -4258962, -36882648, 76773, 182754, -205103,8564, 
0x00000000, -10631200, -4093370, -36899560, 76892, 182883, -205557,8719, 
0x00000000, -10684050, -3831016, -36919172, 76885, 182532, -205840,8873, 
0x00000000, -11085426, -4082264, -36924072, 75820, 181226, -206167,9027, 
