encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-5786,-7077,-7167,-270,-2,-57,153,0
0,240,-7823,-9245,-174,43,52,306,0
0,-3202,-7586,-8142,-334,153,144,461,0
0,-9204,2242,-12321,-287,-38,103,615,0
0,-7708,769,-3092,-194,-83,223,768,0
0,-5360,-813,-6364,-333,119,3,936,0
0,5806,4956,-3899,-103,-65,208,1092,0
0,-1000,7425,-3679,-37,-194,-13,1248,0
0,9574,433,2122,-72,175,-152,1402,0
0,5690,4353,-2949,-66,135,21,1562,0
0,14528,-528,-10040,-216,1,-148,1724,0
0,11730,2371,-9540,-160,29,-67,1878,0
0,4314,-1311,-10288,-37,-7,-12,2034,0
0,14892,388,-8857,-128,14,157,2188,0
0,17318,-547,-2977,-95,36,-20,2351,0
0,3198,3590,-6444,-157,91,82,2508,0
0,7116,3707,-12809,-93,-294,-8,2662,0
0,12930,-2456,-5111,55,-13,3,2816,0
0,11474,-1051,-5848,30,-86,-8,2971,0
0,19124,4712,-10036,-407,-114,50,3128,0
0,16046,-385,-6685,-210,-16,-230,3281,0
0,20394,4555,-820,-198,-19,91,3433,0
0,18342,-4590,-3032,-212,155,137,3586,0
0,19006,-5007,-15005,-306,101,76,3741,0
0,16148,2352,-848,-206,12,-311,3895,0
0,20710,3893,-7446,-301,-140,316,4049,0
0,15026,13393,1174,-160,-206,-97,4202,0
49,11286,-13,-10015,-421,-60,-138,4355,0
49,19310,-552,-9863,-334,-203,-271,4511,0
49,14078,2367,-8176,-259,113,201,4665,0
49,25292,-538,-8935,-117,-89,19,4818,0
49,17450,2006,-7362,-194,-51,58,4970,0
49,20238,-5949,-10129,-242,192,322,5122,0
96,17814,641,-8304,103,118,70,5277,0
256,19940,-3502,-13261,-51,-100,-82,5435,0
440,16002,87,-1757,-159,-233,-149,5588,-1
640,10668,3853,-8045,-28,-2,-78,5741,-1
821,14066,-3414,-10420,-213,84,-79,5892,-1
1023,15722,99,-9194,-141,-144,-11,6052,-1
1247,18550,1578,1087,-3,-257,170,6208,-1
1439,24858,427,-2377,82,-41,128,6361,-1
1655,22298,1533,749,40,-156,224,6514,-1
1893,30206,6094,-1391,55,7,-118,6675,-1
2090,30826,1487,-3221,-128,21,-292,6832,-1
2307,28214,-4521,3470,-289,62,104,6985,-1
2502,24114,324,-2827,-327,-146,-120,7142,-1
2661,24802,4632,-8140,-265,-108,-60,7305,-1
2802,15926,4795,-5178,-445,-124,18,7458,-1
2929,18506,-160,-9956,-131,174,-47,7611,-1
3069,123106,11542,-6661,-759,-1027,66,7762,-1
3210,232668,10120,-11607,-854,-1736,5,7914,-1
3349,345262,24882,-8325,-1518,-2825,38,8067,-1
3489,448178,20933,-22709,-1698,-3328,-152,8218,-1
3615,541814,20110,-22025,-2043,-4478,-244,8370,-1
3756,616894,38268,-19840,-2364,-4698,-66,8524,-1
3907,699616,51061,-16927,-2758,-5489,-425,8690,-1
4037,776926,54387,-14154,-3101,-5748,-164,8842,-1
4178,875768,42078,2022,-3367,-6322,-448,8994,-1
4315,934338,45311,16988,-3844,-6723,-564,9146,-1
4450,997034,34643,28689,-4197,-6912,-840,9297,-1
4566,1102642,72918,-5944,-4350,-7520,-712,9449,-1
4688,1209598,75790,8508,-3843,-8841,-814,9603,-1
4809,1245856,48732,-34855,-2829,-9546,-500,9756,-1
4939,1364246,70452,-13763,-2639,-10279,-584,9911,-1
5052,1446638,82824,-28754,-2777,-10720,-366,10062,-1
5186,1541698,67431,-14256,-2459,-11285,-644,10214,-1
