Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10682738, -4231717, -30583892, 62010, 198100, -208131,0, 
0x00000000, -10675829, -4228837, -30578470, 61855, 197970, -208121,151, 
0x00000000, -10674982, -4240336, -30587572, 61764, 197994, -207987,303, 
0x00000000, -10680691, -4227402, -30576644, 61897, 198121, -207962,457, 
0x00000000, -10687186, -4240827, -30574788, 61941, 198152, -208005,611, 
0x00000000, -10679448, -4226833, -30578242, 62051, 197893, -208134,762, 
0x00000000, -10682015, -4237098, -30584268, 61916, 198078, -208112,914, 
0x00000000, -10680737, -4235773, -30582306, 61806, 198334, -208152,1067, 
0x00000000, -10683339, -4230412, -30578900, 62019, 198147, -207982,1219, 
0x00000000, -10677015, -4228394, -30572752, 61913, 198172, -207818,1371, 
0x00000000, -10682223, -4237075, -30583316, 61873, 198036, -208134,1528, 
0x00000000, -10679321, -4241605, -30577856, 61792, 197936, -208041,1679, 
0x00000000, -10680351, -4232614, -30580606, 61818, 198123, -207753,1832, 
0x00000000, -10687442, -4237814, -30585274, 61541, 197985, -207811,1986, 
0x00000000, -10677670, -4234683, -30570180, 61741, 197950, -207789,2145, 
0x00000000, -10681748, -4235994, -30577028, 61781, 197917, -208227,2296, 
0x00000000, -10679207, -4233740, -30585696, 61864, 197940, -208166,2448, 
0x00000000, -10682487, -4232196, -30579384, 61864, 197888, -208153,2604, 
0x00000000, -10677980, -4231816, -30591414, 61887, 198005, -208178,2754, 
0x00000000, -10677818, -4236233, -30589344, 61791, 197915, -208060,2908, 
0x00000000, -10678171, -4226744, -30584132, 61751, 197858, -208009,3063, 
0x00000000, -10679729, -4236136, -30579530, 61896, 198148, -208059,3404, 
0x00000000, -10677153, -4233051, -30591252, 61725, 198108, -207973,3564, 
0x00000000, -10684750, -4225625, -30592576, 61846, 197943, -207863,3729, 
0x00000000, -10680289, -4230517, -30605982, 61929, 197921, -208088,3885, 
0x00000000, -10676501, -4236302, -30591642, 61687, 197872, -207922,4045, 
0x00000000, -10734602, -4242455, -30584336, 61803, 198293, -207807,4200, 
0x00000000, -10707857, -4258791, -30558332, 61989, 198323, -207973,4362, 
0x00000000, -10678808, -4220808, -30632668, 61961, 197728, -207968,4518, 
0x00000000, -10688653, -4231366, -30617722, 61985, 198081, -207876,4675, 
0x00000000, -10677160, -4236244, -30592032, 61717, 197987, -207894,4831, 
0x00000000, -10676433, -4238209, -30591698, 61757, 197972, -207933,4988, 
0x00000000, -10682889, -4226867, -30597270, 61914, 198012, -208044,5145, 
0x00000000, -10681243, -4228229, -30596972, 62115, 197890, -208169,5301, 
0x00000000, -10679805, -4234920, -30586552, 61714, 198141, -208021,5456, 
0x00000000, -10677681, -4223424, -30586722, 61827, 198010, -207836,5612, 
0x00000000, -10683279, -4237284, -30594900, 61743, 197707, -207941,5770, 
0x00000000, -10673500, -4237709, -30601856, 61833, 197672, -207932,5929, 
0x00000000, -10678738, -4232647, -30603944, 61655, 197959, -208091,6085, 
0x00000000, -10683264, -4225848, -30595622, 62045, 198211, -207996,6240, 
0x00000000, -10676117, -4232429, -30599776, 61779, 197897, -208000,6397, 
0x00000000, -10681997, -4233845, -30594774, 61670, 197883, -207675,6551, 
0x00000000, -10677824, -4232396, -30597348, 61752, 198149, -208037,6713, 
0x00000000, -10672704, -4229484, -30600108, 61883, 197896, -207990,6869, 
0x00000000, -10676893, -4228399, -30600720, 61542, 198015, -208081,7024, 
0x00000000, -10675402, -4227933, -30600360, 61644, 197814, -207960,7180, 
0x00000000, -10678109, -4236304, -30595120, 61653, 198114, -207954,7337, 
0x00000000, -10680488, -4230029, -30596730, 61633, 198075, -207853,7496, 
0x00000000, -10679712, -4234121, -30602732, 61459, 197792, -208044,7652, 
0x00000000, -10677668, -4225162, -30607954, 61697, 197963, -207874,7808, 
0x00000000, -10680811, -4237543, -30597688, 61575, 197821, -207807,7963, 
0x00000000, -10676648, -4230232, -30605650, 61576, 198041, -208038,8118, 
0x00000000, -10680265, -4233819, -30591346, 61970, 197808, -208025,8279, 
0x00000000, -10673361, -4230931, -30595826, 61456, 197860, -207755,8433, 
0x00000000, -10671779, -4234842, -30592780, 61669, 197769, -207854,8587, 
0x00000000, -10675001, -4233857, -30596948, 61599, 198119, -207895,8746, 
0x00000000, -10664091, -4237049, -30594016, 61312, 198076, -208110,8901, 
0x00000000, -10671222, -4232498, -30602236, 61709, 197782, -207851,9058, 
0x00000000, -10683006, -4232769, -30595876, 61721, 197983, -207967,9212, 
0x00000000, -10674149, -4231462, -30591676, 61268, 198121, -207740,9368, 
0x00000000, -10680566, -4233494, -30599582, 61549, 198096, -208135,9524, 
0x00000000, -10667653, -4231951, -30598948, 61555, 197756, -207779,9678, 
0x00000000, -10680491, -4243839, -30589776, 61518, 198042, -207968,9835, 
0x00000000, -10676129, -4227888, -30591156, 61555, 198028, -207978,9989, 
0x00000000, -10678407, -4236555, -30582330, 61557, 198072, -207978,10148, 
0x00000000, -10667019, -4237983, -30575420, 61709, 198027, -208000,10303, 
0x00000000, -10671540, -4231826, -30583800, 61620, 198335, -207719,10460, 
0x00000000, -10672007, -4234080, -30581308, 61616, 197970, -208103,10614, 
0x00000000, -10672251, -4227333, -30574144, 61759, 197963, -208042,10769, 
0x00000000, -10671014, -4233294, -30579332, 61510, 198178, -207948,10928, 
0x00000000, -10673390, -4228271, -30576608, 61934, 198122, -207913,11080, 
0x00000000, -10672717, -4235896, -30582224, 61683, 198278, -207863,11234, 
0x00000000, -10669871, -4229703, -30567788, 61800, 198249, -207968,11396, 
0x00000000, -10667432, -4238334, -30571268, 61812, 198197, -207795,11550, 
0x00000000, -10676628, -4238784, -30569796, 61901, 198468, -208064,11703, 
0x00000000, -10669893, -4239529, -30568546, 61895, 198146, -207878,11857, 
0x00000000, -10668369, -4236951, -30561760, 61820, 198390, -207836,12091, 
0x00000000, -10661433, -4233993, -30571132, 61619, 198325, -207852,12243, 
0x00000000, -10659009, -4237943, -30631818, 61883, 198184, -207803,12400, 
0x00000000, -10657924, -4242576, -30796328, 61556, 196963, -208112,12556, 
0x00000000, -10642220, -4263161, -30954340, 60970, 195892, -207699,12707, 
0x00000000, -10636092, -4265001, -31056710, 60767, 195382, -207964,12861, 
0x00000000, -10632796, -4270166, -31152956, 60440, 195275, -207940,13018, 
0x00000000, -10629744, -4258766, -31255508, 60149, 194521, -208103,13172, 
0x00000000, -10625390, -4280209, -31352600, 60032, 194044, -208018,13325, 
0x00000000, -10618795, -4273169, -31489948, 59951, 193813, -208306,13480, 
0x00000000, -10596204, -4264209, -31582630, 59698, 193454, -207786,13642, 
0x00000000, -10609639, -4266483, -31695616, 61190, 192438, -207822,13796, 
0x00000000, -10603058, -4278038, -31802456, 61852, 191919, -207789,13957, 
0x00000000, -10571442, -4240730, -31920624, 62007, 191131, -208116,14111, 
0x00000000, -10579019, -4257797, -32031056, 62186, 190700, -208384,14263, 
0x00000000, -10577865, -4262841, -32183334, 62724, 190256, -207873,14418, 
0x00000000, -10566372, -4262082, -32305768, 62896, 189540, -208037,14572, 
0x00000000, -10591555, -4285864, -32429852, 63178, 189198, -207885,14726, 
0x00000000, -10563877, -4270200, -32563760, 63556, 188872, -208091,14880, 
0x00000000, -10552709, -4259808, -32681756, 63213, 188293, -208007,15037, 
0x00000000, -10560716, -4273137, -32778000, 63525, 188125, -208127,15190, 
0x00000000, -10549285, -4234588, -32876744, 63689, 188639, -208173,15347, 
0x00000000, -10521707, -4230299, -32988560, 63522, 188271, -208044,15508, 
0x00000000, -10553257, -4234818, -33118680, 63712, 188120, -208078,15663, 
0x00000000, -10522006, -4209069, -33251896, 63839, 188108, -208588,15818, 
0x00000000, -10480655, -4195847, -33381892, 63934, 187457, -208386,15972, 
0x00000000, -10509768, -4224063, -33473380, 64104, 187240, -208330,16124, 
0x00000000, -10499888, -4249589, -33613168, 64303, 186902, -208561,16278, 
0x00000000, -10524765, -4249357, -33730604, 64990, 186283, -207982,16433, 
0x00000000, -10519743, -4246226, -33857400, 65065, 186393, -208207,16591, 
0x00000000, -10515153, -4265567, -34003320, 65419, 185964, -207950,16747, 
0x00000000, -10513804, -4280904, -34135704, 65762, 185622, -208166,16905, 
0x00000000, -10476396, -4262958, -34257272, 65533, 185193, -208045,17063, 
