Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10662330, -4257727, -30645320, 61939, 198842, -207252,0, 
0x00000000, -10660611, -4259546, -30649464, 62188, 198583, -206874,152, 
0x00000000, -10649909, -4255498, -30647150, 62078, 198790, -206840,309, 
0x00000000, -10663674, -4258499, -30640538, 61943, 198897, -207047,470, 
0x00000000, -10656849, -4255814, -30643820, 61977, 198694, -207290,624, 
0x00000000, -10659240, -4257874, -30645692, 61810, 198635, -207059,776, 
0x00000000, -10659436, -4259756, -30653726, 61856, 198467, -206984,931, 
0x00000000, -10665828, -4261042, -30650650, 61880, 198665, -207212,1085, 
0x00000000, -10663309, -4261650, -30638088, 61846, 198796, -207080,1248, 
0x00000000, -10657088, -4261493, -30649430, 61823, 198470, -207122,1407, 
0x00000000, -10656763, -4254149, -30636022, 61850, 198533, -207114,1585, 
0x00000000, -10665854, -4257846, -30652948, 62006, 198660, -207175,1736, 
0x00000000, -10656432, -4252586, -30630388, 62006, 198616, -207166,1888, 
0x00000000, -10663122, -4257878, -30645628, 61651, 198712, -206770,2043, 
0x00000000, -10652479, -4247419, -30648656, 61956, 198725, -206969,2196, 
0x00000000, -10659794, -4256585, -30652152, 61600, 198750, -207011,2352, 
0x00000000, -10660073, -4254488, -30653088, 61953, 198796, -207320,2506, 
0x00000000, -10664512, -4251621, -30642272, 61955, 198902, -207241,2659, 
0x00000000, -10659418, -4255996, -30653910, 61681, 198723, -206923,2811, 
0x00000000, -10666215, -4250855, -30652690, 61924, 198942, -207472,2965, 
0x00000000, -10664456, -4256388, -30660136, 61829, 198975, -207071,3117, 
0x00000000, -10660959, -4258396, -30661906, 61727, 199074, -207180,3269, 
0x00000000, -10665498, -4252148, -30657656, 61912, 198808, -206966,3428, 
0x00000000, -10660250, -4260846, -30662744, 61759, 199166, -207119,3580, 
0x00000000, -10664622, -4256169, -30656444, 61541, 199035, -207032,3733, 
0x00000000, -10661727, -4259688, -30678412, 61912, 198850, -206992,3884, 
0x00000000, -10662788, -4251726, -30664380, 61824, 198695, -207273,4041, 
0x00000000, -10662005, -4253055, -30658560, 61781, 198737, -206951,4197, 
0x00000000, -10658435, -4263014, -30658112, 61502, 199027, -207133,4354, 
0x00000000, -10668698, -4245366, -30668692, 61681, 198813, -207070,4504, 
0x00000000, -10671198, -4252480, -30681980, 61591, 198852, -207363,4657, 
0x00000000, -10669196, -4250772, -30673416, 61403, 198946, -206985,4808, 
0x00000000, -10657565, -4252921, -30793444, 60898, 198004, -207176,4976, 
0x00000000, -10643466, -4247217, -30959516, 60608, 197055, -207261,5127, 
0x00000000, -10630304, -4251970, -31084326, 60432, 196131, -207405,5279, 
0x00000000, -10629506, -4275749, -31227812, 60077, 195389, -206836,5435, 
0x00000000, -10629219, -4265777, -31335756, 59696, 194997, -207267,5588, 
0x00000000, -10616035, -4276554, -31461462, 59441, 194190, -207154,5740, 
0x00000000, -10601216, -4267163, -31594368, 59414, 193700, -207532,5891, 
0x00000000, -10629957, -4301173, -31706848, 60730, 192597, -206910,6051, 
0x00000000, -10598455, -4285577, -31852484, 60945, 192098, -207440,6205, 
0x00000000, -10594404, -4251773, -31987980, 61236, 191134, -207469,6363, 
0x00000000, -10604463, -4281148, -32121982, 61927, 190621, -207143,6518, 
0x00000000, -10592299, -4221684, -32281348, 62155, 190032, -207789,6671, 
0x00000000, -10589464, -4297372, -32457834, 62339, 189132, -207232,6824, 
0x00000000, -10572386, -4239318, -32627092, 62538, 189022, -207354,6975, 
0x00000000, -10556343, -4266492, -32783272, 62278, 188463, -207296,7127, 
0x00000000, -10572691, -4241822, -32930984, 62521, 188785, -207422,7278, 
0x00000000, -10562632, -4277532, -33109938, 62356, 188032, -207433,7431, 
0x00000000, -10543848, -4278362, -33312784, 62292, 187491, -207410,7590, 
0x00000000, -10539562, -4321194, -33496724, 62542, 187057, -207244,7741, 
0x00000000, -10533184, -4305992, -33699932, 63470, 186352, -207349,7892, 
0x00000000, -10522305, -4270673, -33852904, 63401, 185706, -207896,8045, 
0x00000000, -10551156, -4342158, -34049072, 64039, 185437, -207219,8195, 
0x00000000, -10539680, -4335005, -34190864, 64588, 184957, -207379,8347, 
0x00000000, -10518411, -4358511, -34382352, 65009, 184766, -207118,8498, 
0x00000000, -10461249, -4282279, -34553352, 65298, 184299, -207310,8654, 
0x00000000, -10478970, -4342728, -34725096, 65481, 184003, -207299,8806, 
0x00000000, -10426055, -4286524, -34862176, 65570, 184188, -207369,8958, 
0x00000000, -10455162, -4334196, -35063992, 66019, 183611, -207315,9121, 
0x00000000, -10423580, -4308215, -35193804, 66331, 183039, -207335,9274, 
0x00000000, -10445364, -4372784, -35332900, 66903, 182873, -206859,9427, 
0x00000000, -10455745, -4340566, -35502080, 67700, 182585, -207377,9580, 
0x00000000, -10433780, -4304083, -35660016, 68240, 182068, -207252,9742, 
0x00000000, -10439273, -4299184, -35823216, 68473, 182068, -207377,9897, 
0x00000000, -10390269, -4191567, -35990728, 68917, 181371, -207623,10047, 
0x00000000, -10381535, -4204219, -36149032, 69318, 181107, -207452,10215, 
0x00000000, -10350799, -4152680, -36315568, 69661, 180193, -207730,10367, 
0x00000000, -10386382, -4206559, -36454228, 70119, 180110, -207697,10521, 
0x00000000, -10333705, -4126363, -36606608, 70528, 179816, -207932,10674, 
0x00000000, -10360006, -4170004, -36725664, 70761, 179607, -207847,10826, 
