encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-5422,6909,2880,-155,-130,10,151,0
0,3680,7756,-8619,-246,-106,144,303,0
0,-7248,2047,4315,-113,21,169,457,0
0,-9104,-4448,-9110,-69,52,126,611,0
0,-5650,3290,4884,41,-207,-3,762,0
1,376,723,-5381,-94,-22,19,914,0
1,-1586,2001,-4056,-204,234,-21,1067,0
1,-4992,-601,1305,9,47,149,1219,0
1,-11140,5723,3323,-97,72,313,1371,0
1,-576,515,-5358,-137,-64,-3,1528,0
1,-6036,3417,-9888,-218,-164,90,1679,0
1,-3286,2387,-897,-192,23,378,1832,0
1,1382,-4704,-6097,-469,-115,320,1986,0
1,-13712,5068,-2966,-269,-150,342,2145,0
2,-6864,990,-4277,-229,-183,-96,2296,0
2,1804,3531,-2023,-146,-160,-35,2448,0
2,-4508,251,-479,-146,-212,-22,2604,0
2,7522,4758,-99,-123,-95,-47,2754,0
2,5452,4920,-4516,-219,-185,71,2908,0
2,240,4567,4973,-259,-242,122,3063,0
2,-4362,3009,-4419,-114,48,72,3404,0
2,7360,5585,-1334,-285,8,158,3564,0
2,8684,-2012,6092,-164,-157,268,3729,0
2,22090,2449,1200,-81,-179,43,3885,0
2,7750,6237,-4585,-323,-228,209,4045,0
2,444,-51864,-10738,-207,193,324,4200,0
3,-25560,-25119,-27074,-21,223,158,4362,0
3,48776,3930,10909,-49,-372,163,4518,0
3,33830,-5915,351,-25,-19,255,4675,0
3,8140,5578,-4527,-293,-113,237,4831,0
3,7806,6305,-6492,-253,-128,198,4988,0
3,13378,-151,4850,-96,-88,87,5145,0
3,13080,1495,3488,105,-210,-38,5301,0
3,2660,2933,-3203,-296,41,110,5456,0
3,2830,5057,8293,-183,-90,295,5612,0
3,11008,-541,-5567,-267,-393,190,5770,0
3,17964,9238,-5992,-177,-428,199,5929,0
3,20052,4000,-930,-355,-141,40,6085,0
3,11730,-526,5869,35,111,135,6240,0
3,15884,6621,-712,-231,-203,131,6397,0
3,10882,741,-2128,-340,-217,456,6551,0
3,13456,4914,-679,-258,49,94,6713,0
3,16216,10034,2233,-127,-204,141,6869,0
3,16828,5845,3318,-468,-85,50,7024,0
3,16468,7336,3784,-366,-286,171,7180,0
3,11228,4629,-4587,-357,14,177,7337,0
3,12838,2250,1688,-377,-25,278,7496,0
3,18840,3026,-2404,-551,-308,87,7652,0
3,24062,5070,6555,-313,-137,257,7808,0
74,13796,1927,-5826,-435,-279,324,7963,0
74,21758,6090,1485,-434,-59,93,8118,0
74,7454,2473,-2102,-40,-292,106,8279,0
74,11934,9377,786,-554,-240,376,8433,0
74,8888,10959,-3125,-341,-331,277,8587,0
113,13056,7737,-2140,-411,19,236,8746,0
189,10124,18647,-5332,-698,-24,21,8901,0
273,18344,11516,-781,-301,-318,280,9058,0
352,11984,-268,-1052,-289,-117,164,9212,0
451,7784,8589,255,-742,21,391,9368,0
539,15690,2172,-1777,-461,-4,-4,9524,0
638,15056,15085,-234,-455,-344,352,9678,0
736,5884,2247,-12122,-492,-58,163,9835,0
854,7264,6609,3829,-455,-72,153,9989,0
988,-1562,4331,-4838,-453,-28,153,10148,0
1118,-8472,15719,-6266,-301,-73,131,10303,0
1282,-92,11198,-109,-390,235,412,10460,0
