Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10665968, -4260650, -30610004, 62454, 198448, -207033,0, 
0x00000000, -10672086, -4266610, -30627690, 62647, 198662, -207232,151, 
0x00000000, -10673267, -4267209, -30626686, 62707, 198872, -207234,304, 
0x00000000, -10678719, -4270625, -30621180, 62538, 198697, -207232,455, 
0x00000000, -10670638, -4268236, -30620968, 62411, 198802, -207129,606, 
0x00000000, -10669657, -4262627, -30631218, 62536, 198785, -207302,758, 
0x00000000, -10678116, -4273649, -30612510, 62136, 198751, -207239,922, 
0x00000000, -10664878, -4260113, -30626824, 62473, 198735, -207190,1076, 
0x00000000, -10677973, -4264532, -30620812, 62452, 198763, -207309,1227, 
0x00000000, -10668291, -4255584, -30625744, 62559, 198734, -207287,1381, 
0x00000000, -10668832, -4260903, -30626900, 62606, 198657, -207137,1542, 
0x00000000, -10668313, -4264400, -30625822, 62488, 198539, -207222,1767, 
0x00000000, -10674024, -4254134, -30623696, 62571, 198920, -207148,1917, 
0x00000000, -10671753, -4261541, -30634004, 62441, 198823, -207267,2071, 
0x00000000, -10682563, -4258459, -30614568, 62582, 198714, -207103,2223, 
0x00000000, -10676923, -4262377, -30626604, 62560, 198583, -206993,2376, 
0x00000000, -10674914, -4266462, -30622184, 62518, 198677, -207260,2529, 
0x00000000, -10669940, -4260884, -30624216, 62546, 198379, -207148,2681, 
0x00000000, -10674461, -4256813, -30637780, 62568, 198603, -207259,2837, 
0x00000000, -10677015, -4261839, -30630984, 62367, 198732, -207189,2998, 
0x00000000, -10677736, -4258913, -30632480, 62491, 198813, -207085,3151, 
0x00000000, -10668843, -4258825, -30627972, 62149, 198419, -207216,3302, 
0x00000000, -10670318, -4267030, -30632724, 62447, 198559, -207193,3456, 
0x00000000, -10674872, -4259806, -30629866, 62421, 198636, -207192,3606, 
0x00000000, -10672814, -4261958, -30640056, 62356, 198663, -207228,3758, 
0x00000000, -10675561, -4263010, -30642728, 62293, 198587, -207263,3911, 
0x00000000, -10678681, -4268088, -30633616, 62178, 198561, -206964,4066, 
0x00000000, -10681924, -4260385, -30632580, 62233, 198819, -207067,4219, 
0x00000000, -10681656, -4262321, -30644082, 62107, 198702, -207329,4371, 
0x00000000, -10677671, -4266400, -30637688, 62166, 198579, -207209,4525, 
0x00000000, -10681152, -4258770, -30646156, 61975, 198592, -207454,4677, 
0x00000000, -10676706, -4259408, -30650830, 62149, 198648, -207081,4835, 
0x00000000, -10674974, -4267445, -30646202, 62242, 198657, -207343,4985, 
0x00000000, -10674084, -4262932, -30650178, 62173, 198700, -207163,5138, 
0x00000000, -10673230, -4259491, -30646988, 62239, 198432, -207120,5290, 
0x00000000, -10678901, -4268514, -30651704, 62198, 198495, -207093,5442, 
0x00000000, -10678945, -4265356, -30668214, 62100, 198538, -206974,5599, 
0x00000000, -10675723, -4269455, -30654020, 62148, 198509, -207370,5750, 
0x00000000, -10677586, -4260814, -30658004, 62050, 198153, -207173,5903, 
0x00000000, -10681573, -4263674, -30661920, 62205, 198509, -207034,6056, 
0x00000000, -10683691, -4268379, -30667800, 62142, 198264, -207430,6209, 
0x00000000, -10683743, -4257293, -30666268, 62211, 198376, -207393,6361, 
0x00000000, -10681196, -4258550, -30667428, 61991, 198369, -207177,6513, 
0x00000000, -10678233, -4268667, -30674352, 61931, 198251, -207281,6667, 
0x00000000, -10672401, -4259582, -30673288, 62009, 198389, -207059,6822, 
0x00000000, -10678674, -4260897, -30663844, 61799, 198367, -207151,6974, 
0x00000000, -10678275, -4268493, -30658152, 61833, 198186, -207134,7136, 
0x00000000, -10674569, -4258063, -30664980, 62092, 198043, -207170,7288, 
0x00000000, -10677262, -4263152, -30663212, 61993, 198357, -207067,7444, 
0x00000000, -10680653, -4261462, -30664174, 61922, 198163, -207306,7599, 
0x00000000, -10679344, -4269554, -30664420, 61722, 198238, -207250,7755, 
0x00000000, -10681403, -4265449, -30660800, 61900, 198189, -207246,7906, 
0x00000000, -10679522, -4264744, -30658168, 61895, 198159, -207280,8058, 
0x00000000, -10668868, -4268964, -30659332, 61898, 198329, -207226,8209, 
0x00000000, -10685566, -4259732, -30657532, 62245, 198184, -207244,8365, 
0x00000000, -10681570, -4266064, -30663980, 61806, 198273, -207317,8517, 
0x00000000, -10683870, -4266332, -30652774, 62217, 198246, -207263,8672, 
0x00000000, -10669978, -4254772, -30662288, 61957, 197943, -207122,8829, 
0x00000000, -10675047, -4269546, -30655470, 62255, 198322, -207182,8981, 
0x00000000, -10680102, -4265265, -30665348, 61854, 198085, -207196,9133, 
0x00000000, -10676444, -4266135, -30658876, 62119, 198250, -207149,9287, 
0x00000000, -10685814, -4262025, -30663812, 62013, 198335, -207001,9440, 
0x00000000, -10682799, -4258524, -30665288, 61992, 198246, -207068,9599, 
0x00000000, -10683649, -4271842, -30659782, 62113, 198345, -207055,9751, 
0x00000000, -10683478, -4265447, -30663408, 61930, 198153, -207100,9903, 
0x00000000, -10683013, -4265957, -30668526, 61769, 198190, -206977,10056, 
0x00000000, -10677591, -4272419, -30661028, 62043, 198155, -207228,10210, 
0x00000000, -10673742, -4268632, -30662720, 61885, 198171, -207238,10362, 
0x00000000, -10684861, -4264457, -30669292, 62059, 198368, -207142,10515, 
0x00000000, -10680999, -4277639, -30667178, 61610, 198238, -207335,10667, 
