encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-4040,-158,-6322,69,26,-5,156,0
0,4832,-1076,-4387,-24,-78,147,308,0
0,-2868,-5036,-3457,127,127,82,463,0
0,2540,2161,142,-96,-73,161,615,0
0,-130,1929,-5507,-154,-102,174,764,0
0,-5358,2251,1611,30,-198,275,914,0
85,-3596,2040,-4515,151,-42,105,1079,0
237,348,-1009,6665,102,-12,12,1230,0
406,-776,-7634,-4363,22,-60,355,1381,0
588,8140,-6788,-4005,199,-159,-75,1538,0
786,-1732,114,-423,216,-306,-243,1707,0
969,-9840,3379,-7231,-26,-408,103,1857,0
1179,2404,-1846,-8068,35,-373,30,2009,0
1451,-996,-2580,-10170,26,-476,149,2158,0
1741,2732,667,-6340,345,-309,218,2309,0
2062,5800,-2032,2857,57,37,109,2460,0
2397,402,-5082,-9378,-127,-194,1,2611,0
2687,324,-5787,-6239,274,-250,267,2762,0
2967,3520,2203,732,257,-360,-102,2912,0
3274,212,-5151,-5728,116,-391,98,3068,0
3553,-7844,3693,-5863,184,-654,74,3245,0
3778,6172,1354,441,205,-356,-63,3398,0
3969,3272,-4607,2278,347,-426,-41,3554,0
4178,2864,-6927,-5950,146,-531,-26,3716,0
4374,2530,-1868,-393,216,-489,6,3867,0
4593,29356,-17056,1540,33,-593,13,4019,0
4807,222736,386,806,-164,-1880,63,4169,0
5030,374600,15351,-18677,-622,-2821,228,4318,0
5248,538356,27028,-10785,-1288,-3427,-82,4470,0
5492,664956,23163,-46160,-1253,-4256,178,4639,0
5731,839896,55766,-25370,-1489,-5131,-210,4802,0
5972,989492,28526,-45572,174,-6271,181,4956,0
6188,1153216,57312,2300,392,-7119,-298,5113,0
6431,1303432,57374,-12978,941,-7916,-77,5270,0
6652,1472724,56925,-18065,945,-8295,-31,5421,0
6917,1610452,52515,-13962,1146,-8911,-275,5590,0
7144,1825308,69912,-10599,1508,-9600,-56,5750,-1
7377,2005094,81543,-6128,1587,-10335,-4,5904,-1
7613,2165796,78002,-19416,1390,-10058,-61,6055,-1
7835,2343088,106611,-5513,1558,-10702,-25,6214,-1
8106,2536072,118355,-21790,1746,-11094,-330,6367,-1
8330,2725152,131326,2139,2017,-11945,-502,6518,-1
8601,2902820,115513,-18737,2440,-12637,-109,6677,-1
8827,3102248,111594,-16479,2875,-13185,-76,6832,-1
9078,3276172,104242,-59962,3528,-13647,102,6984,-1
