encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-3504,3682,4012,-170,-32,-156,153,0
0,-10812,-532,1267,-70,-45,42,303,0
0,2672,-955,4227,26,144,-42,456,0
0,-18740,-686,5455,200,-123,39,615,0
0,-896,2330,3892,7,-67,250,766,0
0,52,8363,3046,147,-3,-36,925,0
0,4256,2856,10043,-78,114,61,1076,0
0,4358,3233,5530,104,-127,-242,1226,0
0,5380,3474,1168,-40,-41,-115,1377,0
0,5526,5667,2854,-35,-163,35,1536,0
0,10722,6442,3852,50,-217,-215,1688,0
0,5224,6285,-7046,-370,-274,-36,1840,0
0,-592,5432,1817,185,-40,-1,1991,0
0,-2384,15804,-1521,-180,-216,93,2146,0
0,2664,1728,-1173,116,-186,-4,2299,0
0,5728,11128,-9686,74,-320,-132,2628,0
0,-1902,8893,-228,-75,-286,-9,2781,0
0,-394,2765,-1258,265,-149,210,2935,0
0,-6094,5327,-1220,203,-177,144,3089,0
0,-12806,7988,-998,315,-157,60,3245,0
0,-11692,5792,663,150,-243,30,3407,0
0,-13424,5415,-106,276,10,-68,3559,0
0,-24950,3083,-2203,396,-189,-134,3712,0
0,-27332,5234,684,302,-61,-221,3863,0
0,-16452,5481,-1729,172,-105,168,4017,0
0,-22620,9865,-1203,334,-35,-176,4168,0
0,-20316,10845,3907,282,54,30,4320,0
0,-22916,12773,10035,514,189,29,4474,0
-67,-32634,9622,-7355,436,-11,267,4625,0
-67,-32920,8947,-1581,491,111,-31,4781,0
-67,-35956,9995,182,420,156,129,4937,0
-67,-34748,2517,-8948,505,146,-94,5091,0
-67,-34354,3016,-5238,312,181,149,5244,0
-67,-36188,6568,-4824,538,151,13,5395,0
-46,-29748,4240,-3956,662,466,330,5548,0
107,-36996,7806,-10316,593,90,-32,5700,0
294,-29910,17230,7740,742,263,89,5851,0
493,-34176,11579,2025,575,273,168,6010,0
682,-37706,13001,-6986,546,261,61,6161,0
878,-43702,5057,-1303,756,312,159,6313,0
1083,-39932,11284,11923,807,227,-277,6466,0
1341,-60120,11112,-16380,561,297,-267,6621,0
1681,-43976,10413,-2017,873,635,-205,6772,0
2081,-55684,4994,-8397,755,596,-205,6930,0
2548,-53712,16137,-10388,868,466,58,7084,0
2865,-46976,23002,-5274,588,344,220,7235,0
2895,-50012,9972,-9425,656,467,124,7388,0
2896,-59328,15364,-5797,719,493,-158,7547,0
2920,-55416,9445,-8330,813,700,-58,7699,0
2947,-61968,18909,-5972,806,655,-166,7851,0
3003,-63992,14099,-11075,879,678,66,8004,0
3097,-62628,21045,-6013,632,639,69,8159,0
3208,-62798,17254,-10607,732,679,-117,8312,0
3343,-61284,11359,-13201,805,905,185,8463,0
3467,-16410,14079,1242,628,405,-22,8614,0
3592,90088,22531,-15465,418,18,99,8768,0
3709,188516,32567,-14838,386,-828,-140,8918,0
3858,292012,39279,-13394,202,-1145,-307,9078,0
