Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13231103, -7607016, -26317076, 81475, 176461, -213334,0, 
0x00000000, -13229441, -7603752, -26323466, 81445, 176437, -213300,156, 
0x00000000, -13235860, -7600941, -26318808, 81520, 176392, -213576,312, 
0x00000000, -13233910, -7603796, -26307794, 81518, 176682, -213403,465, 
0x00000000, -13244901, -7604543, -26313834, 81562, 176756, -213536,618, 
0x00000000, -13231420, -7604647, -26320132, 81539, 176645, -213313,770, 
0x00000000, -13233416, -7601661, -26316256, 81351, 176585, -213441,924, 
0x00000000, -13243626, -7598870, -26323360, 81661, 176628, -213243,1079, 
0x00000000, -13232401, -7605052, -26311180, 81263, 176580, -213452,1233, 
0x00000000, -13234692, -7597635, -26309956, 81600, 176820, -213138,1388, 
0x00000000, -13236321, -7606540, -26313920, 81506, 176369, -213090,1550, 
0x00000000, -13237708, -7605667, -26312418, 81542, 176379, -213511,1705, 
0x00000000, -13237100, -7598909, -26313868, 81843, 176412, -213324,1857, 
0x00000000, -13233955, -7596731, -26313432, 81522, 176491, -213279,2008, 
0x00000000, -13229954, -7604553, -26311864, 81556, 176531, -213325,2171, 
0x00000000, -13241265, -7607849, -26316692, 81636, 176623, -213351,2326, 
0x00000000, -13235159, -7607879, -26312432, 81657, 176280, -213419,2480, 
0x00000000, -13228470, -7611217, -26315164, 81614, 176319, -213458,2635, 
0x00000000, -13236360, -7604422, -26309576, 81540, 176270, -213178,2786, 
0x00000000, -13235192, -7593520, -26312978, 81805, 176432, -213491,2939, 
0x00000000, -13233064, -7602147, -26302888, 81676, 176521, -213554,3094, 
0x00000000, -13241075, -7601736, -26313656, 81631, 176466, -213466,3248, 
0x00000000, -13233961, -7596680, -26303692, 81931, 176369, -213284,3400, 
0x00000000, -13233898, -7595943, -26293672, 81771, 176660, -213501,3664, 
0x00000000, -13235972, -7600320, -26304264, 81821, 176551, -213370,3818, 
0x00000000, -13234387, -7598954, -26308660, 81841, 176519, -213346,3970, 
0x00000000, -13240073, -7602218, -26304904, 81679, 176624, -213207,4124, 
0x00000000, -13237894, -7600138, -26298504, 81743, 176670, -213252,4278, 
0x00000000, -13234232, -7598528, -26296596, 81736, 176677, -213395,4432, 
0x00000000, -13228603, -7602307, -26315306, 81753, 176518, -213193,4587, 
0x00000000, -13232675, -7599142, -26303240, 81606, 176249, -213365,4740, 
0x00000000, -13233776, -7599712, -26311016, 81758, 176522, -213190,4895, 
0x00000000, -13241178, -7601544, -26306020, 81607, 176498, -213636,5050, 
0x00000000, -13233772, -7603832, -26306006, 81846, 176510, -213421,5213, 
0x00000000, -13244887, -7606156, -26303522, 81812, 176433, -213510,5367, 
0x00000000, -13238820, -7601763, -26300730, 81629, 176666, -213327,5520, 
0x00000000, -13230896, -7603252, -26296988, 81578, 176337, -213404,5673, 
0x00000000, -13239822, -7593561, -26293100, 81867, 176543, -213474,5825, 
0x00000000, -13238930, -7597378, -26306128, 81631, 176634, -213482,5978, 
0x00000000, -13239668, -7601042, -26295870, 81786, 176408, -213357,6132, 
0x00000000, -13232371, -7605671, -26307480, 81401, 176520, -213602,6285, 
0x00000000, -13240583, -7598664, -26285412, 81839, 176554, -213418,6438, 
0x00000000, -13245759, -7602508, -26302016, 81692, 176764, -213323,6592, 
0x00000000, -13235824, -7607523, -26301952, 81375, 176641, -213176,6746, 
0x00000000, -13242783, -7603708, -26307082, 81797, 176691, -213417,6899, 
0x00000000, -13638877, -7715652, -27839038, 54184, 233028, -209090,7049, 
0x00000000, -13789503, -7655921, -29279712, 30147, 287169, -203642,7204, 
0x00000000, -14500966, -7910744, -30703516, 5616, 340331, -200514,7356, 
0x00000000, -14785939, -8077953, -32039964, -11554, 392721, -203194,7510, 
0x00000000, -15056559, -8215566, -33471396, -32871, 447106, -203221,7673, 
0x00000000, -15742387, -8433929, -35245480, -57759, 516071, -200969,7825, 
0x00000000, -15689670, -8318373, -36669936, -82881, 568413, -195450,7978, 
