Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10667905, -4130376, -31038266, 59301, 196381, -211125,0, 
0x00000000, -10667161, -4133592, -31040544, 59302, 196399, -211348,153, 
0x00000000, -10663914, -4130312, -31046748, 59263, 196415, -211457,309, 
0x00000000, -10670541, -4136801, -31033920, 59336, 196553, -211488,463, 
0x00000000, -10669130, -4136092, -31038492, 59404, 196404, -211624,619, 
0x00000000, -10670121, -4133118, -31028464, 59390, 196373, -211560,775, 
0x00000000, -10660364, -4133954, -31034170, 59402, 196145, -211352,929, 
0x00000000, -10667747, -4132126, -31032442, 59503, 196255, -211447,1086, 
0x00000000, -10660574, -4131773, -31015568, 59436, 196615, -211246,1242, 
0x00000000, -10663582, -4133594, -31024210, 59547, 196599, -211261,1407, 
0x00000000, -10666092, -4132266, -31021312, 59500, 196374, -211427,1565, 
0x00000000, -10667245, -4128834, -31016660, 59590, 196760, -211338,1728, 
0x00000000, -10667921, -4127764, -31020128, 59688, 196554, -211531,1879, 
0x00000000, -10668898, -4131347, -31017504, 59729, 196785, -211362,2041, 
0x00000000, -10662775, -4130610, -31010166, 59654, 196685, -211499,2198, 
0x00000000, -10652158, -4138450, -31090476, 59497, 196267, -211352,2351, 
0x00000000, -10637879, -4141319, -31224064, 59261, 195483, -211302,2504, 
0x00000000, -10641587, -4124470, -31330420, 59311, 195284, -211298,2657, 
0x00000000, -10624955, -4134777, -31443198, 59305, 194635, -211454,2810, 
0x00000000, -10641243, -4154811, -31548868, 58902, 194471, -211597,2963, 
0x00000000, -10627091, -4148330, -31641848, 58908, 193770, -211257,3115, 
0x00000000, -10622954, -4153102, -31727668, 58898, 193692, -211484,3268, 
0x00000000, -10603222, -4126432, -31830892, 58879, 193288, -211607,3429, 
0x00000000, -10604142, -4171111, -31928172, 58728, 193513, -211570,3582, 
0x00000000, -10591399, -4159929, -32066084, 58642, 192931, -211520,3737, 
0x00000000, -10595095, -4167929, -32182424, 59562, 192172, -211594,3889, 
0x00000000, -10603779, -4171111, -32282608, 61243, 191673, -211131,4044, 
0x00000000, -10589691, -4138867, -32414920, 61645, 191222, -211516,4194, 
0x00000000, -10581289, -4150393, -32527464, 62326, 191129, -211226,4347, 
0x00000000, -10577216, -4139883, -32655122, 62611, 190892, -211478,4499, 
0x00000000, -10576674, -4167498, -32809966, 63451, 190362, -211087,4652, 
0x00000000, -10556762, -4133060, -32969562, 63794, 189948, -211200,4820, 
0x00000000, -10548124, -4155212, -33108940, 64094, 189509, -211276,4973, 
0x00000000, -10534351, -4129577, -33250994, 64401, 189302, -211331,5127, 
0x00000000, -10541292, -4149456, -33360880, 64583, 189328, -211478,5290, 
0x00000000, -10545173, -4112334, -33491948, 64675, 189978, -211439,5444, 
0x00000000, -10522494, -4035814, -33613408, 64657, 190383, -211465,5599, 
