Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10654894, -4166506, -30496560, 61041, 197858, -210456,0, 
0x00000000, -10650044, -4173928, -30497660, 61138, 197746, -210541,153, 
0x00000000, -10652650, -4171871, -30514372, 61048, 198015, -210499,304, 
0x00000000, -10655581, -4171832, -30508172, 61144, 197934, -210794,455, 
0x00000000, -10649976, -4168584, -30513128, 61155, 197792, -210569,606, 
0x00000000, -10649984, -4175786, -30513672, 60823, 197913, -210687,756, 
0x00000000, -10651928, -4174446, -30509842, 60860, 198153, -210482,911, 
0x00000000, -10651846, -4178555, -30508356, 61027, 197901, -210261,1067, 
0x00000000, -10656319, -4169515, -30514900, 60999, 197973, -210545,1217, 
0x00000000, -10648037, -4180694, -30518480, 60726, 197906, -210565,1749, 
0x00000000, -10650519, -4169000, -30516930, 60982, 197979, -210625,1909, 
0x00000000, -10654756, -4170715, -30522234, 60962, 197742, -210723,2068, 
0x00000000, -10658145, -4164288, -30518000, 60877, 197900, -210314,2226, 
0x00000000, -10647921, -4166747, -30519942, 60901, 197765, -210353,2384, 
0x00000000, -10652170, -4175483, -30527198, 60885, 197741, -210576,2540, 
0x00000000, -10653106, -4166076, -30531724, 60745, 197756, -210457,2697, 
0x00000000, -10649414, -4165728, -30523632, 60892, 197857, -210230,2854, 
0x00000000, -10652443, -4171838, -30521444, 60955, 197839, -210618,3011, 
0x00000000, -10645740, -4169875, -30523532, 60658, 197851, -210405,3168, 
0x00000000, -10651148, -4172002, -30526576, 60785, 197869, -210359,3331, 
0x00000000, -10652552, -4173883, -30524124, 61027, 197900, -210434,3486, 
0x00000000, -10648070, -4175512, -30516082, 60861, 197959, -210509,3647, 
0x00000000, -10655117, -4159230, -30531242, 61165, 198034, -210468,3805, 
0x00000000, -10654881, -4164079, -30534106, 60998, 197714, -210528,3961, 
0x00000000, -10658148, -4166560, -30533148, 60922, 197754, -210722,4115, 
0x00000000, -10650737, -4157478, -30547942, 61007, 197779, -210442,4270, 
0x00000000, -10651842, -4169730, -30548060, 60728, 197520, -210641,4430, 
0x00000000, -10654815, -4173760, -30537248, 60716, 197671, -210391,4592, 
0x00000000, -10639729, -4163316, -30658104, 60591, 197262, -210525,4751, 
0x00000000, -10637880, -4172574, -30775784, 60464, 196781, -210656,4908, 
0x00000000, -10638583, -4163547, -30872750, 60339, 196168, -210459,5075, 
0x00000000, -10632341, -4180361, -31002380, 60217, 195679, -210320,5237, 
0x00000000, -10621020, -4164633, -31112640, 60179, 195311, -210949,5397, 
