encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-7226,-7582,2333,-126,68,189,160,0
0,-11454,-4645,-1348,24,53,13,333,0
0,-14416,-15931,1894,-126,190,246,489,0
43,1448,-2452,1202,68,170,166,644,0
128,-10972,-1143,-5952,13,9,46,800,0
230,-14816,-8618,-2819,117,-4,-289,959,0
330,-13262,-6585,-5188,-182,9,229,1112,0
432,-10080,-580,-3712,10,389,-74,1267,0
577,41456,-6084,392,-302,64,140,1472,0
686,172056,9716,3499,-162,-781,106,1644,0
800,306304,15354,-14604,-278,-1532,-130,1797,0
927,390160,10357,17382,-241,-1867,56,1956,0
1040,511546,28370,-24118,-556,-2422,-83,2111,0
1175,598120,32534,-10711,-667,-2782,228,2266,0
1293,661240,29289,-16233,-862,-2739,-186,2418,0
1408,699474,43078,-17585,-781,-3154,-227,2574,0
1542,775040,37153,-13682,-1135,-3264,137,2726,0
1665,838468,45377,-28600,-1147,-3599,-186,2880,0
1795,904862,59533,-24943,-863,-3531,-124,3035,0
1931,982266,60963,-27907,-1156,-3962,-7,3187,0
2102,1067876,74652,-20822,-1034,-4168,-156,3355,0
2257,1137580,86020,-33877,-1348,-4197,-95,3518,0
2421,1217218,74341,-33299,-308,-4932,-76,3674,0
2603,1272090,58009,-28341,1286,-5378,-54,3832,0
2795,1353938,68675,-35953,1278,-5101,-199,3990,0
2965,1432060,73708,-25461,1682,-5434,-208,4147,0
3134,1504466,82422,-14641,2017,-5803,103,4304,0
3320,1603292,82543,-36746,2401,-6184,185,4458,0
3462,1686868,86992,-39995,2690,-6173,-5,4612,0
3581,1764096,72338,-43886,3204,-6395,191,4765,0
3715,1871528,95658,-66949,3324,-6626,221,4921,0
3850,1987114,100586,-13239,4069,-7172,13,5081,-1
3982,2081800,114858,-19758,4045,-7343,126,5236,-1
4119,2191824,119742,-10858,4255,-7445,-47,5395,-1
4252,2291258,101420,-12407,4478,-7529,-160,5549,-1
4380,2374288,108512,4767,4640,-7505,39,5704,-1
4536,2463570,109046,-9202,4798,-7593,88,5861,-1
4680,2546622,108267,17027,5021,-6781,-273,6016,-1
4806,2643264,157251,43585,5272,-6819,180,6173,-1
4973,2752424,160723,53317,5406,-7074,258,6330,-1
5128,2868218,161620,1869,5360,-7201,74,6487,-1
5305,2979652,200162,22433,5724,-6969,102,6668,-1
5443,3071868,207917,48677,6071,-7266,-109,6824,-1
5595,3177308,180538,-32986,6240,-7486,306,6978,-1
5761,3294556,207301,-7642,6878,-7541,177,7142,-1
5913,3376008,211674,3577,7183,-8278,-60,7299,-1
6066,3477884,181621,-60853,7756,-8049,488,7454,-1
6219,3579732,155469,-90116,8034,-7874,309,7621,-1
6384,3662172,172253,-63106,8399,-8094,173,7777,-1
6523,3756132,179376,-70569,8908,-8306,309,7932,-1
6689,3861600,122284,-148280,9406,-8295,448,8094,-1
6839,3942928,135144,-105698,9812,-8087,149,8250,-1
6978,4028656,184712,-59393,10139,-8179,296,8405,-1
7145,4120892,196416,-61584,10707,-7896,219,8564,-1
7309,4224888,183913,-38803,10942,-8040,348,8727,-1
7445,4307088,174252,-38908,11579,-7678,306,8880,-1
