encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-5524,-1665,-964,150,206,92,159,0
0,5550,3108,8621,340,188,352,318,0
0,9516,-1239,-4400,170,394,31,484,0
0,-2056,1621,-3556,156,248,59,645,0
0,15008,1097,-1576,427,138,158,805,0
0,3520,-1415,-475,423,303,-171,968,0
0,2048,-317,1676,575,551,344,1135,0
0,3868,-3245,5144,408,587,165,1294,0
0,-2090,-3235,30,198,521,-77,1467,0
0,3852,-3419,-2495,283,614,335,1727,0
0,1864,-4257,-2922,445,791,194,1888,0
0,8220,567,8220,533,707,-147,2051,0
0,-1516,-2321,-5257,151,811,101,2211,0
0,-1748,-3339,-7884,479,859,277,2374,0
0,-3356,-615,-9931,340,764,186,2532,0
0,-3532,6426,-5333,339,845,-301,2697,0
0,4216,-1217,1000,273,818,-74,2856,0
0,-3928,-6767,3101,523,942,-28,3014,0
0,-2628,2802,-5312,606,995,137,3180,0
0,-5254,-1368,-486,339,705,224,3337,0
0,-18518,-5815,-956,567,1080,168,3495,0
0,-6704,-128,-3076,399,1043,74,3654,0
0,-13986,-6316,441,664,1064,-240,3811,0
0,-15304,-7266,9347,765,1057,121,3966,0
7,-11480,-3168,7378,590,1242,-49,4130,0
7,-17600,-9891,-3690,411,1215,-205,4284,0
7,-18030,-4090,-8323,500,1159,-51,4442,0
7,-5528,-3288,-3612,663,1250,-26,4600,0
7,-7560,-2775,-1104,850,1260,-122,4759,0
7,-5812,-3548,799,617,1153,85,4915,0
7,-3488,-9516,-4727,563,1377,-424,5073,0
25,-8874,-2874,-8281,429,1212,-132,5233,0
640,-7464,-7471,-1102,736,1535,-265,5387,0
1286,-6864,-11434,849,785,1074,-36,5545,0
1965,-2064,-9884,-1956,799,1616,-103,5703,0
2641,4528,-9572,-4573,894,1672,-81,5858,0
3260,5050,-3009,-4967,736,1193,8,6015,0
3940,274752,19221,45529,-3883,11592,1751,6172,0
4560,845450,-68748,66260,-13400,32656,4299,6328,0
5243,1375324,-25000,144329,-22033,52280,6503,6486,0
5852,1825220,-140192,198302,-29706,69430,11058,6641,0
6539,2329100,-24415,291666,-38221,88728,13408,6796,0
7161,2821946,-12383,378707,-46374,106925,16370,6953,0
7827,3289592,133121,497864,-54243,123698,18994,7111,0
8504,3710020,90477,590845,-61016,139981,23137,7266,0
9127,4096420,2129,619736,-67455,154019,26411,7421,0
9770,4386828,-362290,586248,-72332,165219,31252,7576,-1
10420,4690680,-536153,619964,-77567,177166,35259,7731,-1
11071,5018092,164713,719353,-82998,188942,27644,7886,-1
11722,5216788,477555,672093,-86217,196232,20701,8041,-1
12359,5254984,-1070086,109356,-86385,198165,24882,8195,-1
12935,5352082,-1334351,44383,-88186,201223,26888,8354,-1
12953,5346380,-1286172,57902,-88351,201929,26935,8509,-1
12953,5349406,-1413700,27433,-88144,201216,27581,8666,-1
12953,5537662,-989661,117071,-91365,208252,24456,8822,-1
12773,5724870,247846,547680,-95335,215451,20076,8979,-1
12316,5602090,582121,734896,-93230,210823,21504,9134,-1
11841,5337136,-29084,578796,-88849,200592,25549,9290,-1
11363,5111156,236817,646578,-84839,191787,23374,9448,-1
10840,4819812,549700,710699,-80075,180992,20401,9603,-1
10201,4475796,501341,561441,-74547,168145,15645,9760,-1
9570,4091430,415922,513474,-68188,153978,15185,9915,-1
8931,3741384,245716,445061,-62434,140633,15027,10070,0
8350,3419722,-81591,339392,-57086,128437,16505,10224,0
7666,3003960,-563550,170524,-49915,112863,17711,10379,0
7063,2552244,-699325,100057,-42677,96467,17215,10533,0
6384,2076652,-734621,21603,-34249,77823,14162,10688,0
5772,1667468,-522518,-5260,-28047,63011,9330,10847,0
5159,1288092,-489168,-67855,-21182,48648,6329,11003,0
4487,895864,-185608,-15671,-14754,33876,3025,11158,0
3805,434660,-109639,-46238,-6759,16550,-295,11318,0
3194,23988,-3909,1230,-102,1485,165,11473,0
2584,31442,3429,8006,70,1160,-127,11628,0
1974,18996,-2469,5279,376,1057,-34,11782,0
1293,27698,-2087,3146,-95,901,111,11937,0
848,28680,-1144,11203,216,987,-101,12092,0
848,22112,-128,6547,-108,710,-37,12245,0
848,39074,-2251,1798,-49,719,-38,12400,0
848,22520,-880,4513,117,626,-43,12552,0
848,42888,-9303,1573,249,675,-4,12706,0
