Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13289936, -7695477, -27167914, 84486, 173930, -216981,0, 
0x00000000, -13297655, -7695845, -27182422, 84379, 174228, -217327,152, 
0x00000000, -13293686, -7686206, -27172166, 84428, 173988, -217151,302, 
0x00000000, -13295057, -7695531, -27177390, 84477, 173865, -217227,454, 
0x00000000, -13290921, -7690742, -27182220, 84470, 174182, -217149,610, 
0x00000000, -13294588, -7696717, -27183316, 84329, 174161, -217184,762, 
0x00000000, -13300611, -7700680, -27181724, 84304, 174217, -217432,920, 
0x00000000, -13291164, -7698629, -27183516, 84556, 174040, -217148,1072, 
0x00000000, -13296872, -7697250, -27183832, 84448, 174261, -217210,1223, 
0x00000000, -13302283, -7693140, -27185712, 84509, 174248, -216969,1373, 
0x00000000, -13291867, -7695999, -27189374, 84379, 173968, -217083,1523, 
0x00000000, -13296461, -7701136, -27183512, 84236, 174097, -217349,1674, 
0x00000000, -13291581, -7698652, -27181388, 84407, 174179, -217150,1827, 
0x00000000, -13296587, -7698731, -27186522, 84614, 174369, -217038,1980, 
0x00000000, -13289980, -7692005, -27177872, 84532, 174335, -216812,2133, 
0x00000000, -13298119, -7699442, -27183490, 84447, 174411, -217133,2284, 
0x00000000, -13295938, -7696579, -27167116, 84664, 174312, -217426,2440, 
0x00000000, -13299270, -7699691, -27183036, 84414, 174693, -217203,2594, 
0x00000000, -13297758, -7697267, -27172648, 84459, 174385, -216949,2747, 
0x00000000, -13296854, -7702836, -27182480, 84567, 174484, -217301,2898, 
0x00000000, -13289912, -7696514, -27184856, 84288, 174324, -217302,3051, 
0x00000000, -13294603, -7696655, -27181784, 84569, 174451, -217057,3203, 
0x00000000, -13290761, -7705387, -27173290, 84277, 174710, -217080,3356, 
0x00000000, -13299781, -7699278, -27172808, 84543, 174556, -217153,3514, 
0x00000000, -13295278, -7705575, -27180886, 84270, 174404, -217361,3666, 
0x00000000, -13319849, -7652345, -27626572, 77058, 191978, -214823,3818, 
0x00000000, -13450689, -7611681, -28143530, 68151, 211483, -210497,3969, 
0x00000000, -13342400, -7523535, -28666564, 59734, 230742, -208782,4123, 
0x00000000, -13300346, -7455746, -29151818, 51579, 249129, -206482,4276, 
0x00000000, -13266609, -7381231, -29593880, 44334, 265623, -204284,4427, 
0x00000000, -13301956, -7293831, -30036562, 36813, 282608, -199780,4580, 
0x00000000, -13137343, -7175817, -30466452, 29731, 298473, -197764,4733, 
0x00000000, -13073925, -7066668, -30851906, 23540, 312550, -194365,4885, 
0x00000000, -13250832, -7051338, -31195832, 17439, 326071, -190698,5037, 
0x00000000, -13615574, -7097942, -31480028, 12692, 337073, -185794,5189, 
0x00000000, -13828413, -7093404, -31785596, 7669, 348333, -181980,5343, 
0x00000000, -13316968, -6983376, -32090998, 2782, 359484, -186769,5500, 
0x00000000, -12767248, -6960067, -32317436, -1203, 368114, -194711,5652, 
0x00000000, -13064959, -7135238, -32505512, -4105, 375127, -196272,5804, 
0x00000000, -14686686, -7642000, -32538434, -4291, 376195, -189114,5957, 
0x00000000, -14422411, -7649419, -32730324, -8072, 384345, -193536,6112, 
