Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13304105, -7688823, -27173132, 84098, 173716, -217273,0, 
0x00000000, -13308545, -7685812, -27166390, 84047, 173897, -217306,151, 
0x00000000, -13309878, -7691239, -27168828, 84177, 173853, -217269,303, 
0x00000000, -13304985, -7683876, -27164014, 83849, 173793, -217203,470, 
0x00000000, -13297381, -7690812, -27172858, 84157, 173847, -217243,622, 
0x00000000, -13312304, -7696732, -27152968, 83746, 174204, -217050,772, 
0x00000000, -13306047, -7695796, -27153716, 83917, 174055, -217383,929, 
0x00000000, -13311221, -7689917, -27156200, 84055, 174098, -217226,1080, 
0x00000000, -13303889, -7682057, -27157782, 84150, 174103, -217160,1234, 
0x00000000, -13304290, -7690048, -27150980, 84068, 174058, -217253,1384, 
0x00000000, -13294795, -7694122, -27152220, 84075, 174269, -217196,1535, 
0x00000000, -13307204, -7684771, -27151068, 84120, 174289, -216960,1684, 
0x00000000, -13303851, -7692554, -27153178, 84051, 174285, -216975,1835, 
0x00000000, -13303207, -7688065, -27147548, 84000, 174191, -217176,1987, 
0x00000000, -13302914, -7693894, -27136032, 84061, 174216, -217162,2140, 
0x00000000, -13306432, -7688917, -27137758, 84053, 174266, -217049,2292, 
0x00000000, -13301959, -7688813, -27144884, 84128, 174045, -216982,2446, 
0x00000000, -13317461, -7697361, -27233170, 82751, 177728, -217139,2604, 
0x00000000, -13423531, -7662644, -27631344, 75968, 192991, -213608,2757, 
0x00000000, -13525253, -7631258, -28108284, 68157, 210604, -210866,2908, 
0x00000000, -13459000, -7569706, -28560788, 60736, 227452, -208451,3061, 
0x00000000, -13566301, -7528455, -28958756, 53970, 243234, -205038,3214, 
0x00000000, -13532546, -7462412, -29397424, 46796, 259143, -202979,3366, 
0x00000000, -13407557, -7396270, -29802712, 39972, 274730, -202446,3524, 
0x00000000, -13356425, -7282730, -30205684, 33016, 289704, -198959,3676, 
0x00000000, -13344587, -7265912, -30551780, 26935, 302867, -197903,3833, 
0x00000000, -13419831, -7213336, -30873420, 21706, 314530, -194797,3986, 
0x00000000, -13519230, -7201933, -31189384, 16434, 326712, -192439,4139, 
0x00000000, -13560301, -7165061, -31467712, 11842, 337258, -190257,4292, 
0x00000000, -13696716, -7139746, -31722284, 7822, 347093, -187169,4445, 
0x00000000, -13999194, -7198260, -31947300, 4080, 355145, -184066,4597, 
0x00000000, -13430363, -7125452, -32183400, -124, 363891, -190387,4748, 
0x00000000, -13102776, -7133851, -32341280, -3246, 370181, -195857,4899, 
0x00000000, -14931326, -7719273, -32344240, -2875, 370052, -187457,5055, 
0x00000000, -15148738, -7837334, -32487212, -5078, 375551, -188370,5206, 
0x00000000, -15067369, -7799291, -32513620, -5257, 376433, -188980,5358, 
0x00000000, -14868511, -7748064, -32527098, -5741, 377144, -190066,5510, 
0x00000000, -14950717, -7778094, -32525508, -5689, 376715, -189574,5665, 
0x00000000, -14890958, -7768941, -32522652, -5904, 376655, -189948,5820, 
0x00000000, -14885488, -7763514, -32512220, -5901, 376352, -189755,5973, 
0x00000000, -14878731, -7761347, -32521912, -5640, 376300, -190113,6128, 
0x00000000, -13988347, -7492034, -32907244, -12524, 390308, -194190,6282, 
0x00000000, -13107669, -7157183, -32804222, -11122, 386903, -196571,6433, 
0x00000000, -12962167, -7063432, -32616728, -8000, 380024, -195624,6587, 
0x00000000, -13296421, -7158539, -32354118, -3647, 369621, -193747,6739, 
0x00000000, -13022245, -7080357, -32115884, 555, 361187, -195612,6891, 
0x00000000, -12879906, -7086298, -31851796, 4920, 351282, -198277,7042, 
0x00000000, -12675077, -7077780, -31526626, 10270, 338768, -201970,7207, 
0x00000000, -12834009, -7176436, -31175442, 16107, 325921, -203109,7364, 
0x00000000, -13042665, -7242156, -30892988, 20864, 315114, -202017,7515, 
0x00000000, -13184987, -7274493, -30586220, 26392, 303439, -201263,7668, 
0x00000000, -13834060, -7514888, -30200214, 32244, 289338, -199655,7821, 
0x00000000, -14146757, -7668282, -29795112, 38818, 273818, -200540,7972, 
0x00000000, -14019430, -7706141, -29405852, 45614, 259058, -203954,8130, 
0x00000000, -13958680, -7740480, -28988368, 52322, 243755, -207004,8282, 
0x00000000, -13785077, -7732120, -28610302, 58564, 230217, -209933,8433, 
0x00000000, -13691362, -7744994, -28275324, 64360, 217375, -212099,8586, 
0x00000000, -13475006, -7717088, -27879130, 71112, 202564, -214952,8741, 
0x00000000, -13393932, -7776638, -27478110, 77650, 187607, -218959,8892, 
0x00000000, -13289903, -7689362, -27127812, 83890, 174065, -217359,9043, 
0x00000000, -13295086, -7685267, -27128996, 84114, 173892, -216986,9196, 
0x00000000, -13288611, -7689807, -27119976, 83715, 173973, -217242,9349, 
0x00000000, -13292562, -7680654, -27123684, 84145, 173922, -217071,9501, 
0x00000000, -13297363, -7678422, -27116644, 84326, 173948, -216969,9654, 
0x00000000, -13289817, -7684774, -27119804, 84070, 173831, -217183,9807, 
0x00000000, -13302703, -7684309, -27126516, 84198, 174103, -217331,9959, 
0x00000000, -13293027, -7678317, -27107718, 84376, 173708, -217269,10111, 
0x00000000, -13302066, -7684741, -27107220, 84581, 173619, -217297,10266, 
0x00000000, -13294995, -7677924, -27121328, 84308, 173665, -216988,10419, 
0x00000000, -13292489, -7692929, -27114472, 84138, 173539, -217296, 1646316043842, 
