Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13315184, -7683966, -27042808, 84965, 173840, -217359,0, 
0x00000000, -13318566, -7685746, -27039972, 84978, 173947, -217383,160, 
0x00000000, -13313154, -7683897, -27040664, 85324, 173947, -217097,321, 
0x00000000, -13313766, -7687829, -27044084, 84844, 174097, -217363,480, 
0x00000000, -13314935, -7690475, -27048988, 85129, 174082, -217265,640, 
0x00000000, -13310543, -7685135, -27047496, 85110, 174114, -217366,848, 
0x00000000, -13312350, -7687915, -27039864, 84956, 174061, -216903,1008, 
0x00000000, -13304939, -7689677, -27046112, 85068, 174079, -217138,1167, 
0x00000000, -13309713, -7690270, -27040840, 85042, 173873, -217010,1327, 
0x00000000, -13310226, -7685703, -27037116, 84980, 174092, -216888,1496, 
0x00000000, -13314158, -7690281, -27042188, 84898, 174351, -217189,1655, 
0x00000000, -13323265, -7688183, -27046274, 85001, 174479, -217135,1814, 
0x00000000, -13316825, -7693130, -27037614, 84926, 174045, -217419,1974, 
0x00000000, -13312964, -7685189, -27039994, 84804, 174142, -216871,2134, 
0x00000000, -13327583, -7693468, -27034844, 84637, 174308, -217044,2293, 
0x00000000, -13313688, -7690057, -27038104, 84646, 174206, -216960,2451, 
0x00000000, -13311384, -7692722, -27042372, 84765, 174149, -217133,2608, 
0x00000000, -13365327, -7654952, -27361636, 79571, 186076, -214845,2767, 
0x00000000, -13322463, -7584266, -27813564, 71857, 203459, -212396,2938, 
0x00000000, -13442105, -7566083, -28243940, 64647, 219640, -209218,3094, 
0x00000000, -13453877, -7544700, -28643112, 58233, 234584, -208459,3251, 
0x00000000, -13679438, -7553187, -29017804, 51976, 248726, -204087,3409, 
0x00000000, -13528698, -7463804, -29410900, 45719, 262679, -203258,3568, 
0x00000000, -13562318, -7394651, -29805920, 38732, 278241, -199636,3726, 
0x00000000, -13623190, -7347296, -30164674, 32942, 291100, -197140,3881, 
0x00000000, -13632825, -7310722, -30499410, 27097, 303705, -194994,4041, 
0x00000000, -13623645, -7263939, -30804038, 21813, 314891, -193115,4197, 
0x00000000, -13699273, -7209923, -31092540, 17085, 326000, -190338,4354, 
0x00000000, -13778922, -7186188, -31389482, 11906, 336763, -187529,4512, 
0x00000000, -13942213, -7178653, -31636500, 7713, 346013, -184491,4672, 
0x00000000, -13992548, -7190255, -31890248, 3500, 355255, -183526,4831, 
0x00000000, -13677409, -7176875, -32070696, 601, 362288, -188570,4989, 
0x00000000, -13218985, -7155047, -32250600, -2684, 368531, -195362,5143, 
0x00000000, -14041922, -7512437, -32316100, -3566, 371279, -194987,5301, 
0x00000000, -14839102, -7781757, -32361384, -4672, 373616, -191970,5457, 
0x00000000, -14444443, -7618576, -32475588, -7043, 378153, -191771,5612, 
0x00000000, -14446891, -7604512, -32530376, -7666, 379638, -191728,5767, 
0x00000000, -14406359, -7598394, -32534124, -7368, 379378, -192022,5922, 
0x00000000, -14398100, -7609966, -32522708, -7361, 379685, -192131,6082, 
0x00000000, -14357952, -7593014, -32550248, -7877, 379943, -192562,6237, 
0x00000000, -15333121, -8049933, -32960690, -14669, 395056, -193623,6392, 
0x00000000, -13327801, -7252305, -32704236, -10772, 385630, -196888,6547, 
0x00000000, -13402267, -7153703, -32522636, -8045, 378455, -191715,6703, 
0x00000000, -13268946, -7068024, -32260434, -3717, 368749, -191012,6859, 
0x00000000, -13268234, -7105952, -31984876, 1078, 358157, -192613,7099, 
0x00000000, -13621401, -7321025, -31346798, 11635, 334935, -195286,7255, 
0x00000000, -13844784, -7411149, -30984316, 17679, 321043, -195374,7409, 
0x00000000, -14261412, -7532131, -30626996, 23840, 307846, -192871,7564, 
0x00000000, -14209896, -7583385, -30308672, 28847, 296580, -195787,7719, 
0x00000000, -14433983, -7767907, -29900328, 36093, 280935, -199731,7874, 
0x00000000, -14474998, -7837554, -29467132, 43474, 264435, -201416,8028, 
0x00000000, -14180917, -7866758, -28973236, 51315, 246313, -207864,8183, 
0x00000000, -13751326, -7834440, -28622576, 57362, 232919, -214130,8339, 
0x00000000, -13690897, -7871092, -28264116, 63470, 219314, -217222,8495, 
0x00000000, -13411021, -7853185, -27861472, 70355, 204121, -221397,8649, 
0x00000000, -13329557, -7797915, -27445576, 77457, 188828, -220699,8804, 
0x00000000, -13322842, -7689637, -27094000, 83349, 175962, -217145,8959, 
0x00000000, -13323594, -7673442, -27049820, 84172, 173614, -216812,9114, 
0x00000000, -13319994, -7680029, -27048308, 84488, 173803, -217230,9278, 
0x00000000, -13314909, -7685857, -27062732, 84160, 173768, -217122,9433, 
0x00000000, -13317359, -7677617, -27059138, 84479, 173597, -216702,9589, 
0x00000000, -13311317, -7677486, -27042780, 84398, 173294, -216940,9747, 
0x00000000, -13306004, -7688379, -27044644, 84233, 173340, -216901,9899, 
0x00000000, -13313950, -7682709, -27054098, 84167, 173399, -216980,10057, 
0x00000000, -13317302, -7686857, -27062178, 84373, 173194, -217106,10211, 
0x00000000, -13306322, -7682933, -27057360, 84112, 172993, -217101,10366, 
0x00000000, -13316266, -7679524, -27058972, 84249, 173241, -217141, 1646315966278, 
