encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-2502,-12799,-3090,230,136,-89,152,0
0,552,-3324,-1869,34,348,102,305,0
0,890,-8934,13104,378,211,-50,454,0
0,10614,-2754,3221,407,71,-48,606,0
0,-2066,-12557,5525,200,312,36,757,0
0,-2890,-1557,4770,289,321,75,949,0
0,-1864,-11105,3267,11,290,-237,1100,0
0,14782,-6580,6755,544,566,-70,1252,0
0,-510,-11220,1668,144,476,-57,1413,0
0,8826,-4746,3274,218,331,-74,1564,0
0,8562,-11767,1436,31,465,-16,1716,0
0,13440,-10295,110,123,696,-13,1866,0
0,12938,-7586,4617,163,516,-32,2018,0
0,4462,-1395,2860,224,565,84,2170,0
0,6730,-4543,4927,161,612,-137,2321,0
0,1822,-4128,307,-61,523,12,2477,0
0,686,-9016,964,94,796,-226,2629,0
0,13010,-7191,2188,0,831,-245,2782,0
112,8928,-2576,7471,-22,638,-120,2942,0
551,3040,-5395,-3602,126,614,-345,3092,0
1078,8326,-6422,6889,121,722,107,3242,0
1534,12860,-17251,10579,-209,1001,1,3395,0
1901,9070,-7395,1945,87,856,-14,3548,0
2276,10338,-8075,489,129,833,-404,3700,0
2677,13010,-2441,6801,36,492,19,3850,0
3098,250038,-41508,34045,-3837,9899,1642,4004,0
3546,610330,-200478,-283,-9686,23191,3649,4155,0
3981,985578,-154722,61343,-16111,36865,5164,4307,0
4488,1346750,-205738,94786,-21739,50088,7345,4483,0
4927,1731546,-143126,136020,-28507,64940,8269,4637,0
5419,2100436,-262177,135672,-34995,78729,10608,4789,0
5907,2442898,-242232,221182,-40635,92125,13859,4940,0
6411,2869610,-273079,268703,-47753,106930,16526,5096,0
6973,3215150,-162829,371546,-53536,120440,18277,5249,0
7493,3558898,-223705,429252,-59511,133342,21943,5402,0
8079,3902684,-224666,490210,-65367,146130,24745,5566,0
8595,4223950,-268217,550380,-70671,157892,27076,5717,-1
9143,4494698,-501403,546148,-75061,167914,31981,5868,-1
9641,4752434,-732161,525724,-79455,177531,35072,6019,-1
10237,4955952,-380677,545901,-83089,185972,30227,6175,-1
10721,5160682,-153160,512761,-86350,192299,25351,6328,-1
11256,5302166,-457966,367394,-88991,198266,25216,6479,-1
11729,5303480,-1705119,-103838,-88452,198328,27611,6634,-1
12250,5394750,-1836032,-72246,-90271,201836,31069,6785,-1
12690,5626136,-1318337,122765,-93961,210528,29954,6937,-1
12725,5639182,-1332420,116189,-94472,211476,30450,7101,-1
12725,5647370,-1336419,122473,-94580,211453,29987,7256,-1
12725,5664296,-1296400,128857,-94553,211685,29895,7409,-1
12701,5936686,-1352781,125468,-99692,222123,30783,7562,-1
12356,5774738,-616647,241155,-97088,215633,22781,7715,-1
11722,5594538,108374,530702,-94245,208769,21987,7866,-1
11141,5394416,209176,636749,-90893,201674,23477,8017,-1
10653,5162092,292814,677997,-87155,192621,23826,8170,-1
10113,4945902,616279,608728,-84475,184414,15488,8323,-1
9569,4684822,656675,601780,-79654,174288,14269,8475,-1
9037,4377074,598412,580164,-74382,163072,13959,8628,-1
8564,4071624,164877,435865,-69591,151285,15916,8780,-1
8049,3787194,-157354,338054,-64794,141171,17370,8933,0
7521,3461786,-530520,195346,-59274,129197,18134,9085,0
6974,3175198,-750508,94234,-54620,118533,18083,9239,0
6402,2750646,-1172972,-82566,-47029,102524,17845,9400,0
5838,2306860,-1135190,-135996,-40053,86031,15032,9552,0
5315,1937476,-1057802,-178474,-33822,71764,12373,9705,0
4671,1598580,-814989,-166190,-27772,59400,8430,9856,0
4138,1268438,-588210,-171754,-22438,46735,3806,10006,0
3546,895772,-311377,-140998,-16312,33137,-46,10156,0
2975,506364,-130475,-138383,-9514,17940,-2790,10309,0
2391,114352,-15854,-24485,-2759,3600,-594,10461,0
1735,26868,-9059,2468,-1274,315,-186,10615,0
1139,27834,-10467,2874,-1135,533,-320,10772,0
553,16262,-3975,-601,-1186,234,-136,10924,0
-27,33354,-8758,-1759,-1114,-16,-204,11077,0
-158,11598,-6284,-6405,-1126,55,-74,11238,0
-158,16304,-7519,-455,-1202,-195,123,11391,0
-157,11290,-4854,6358,-1029,-358,-10,11850,0
