Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13311153, -7683235, -27080298, 84225, 173506, -217249,0, 
0x00000000, -13314009, -7688857, -27072694, 83880, 173708, -217096,157, 
0x00000000, -13314027, -7690069, -27090828, 83984, 173713, -217429,313, 
0x00000000, -13317977, -7687359, -27084324, 83804, 173764, -216915,470, 
0x00000000, -13309649, -7687355, -27098720, 84023, 173561, -217236,628, 
0x00000000, -13316625, -7693986, -27101468, 84009, 173550, -217084,784, 
0x00000000, -13316824, -7690539, -27090312, 84148, 173910, -217149,943, 
0x00000000, -13310481, -7692349, -27094226, 83892, 173637, -216841,1100, 
0x00000000, -13308756, -7681474, -27089460, 84041, 173730, -216845,1259, 
0x00000000, -13315120, -7685434, -27088168, 83927, 173933, -217136,1424, 
0x00000000, -13315523, -7686352, -27092144, 83928, 173714, -217215,1589, 
0x00000000, -13314631, -7679904, -27085684, 83993, 173704, -217072,1747, 
0x00000000, -13319985, -7688842, -27090154, 84061, 173774, -217192,1903, 
0x00000000, -13320301, -7693069, -27090028, 83925, 173965, -217117,2059, 
0x00000000, -13317857, -7687527, -27093442, 83873, 173769, -217230,2215, 
0x00000000, -13314531, -7687281, -27092772, 83754, 173862, -217144,2374, 
0x00000000, -13309760, -7688322, -27084444, 83874, 173570, -216996,2527, 
0x00000000, -13317580, -7686034, -27082210, 83940, 173827, -217043,2683, 
0x00000000, -13318452, -7690180, -27075922, 83787, 173965, -217132,2840, 
0x00000000, -13313059, -7688269, -27080858, 83799, 174027, -217177,2997, 
0x00000000, -13315084, -7695912, -27077020, 83653, 174052, -217099,3153, 
0x00000000, -13311532, -7698785, -27090072, 83629, 174067, -217139,3307, 
0x00000000, -13319372, -7686881, -27070388, 83883, 173995, -216957,3462, 
0x00000000, -13312090, -7691409, -27066592, 83797, 173842, -217153,3617, 
0x00000000, -13316894, -7692890, -27076004, 83838, 174047, -217035,3772, 
0x00000000, -13315550, -7684702, -27073256, 83907, 173972, -216961,3927, 
