encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,8000,10091,8405,88,4,-65,155,0
0,2858,1889,-2735,-144,420,150,312,0
0,10992,3106,4813,-171,71,59,469,0
0,844,11757,-54,19,133,8,629,0
0,10140,6476,4340,114,234,-104,784,0
0,7116,4924,4864,146,436,227,946,0
163,19186,8221,3076,38,254,260,1102,0
742,6132,13505,-620,-146,557,-60,1270,0
1473,15840,3451,726,62,523,218,1448,0
2098,26736,1907,4654,58,510,46,1604,0
2773,157764,-1219,-27861,-2407,5787,-1100,1760,0
3396,659060,-5386,77173,-10739,24781,3464,1917,0
4068,1215324,6725,141524,-19764,45568,6222,2071,0
4689,1722596,-58994,173221,-28374,64407,8791,2228,0
5365,2133878,-262024,155909,-35270,79843,12157,2382,0
5988,2630292,-139162,292411,-43471,98885,14934,2537,0
6668,3092052,-283469,299035,-51203,115741,17765,2695,0
7280,3488318,-415643,339111,-57887,130333,21967,2848,0
7951,3877950,-381922,404411,-64769,145076,24214,3008,0
8551,4268244,-429614,456955,-71490,159052,27372,3164,-1
9188,4583096,-489750,488333,-76986,171357,29990,3319,-1
9888,4861500,-732347,448471,-81397,181719,33098,3478,-1
10453,5095268,-148809,487408,-85382,190099,24368,3634,-1
11141,5239724,-460797,273257,-87671,195617,21222,3789,-1
11687,5307472,-775399,113109,-88759,198198,20811,3944,-1
11718,5316796,-826880,99961,-88999,198255,20980,4098,-1
11718,5535338,-769835,139670,-92936,206479,21817,4253,-1
11400,5614042,58219,570041,-94351,209020,24179,4409,-1
10758,5299770,-36341,584271,-89118,197531,26085,4565,-1
10123,5017144,121785,574846,-83985,186687,22643,4719,-1
9487,4659424,147931,470144,-78300,172926,17956,4874,-1
8842,4251164,-4947,357037,-71651,158287,16105,5033,-1
8208,3899702,-164512,283317,-66057,145307,16566,5187,-1
7572,3584064,-426624,194827,-60046,132794,16938,5343,0
6937,3104580,-899759,-187,-52236,114735,17015,5499,0
6298,2684424,-1043889,-99465,-45045,99027,15446,5653,0
5724,2246786,-828838,-134835,-37527,82591,10427,5805,0
5025,1833220,-677470,-143582,-30415,67435,6646,5959,0
4452,1418364,-451396,-162384,-23726,51789,2784,6113,0
3753,1066176,-302498,-165457,-17503,38853,-541,6271,0
3182,661650,-80589,-166763,-10692,23611,-4536,6425,0
2545,273952,-29904,-32282,-4370,9253,-588,6580,0
1905,50690,10396,3419,-169,585,-12,6734,0
1270,51532,13538,7335,-244,507,-51,6888,0
633,38694,12749,1626,-368,567,285,7042,0
196,48982,6120,6630,-156,458,-84,7205,0
231,46026,6097,15179,-93,104,203,7360,0
234,49924,10957,601,10,261,236,7513,0
238,41340,10617,5394,-144,111,85,7671,0
243,43036,7006,8070,-112,285,-144,7823,0
244,50740,6169,5208,-302,196,-177,7978,0
