Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13297180, -7684066, -27159870, 85780, 172652, -217388,0, 
0x00000000, -13298266, -7687956, -27163540, 85761, 172770, -217122,155, 
0x00000000, -13292243, -7682389, -27165836, 85858, 172932, -217241,308, 
0x00000000, -13294379, -7681526, -27155248, 85595, 172952, -217105,468, 
0x00000000, -13299984, -7686866, -27162718, 85915, 173175, -217300,624, 
0x00000000, -13296219, -7682515, -27150752, 85917, 173107, -217354,780, 
0x00000000, -13300547, -7691503, -27152888, 85786, 173082, -217132,935, 
0x00000000, -13287275, -7691787, -27156904, 85759, 172970, -217066,1089, 
0x00000000, -13297889, -7687136, -27152760, 85907, 173373, -217263,1245, 
0x00000000, -13296639, -7682396, -27161232, 85691, 173331, -217305,1411, 
0x00000000, -13291949, -7693516, -27158710, 85817, 173279, -217496,1567, 
0x00000000, -13298422, -7678862, -27156708, 85957, 173225, -217483,1718, 
0x00000000, -13297067, -7689063, -27154520, 85728, 173538, -217126,1872, 
0x00000000, -13319817, -7662123, -27384836, 82230, 181902, -215883,2027, 
0x00000000, -13374716, -7605531, -27903818, 73864, 201146, -212688,2181, 
0x00000000, -13683387, -7631842, -28350090, 66315, 218597, -207736,2335, 
0x00000000, -13373961, -7481131, -28874080, 57600, 238022, -206986,2491, 
0x00000000, -13393826, -7387693, -29366524, 49581, 256333, -202720,2648, 
0x00000000, -13300860, -7290159, -29866960, 41405, 275003, -200924,2806, 
0x00000000, -13162822, -7180391, -30344302, 33679, 292688, -198058,2969, 
0x00000000, -13086836, -7064836, -30765952, 26520, 308460, -194987,3126, 
0x00000000, -13218145, -7033099, -31148200, 20238, 322777, -190924,3284, 
0x00000000, -13567174, -7071353, -31457850, 15235, 334440, -186874,3442, 
0x00000000, -13862930, -7076469, -31757568, 10234, 345892, -182163,3599, 
0x00000000, -13298914, -6972757, -32077232, 4716, 357823, -186861,3756, 
0x00000000, -12852107, -6961109, -32302612, 1013, 366190, -194050,3914, 
0x00000000, -13519208, -7229354, -32492752, -2050, 373327, -192846,4076, 
0x00000000, -14714418, -7663790, -32515418, -2346, 374418, -189843,4230, 
0x00000000, -14322410, -7494977, -32636212, -4486, 378826, -189487,4385, 
0x00000000, -14372678, -7505525, -32638474, -4119, 379108, -189536,4547, 
0x00000000, -14379303, -7514409, -32658058, -4690, 379699, -189576,4697, 
0x00000000, -13993414, -7476577, -32919640, -9183, 389335, -194516,4851, 
0x00000000, -12640740, -6967530, -32793972, -7487, 384010, -197394,5005, 
0x00000000, -12827541, -6936914, -32561416, -3531, 375355, -193353,5159, 
0x00000000, -12657040, -6902178, -32261640, 1236, 364047, -194887,5309, 
0x00000000, -12721596, -7044837, -32011376, 5151, 353475, -199973,5462, 
0x00000000, -13007962, -7136788, -31634644, 11162, 339904, -198432,5615, 
0x00000000, -13185126, -7202922, -31279840, 17125, 326720, -198285,5770, 
0x00000000, -13472417, -7307803, -30962292, 22629, 314635, -197526,5922, 
0x00000000, -14070627, -7507019, -30480416, 30311, 297256, -195853,6081, 
0x00000000, -14470911, -7675197, -30147508, 36356, 284895, -196192,6235, 
0x00000000, -14585672, -7811599, -29680932, 43889, 267268, -199269,6389, 
0x00000000, -14300010, -7780984, -29280664, 50260, 252299, -203170,6544, 
0x00000000, -14164938, -7808266, -28867264, 57284, 236637, -206389,6699, 
0x00000000, -13923163, -7820830, -28499092, 63785, 222495, -211042,6854, 
0x00000000, -13731327, -7828534, -28115576, 69885, 208487, -214583,7007, 
0x00000000, -13456479, -7805368, -27705378, 77077, 192458, -219138,7162, 
0x00000000, -13289649, -7724367, -27282308, 84059, 176642, -219085,7315, 
0x00000000, -13298365, -7680343, -27203872, 85382, 173715, -217151,7467, 
0x00000000, -13295620, -7676110, -27193002, 85475, 173430, -217334,7623, 
0x00000000, -13296182, -7675986, -27209862, 85599, 173401, -217495,7777, 
0x00000000, -13298009, -7678061, -27201042, 85238, 173614, -217044,7930, 
0x00000000, -13294465, -7679314, -27201550, 85472, 173250, -217457,8087, 
0x00000000, -13291708, -7678446, -27200920, 85332, 173301, -217385,8243, 
0x00000000, -13295607, -7683235, -27198338, 85345, 173081, -217290,8396, 
0x00000000, -13289840, -7672381, -27195496, 85596, 173119, -217345,8549, 
0x00000000, -13297541, -7683779, -27202332, 85446, 173031, -217220,8704, 
0x00000000, -13298268, -7671995, -27205400, 85079, 173081, -217250,8856, 
0x00000000, -13297011, -7678944, -27203392, 85372, 173236, -217213, 1646316089115, 
