encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,14508,-7719,-368,-107,298,-346,152,0
0,4252,-3750,9271,-58,58,-170,302,0
0,9476,-5121,-54,-9,-65,-246,454,0
0,14306,-985,4735,-16,252,-168,610,0
0,15402,-4652,-1240,-157,231,-203,762,0
0,13810,-10675,-5203,-182,287,-451,920,0
0,15602,-1228,-3152,70,110,-167,1072,0
0,15918,-6936,-1773,-38,331,-229,1223,0
0,17798,-12347,2337,23,318,12,1373,0
0,21460,-1931,-522,-107,38,-102,1523,0
0,15598,-6525,-5659,-250,167,-368,1674,0
0,13474,-1645,-3175,-79,249,-169,1827,0
0,18608,-6651,-3254,128,439,-57,1980,0
0,9958,-44,3472,46,405,169,2133,0
0,15576,-8183,-3965,-39,481,-152,2284,0
23,-798,-6002,-1102,178,382,-445,2440,0
155,15122,-9334,-4214,-72,763,-222,2594,0
294,4734,-7822,-1790,-27,455,32,2747,0
451,14566,-6918,-7359,81,554,-320,2898,0
616,16942,24,-1037,-198,394,-321,3051,0
855,13870,-4667,-1178,83,521,-76,3203,0
1493,5376,-825,-9910,-209,780,-99,3356,0
2118,4894,-9845,-3801,57,626,-172,3514,0
2786,12972,-5342,-10098,-216,474,-380,3666,0
3396,458658,-29913,43132,-7428,18048,2158,3818,0
4011,975616,-160753,83796,-16335,37553,6484,3969,0
4615,1498650,-52464,171942,-24752,56812,8199,4123,0
5291,1983904,-10410,239731,-32907,75199,10499,4276,0
5897,2425966,23327,314246,-40152,91693,12697,4427,0
6493,2868648,-12020,401646,-47673,108678,17201,4580,0
7094,3298538,152593,519660,-54755,124543,19217,4733,0
7730,3683992,216011,628809,-60946,138620,22616,4885,0
8310,4027918,39104,644139,-67047,152141,26283,5037,-1
8927,4312114,-325638,597535,-71794,163143,31187,5189,-1
9476,4617682,-538477,602073,-76817,174403,35001,5343,-1
10163,4923084,-27032,712101,-81704,185554,30212,5500,-1
10724,5149522,522688,735410,-85689,194184,22270,5652,-1
11344,5337598,224977,560239,-88591,201197,20709,5804,-1
11949,5370520,-1396750,53477,-88777,202265,27867,5957,-1
12384,5562410,-1132475,46058,-92558,210415,23445,6112,-1
12250,5529298,-1398250,-43778,-91960,208963,25179,6266,-1
12250,5580446,-840730,134030,-92686,210473,21887,6417,-1
12250,5557246,-973571,88959,-92429,209484,22873,6570,-1
12250,5554682,-819972,128799,-92686,210008,21514,6723,-1
12250,5548528,-945111,94511,-92326,209402,22502,6877,-1
12250,5538536,-882428,108187,-92567,209287,21771,7030,-1
12250,5545690,-891468,110724,-92544,209088,21994,7183,-1
12250,5537566,-873864,120044,-92427,209121,21833,7336,-1
12250,5537020,-879475,118888,-92386,208841,21954,7487,-1
12250,5536776,-879316,107833,-92405,208896,22141,7647,-1
12250,5536302,-874602,113402,-92543,208794,21975,7799,-1
12250,5521618,-875105,115981,-92382,208789,21843,7951,-1
12250,5530854,-862032,118235,-92352,208810,21677,8105,-1
12250,5521134,-883227,118122,-92320,208195,21742,8259,-1
12250,5517010,-861012,126235,-92155,208451,21878,8412,-1
12250,5523086,-870823,118938,-92102,208007,21944,8563,-1
12250,5512338,-854183,116767,-92143,207938,21690,8720,-1
12250,5506374,-873699,116956,-92215,208013,21978,8871,-1
12250,5509454,-870119,120557,-92225,207499,21743,9023,-1
12250,5515380,-858291,116679,-92090,207732,21464,9176,-1
12250,5501932,-878191,127999,-91941,207523,21647,9330,-1
12250,5514526,-863333,121070,-92079,207350,21685,9483,-1
12250,5501550,-873947,118346,-92200,207467,21764,9634,-1
12250,5496274,-872283,119176,-92277,207302,21430,9862,-1
12250,5509876,-861126,119054,-91849,207454,21653,10019,-1
12250,5493774,-876037,114507,-91843,207194,21893,10176,-1
12250,5501470,-862329,123120,-91890,207023,21778,10328,-1
12250,5496926,-872373,115057,-91921,207077,21737,10480,-1
12250,5502106,-861115,119365,-91776,206813,21622,10633,-1
12249,5501808,-866078,121567,-91604,206783,21744,10785,-1
12249,5507696,-862840,122704,-91493,206712,21971,10940,-1
12249,5497982,-865957,134619,-91455,206847,21501,11094,-1
12249,5490838,-867260,120224,-91507,206738,21747,11246,-1
12249,5493748,-854310,117378,-91541,206553,21472,11400,-1
12249,5493450,-867901,126361,-91562,206483,21664,11552,-1
12249,5499884,-868335,124652,-91531,206197,21449,11705,-1
12249,5504770,-870017,123940,-91161,206449,21265,11863,-1
12249,5489198,-863588,121532,-91307,206089,21711,12015,-1
12249,5507094,-859945,120921,-91214,206323,21678,12168,-1
12193,5613724,-369161,242302,-93349,210524,18204,12329,-1
12193,5584390,-621750,174545,-92794,209221,20059,12484,-1
12193,5565990,-819160,120794,-92708,208431,21028,12637,-1
12193,5573522,-709740,147044,-92529,208480,20476,12790,-1
12193,5564562,-838962,123540,-91983,208209,21334,12944,-1
12193,5567322,-731789,134066,-92785,208246,20761,13096,-1
12193,5558260,-799306,125546,-92133,208278,20960,13251,-1
12193,5559222,-742880,135298,-92567,208079,20521,13409,-1
12154,5758228,-307568,325586,-95668,214947,20127,13564,-1
11865,5662374,539186,635411,-94126,211345,17757,13717,-1
11468,5558434,865023,801508,-92175,207200,18766,13872,-1
11064,5302146,284460,646954,-88262,197826,22553,14026,-1
10638,5019094,387123,674850,-83890,187415,21877,14180,-1
10044,4742242,665534,718131,-79061,177178,18340,14333,-1
8203,3752350,600221,557375,-62513,139558,12703,14785,0
7527,3392610,336192,461965,-56994,126437,13862,14949,0
6844,2931126,-164767,285734,-49130,109092,15032,15109,0
6166,2462478,-552557,96640,-41409,91634,13943,15272,0
5555,1947858,-786420,-31141,-32536,73154,12431,15434,0
4807,1580006,-602047,-44961,-26610,58769,8849,15598,0
4199,1209954,-415938,-76136,-20445,44363,4453,15760,0
3522,736202,-254764,-67286,-12274,27339,1464,15921,0
