encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-7604,-2856,-5622,-345,202,153,157,0
0,10530,-2874,-6834,-241,207,-180,313,0
0,4026,-6824,-4124,-421,258,334,470,0
0,18422,1504,-4120,-202,55,13,628,0
0,21170,-5472,-10751,-216,44,165,784,0
0,10014,-5671,-7304,-77,404,100,943,0
0,13928,672,-9114,-333,131,408,1100,0
0,9162,2397,1761,-184,224,404,1259,0
0,7870,-3967,-2199,-298,427,113,1424,0
0,11846,-4370,-3117,-297,208,34,1589,0
0,5386,-3478,3331,-232,198,177,1747,0
0,9856,-8832,-5607,-164,268,57,1903,0
0,9730,-9148,-9834,-300,459,132,2059,0
0,13144,-6704,-4292,-352,263,19,2215,0
0,12474,-3378,-4046,-471,356,105,2374,0
0,4146,1393,-5087,-351,64,253,2527,0
0,1912,-6427,-2799,-285,321,206,2683,0
0,-4376,-7299,-6945,-438,459,117,2840,0
0,560,-1906,-5034,-426,521,72,2997,0
0,-3278,-3931,-12677,-572,546,150,3153,0
80,9774,-379,-15550,-596,561,110,3307,0
80,-9910,-8219,-3646,-342,489,292,3462,0
80,-13706,-937,-8174,-428,336,96,3617,0
80,-4294,-5741,-9655,-387,541,214,3772,0
80,-7042,-4397,-1467,-318,466,288,3927,0
80,-8578,-2184,-7740,-422,469,95,4085,0
80,-10462,-2732,-6248,-398,505,313,4239,0
80,-13454,-2060,-11941,-506,621,-58,4393,0
85,-10746,-12258,-5280,-437,501,71,4551,0
415,-16218,1491,-17588,-702,696,235,4707,0
1031,-13302,-8096,-5244,-571,702,211,4862,0
1679,-12408,-4538,-12001,-477,699,41,5018,0
2306,-17528,-8371,-12693,-266,870,63,5175,0
2889,-12102,-5897,-5201,-342,927,-37,5330,0
3474,-23236,1565,-10326,-468,630,47,5485,0
4103,385938,-136681,-8121,-7331,16400,2625,5641,0
4706,857912,-171499,50475,-14927,33631,5420,5796,0
5894,1238768,-361995,17742,-21593,48424,7739,6127,0
6427,2158962,-162166,194210,-37089,83186,11901,6282,0
7035,2600158,-201049,258545,-44022,99327,15493,6437,0
7592,3004750,-309643,322186,-51116,114594,19593,6594,0
8188,3384610,-216222,368252,-57525,128618,20363,6748,0
8748,3713366,-321944,399472,-63171,141095,23699,6903,0
9381,4039946,-547192,365165,-68769,153254,26508,7070,-1
9946,4360276,-545919,443212,-73927,165105,28879,7224,-1
10500,4627762,-662570,461824,-78402,175114,31796,7377,-1
11043,4865730,-456919,481549,-82645,184274,29935,7532,-1
11544,5042346,-144875,486890,-85516,190505,24885,7686,-1
11953,5212138,144644,481426,-88431,197089,20034,7841,-1
12457,5230446,-951950,73257,-88639,197775,22661,7995,-1
12867,5278782,-1943065,-253601,-89454,200155,27084,8152,-1
13322,5370868,-1784671,-218624,-90739,202966,26229,8308,-1
13323,5369170,-1702404,-191637,-90671,203224,25366,8462,-1
13323,5376094,-1697485,-187574,-90983,203193,25374,8617,-1
13323,5376002,-1652309,-174886,-91007,203459,25322,8773,-1
13323,5374068,-1648794,-175825,-90726,203380,24838,8927,-1
13323,5451594,-1728821,-197108,-92228,206447,25790,9087,-1
13175,5658450,-388508,262695,-96180,214044,20843,9242,-1
12635,5524774,287057,553388,-93630,208074,20614,9396,-1
12014,5315146,431821,669171,-90426,200113,22720,9548,-1
11431,5001426,414621,661070,-84812,188352,21990,9704,-1
10846,4750140,576878,559902,-81165,178800,15111,9857,-1
10250,4429022,637749,554919,-75744,167422,13778,10016,-1
9665,4089386,314043,439958,-69908,154507,14803,10171,-1
9038,3784602,77852,369052,-64838,142939,15923,10329,0
8468,3411994,-434747,209291,-58546,129118,17905,10482,0
7894,3147516,-529494,128170,-53761,118714,16779,10636,0
7324,2683618,-1228529,-90907,-46053,102197,19628,10791,0
6740,2283502,-1349079,-181894,-39408,87004,18222,10944,0
6095,1868242,-1091145,-187086,-32306,71235,13648,11098,0
5508,1518052,-756019,-119523,-26155,58249,9513,11253,0
4914,1143856,-444603,-122523,-19926,44153,4249,11406,0
4315,782920,-266062,-92346,-13791,30220,1958,11560,0
3647,343422,-46995,-120930,-6224,13637,-2609,11718,0
2639,-4364,179,-6161,22,485,146,11974,0
1968,110,-624,-9123,55,383,239,12128,0
1357,-694,-2928,-12957,156,267,484,12286,0
948,-1482,-7492,-11161,166,351,181,12443,0
947,104,1334,-9582,38,108,104,12596,0
947,-16976,-9324,-14355,-47,256,247,12751,0
947,-8516,1013,-1108,481,102,91,12904,0
947,-11186,4079,-12591,282,-193,214,13059,0
947,-17690,2233,-6108,325,-102,132,13211,0
