Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13292809, -7692278, -27115000, 84507, 173614, -217174,0, 
0x00000000, -13294474, -7693242, -27109476, 84657, 173820, -217082,159, 
0x00000000, -13289701, -7683657, -27120550, 84847, 173802, -216822,318, 
0x00000000, -13294048, -7696678, -27124516, 84677, 174008, -217143,484, 
0x00000000, -13291188, -7695834, -27112944, 84663, 173862, -217115,645, 
0x00000000, -13291712, -7693854, -27130008, 84934, 173752, -217016,805, 
0x00000000, -13294224, -7692753, -27118520, 84930, 173917, -217345,968, 
0x00000000, -13293126, -7690602, -27117048, 85082, 174165, -216830,1135, 
0x00000000, -13296054, -7687134, -27118868, 84915, 174201, -217009,1294, 
0x00000000, -13296044, -7692248, -27112910, 84705, 174135, -217251,1467, 
0x00000000, -13296228, -7694773, -27118852, 84790, 174228, -216839,1727, 
0x00000000, -13297066, -7695200, -27116864, 84952, 174405, -216980,1888, 
0x00000000, -13292242, -7684058, -27123220, 85040, 174321, -217321,2051, 
0x00000000, -13295130, -7697535, -27113484, 84658, 174425, -217073,2211, 
0x00000000, -13296148, -7700162, -27113252, 84986, 174473, -216897,2374, 
0x00000000, -13293424, -7702209, -27111644, 84847, 174378, -216988,2532, 
0x00000000, -13286383, -7697611, -27111468, 84846, 174459, -217475,2697, 
0x00000000, -13294026, -7691278, -27119216, 84780, 174432, -217248,2856, 
0x00000000, -13299576, -7689177, -27111072, 85030, 174556, -217202,3014, 
0x00000000, -13290007, -7697590, -27112372, 85113, 174609, -217037,3180, 
0x00000000, -13294177, -7692764, -27109746, 84846, 174319, -216950,3337, 
0x00000000, -13298624, -7693234, -27096482, 85074, 174694, -217006,3495, 
0x00000000, -13292937, -7695354, -27108296, 84906, 174657, -217100,3654, 
0x00000000, -13299125, -7691837, -27101014, 85171, 174678, -217414,3811, 
0x00000000, -13300075, -7682931, -27099696, 85272, 174671, -217053,3966, 
0x00000000, -13295977, -7684900, -27103520, 85097, 174856, -217223,4130, 
0x00000000, -13302700, -7695968, -27097400, 84918, 174829, -217379,4284, 
0x00000000, -13296899, -7700601, -27096970, 85007, 174773, -217225,4442, 
0x00000000, -13296097, -7695890, -27109472, 85170, 174864, -217200,4600, 
0x00000000, -13295584, -7693382, -27107440, 85357, 174874, -217296,4759, 
0x00000000, -13296357, -7691479, -27109188, 85124, 174767, -217089,4915, 
0x00000000, -13302325, -7697005, -27111512, 85070, 174991, -217598,5073, 
0x00000000, -13295683, -7700559, -27106126, 84936, 174826, -217306,5233, 
0x00000000, -13300280, -7693380, -27107536, 85243, 175149, -217439,5387, 
0x00000000, -13304243, -7691429, -27108136, 85292, 174688, -217210,5545, 
0x00000000, -13302693, -7694234, -27112936, 85306, 175230, -217277,5703, 
0x00000000, -13302381, -7696851, -27119528, 85401, 175286, -217255,5858, 
0x00000000, -13295818, -7697245, -27120050, 85243, 174807, -217166,6015, 
0x00000000, -13273588, -7646749, -27389752, 80624, 185206, -215423,6172, 
0x00000000, -13361557, -7626018, -27960450, 71107, 206270, -212875,6328, 
0x00000000, -13317809, -7547949, -28490324, 62474, 225894, -210671,6486, 
0x00000000, -13433001, -7493976, -28940220, 54801, 243044, -206116,6641, 
0x00000000, -13317224, -7400612, -29444100, 46286, 262342, -203766,6796, 
0x00000000, -13305192, -7313571, -29936946, 38133, 280539, -200804,6953, 
0x00000000, -13159688, -7194414, -30404592, 30264, 297312, -198180,7111, 
0x00000000, -13202332, -7101433, -30825020, 23491, 313595, -194037,7266, 
0x00000000, -13290680, -7072542, -31211420, 17052, 327633, -190763,7421, 
0x00000000, -13655099, -7106030, -31501828, 12175, 338833, -185922,7576, 
0x00000000, -13828962, -7072314, -31805680, 6940, 350780, -181915,7731, 
0x00000000, -13128096, -6972925, -32133092, 1509, 362556, -189530,7886, 
0x00000000, -12815254, -7020185, -32331788, -1710, 369846, -196473,8041, 
0x00000000, -14362895, -7582922, -32369984, -1878, 371779, -192292,8195, 
0x00000000, -14627160, -7647895, -32467082, -3679, 374837, -190286,8354, 
0x00000000, -14578981, -7634376, -32461380, -3844, 375543, -190239,8509, 
0x00000000, -14706509, -7664845, -32464406, -3637, 374830, -189593,8666, 
0x00000000, -14282470, -7575207, -32652662, -6858, 381866, -192718,8822, 
0x00000000, -13044963, -7144598, -32839870, -10828, 389065, -197098,8979, 
0x00000000, -12710688, -6957382, -32717090, -8723, 384437, -195670,9134, 
0x00000000, -13321893, -7113482, -32452136, -4342, 374206, -191625,9290, 
0x00000000, -13055992, -7045700, -32226156, -332, 365401, -193800,9448, 
0x00000000, -12743109, -6981579, -31934812, 4432, 354606, -196773,9603, 
0x00000000, -12791468, -7130837, -31590796, 9960, 341759, -201529,9760, 
0x00000000, -12876887, -7178804, -31206430, 16319, 327592, -201989,9915, 
0x00000000, -13047093, -7247217, -30856384, 22073, 314247, -202147,10070, 
0x00000000, -13374400, -7352886, -30534722, 27421, 302051, -200669,10224, 
0x00000000, -13856359, -7521754, -30118960, 34592, 286477, -199463,10379, 
0x00000000, -13992134, -7592221, -29667244, 41830, 270081, -199959,10533, 
0x00000000, -14027430, -7670675, -29191652, 50258, 251437, -203012,10688, 
0x00000000, -13815327, -7697538, -28782468, 56460, 236625, -207844,10847, 
0x00000000, -13781977, -7760133, -28403092, 63325, 222262, -210845,11003, 
0x00000000, -13478417, -7707949, -28010864, 69753, 207490, -214149,11158, 
0x00000000, -13402448, -7738516, -27549660, 77748, 190164, -217469,11318, 
0x00000000, -13296718, -7691048, -27138988, 84405, 175099, -217009,11473, 
0x00000000, -13289380, -7684272, -27146442, 84577, 174774, -217301,11628, 
0x00000000, -13295278, -7686999, -27133996, 84883, 174671, -217208,11782, 
0x00000000, -13294896, -7689132, -27142698, 84412, 174515, -217063,11937, 
0x00000000, -13293953, -7681075, -27143680, 84723, 174601, -217275,12092, 
0x00000000, -13292937, -7685731, -27137112, 84399, 174324, -217211,12245, 
0x00000000, -13295060, -7690480, -27154074, 84458, 174333, -217212,12400, 
0x00000000, -13293689, -7687765, -27137520, 84624, 174240, -217217,12552, 
0x00000000, -13302112, -7690705, -27157888, 84756, 174289, -217178,12706, 
0x00000000, -13291843, -7690678, -27151104, 84461, 174093, -217188, 1646316058649, 
