encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,3670,-1086,-3890,-19,118,266,155,0
0,5966,4937,1677,78,280,147,308,0
0,-4622,2801,2540,-185,300,283,468,0
0,2848,-2804,-2800,135,523,88,624,0
0,-9118,961,1551,137,455,34,780,0
0,-6982,-3367,-7437,6,430,256,935,0
349,-2966,9905,-7721,-21,318,322,1089,0
984,-7110,-709,-3070,127,721,125,1245,0
1668,1362,541,1670,-89,679,83,1411,0
2337,-1160,5231,-9450,37,627,-108,1567,0
2961,-3162,-1242,5204,177,573,-95,1718,0
3577,-5350,113,-4997,-52,886,262,1872,0
4255,224966,-22637,21943,-3550,9250,1505,2027,0
4883,743948,-77536,78535,-11916,28494,4700,2181,0
5539,1190220,-386207,52224,-19465,45945,9652,2335,0
6149,1714210,-76781,202935,-28180,65370,10402,2491,0
6809,2206654,-96646,296373,-36199,83681,14668,2648,0
7471,2707090,-3680,393907,-44375,102351,16464,2806,0
8132,3184432,134358,503675,-52101,120036,19330,2969,0
8738,3606082,210344,619230,-59260,135808,22401,3126,0
9397,3988330,79035,650967,-65542,150125,26464,3284,0
10010,4297980,-269994,612713,-70545,161788,30514,3442,-1
10628,4597698,-565750,607597,-75546,173240,35225,3599,-1
11316,4917362,-1734,711309,-81064,185171,30527,3756,-1
11879,5142742,445073,722957,-84767,193538,23338,3914,-1
12566,5332882,-222028,454712,-87830,200675,24542,4076,-1
13170,5355548,-1417238,20276,-88126,201766,27545,4230,-1
13650,5476342,-1025230,189089,-90266,206174,27901,4385,-1
13743,5478604,-1075498,178541,-89899,206456,27852,4547,-1
13743,5498188,-1082123,169657,-90470,207047,27812,4697,-1
13697,5759770,-696234,207489,-94963,216683,22872,4851,-1
13207,5634102,656440,716536,-93267,211358,19994,5005,-1
12583,5401546,469639,747152,-89311,202703,24035,5159,-1
11946,5101770,640140,781888,-84544,191395,22501,5309,-1
11311,4851506,575584,639229,-80629,180823,17415,5462,-1
10673,4474774,289218,547278,-74618,167252,18956,5615,-1
10096,4119970,112054,481144,-68655,154068,19103,5770,-1
9454,3802422,-175237,376263,-63151,141983,19862,5922,0
8822,3320546,-773447,177047,-55469,124604,21535,6081,0
8122,2987638,-1173731,8869,-49424,112243,21196,6235,0
7547,2521062,-1288492,-127533,-41891,94616,18119,6389,0
6911,2120794,-1002830,-96918,-35520,79647,14218,6544,0
6269,1707394,-867758,-124200,-28496,63985,10999,6699,0
5639,1339222,-625983,-136764,-21995,49843,6346,6854,0
5002,955706,-434147,-144468,-15895,35835,2805,7007,0
4369,545508,-159299,-121302,-8703,19806,-1750,7162,0
3732,122438,7531,-40301,-1721,3990,-1697,7315,0
3157,44002,-1185,3723,-398,1063,237,7467,0
2520,33132,1560,7956,-305,778,54,7623,0
1886,49992,998,8080,-181,749,-107,7777,0
1245,41172,-829,6005,-542,962,344,7930,0
680,41680,2715,4752,-308,598,-69,8087,0
635,41050,5472,5620,-448,649,3,8243,0
634,38468,1573,831,-435,429,98,8396,0
634,35626,7340,11685,-184,467,43,8549,0
634,42462,-361,287,-334,379,168,8704,0
634,45530,-1088,12071,-701,429,138,8856,0
