encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-6742,-4440,3011,-51,181,-33,151,0
0,-4304,-5773,-2416,79,137,4,303,0
0,-9118,-880,4947,-249,77,70,470,0
0,-274,6724,-1989,59,131,30,622,0
0,-20164,-8199,-7909,-352,488,223,772,0
0,-19416,-1942,-6973,-181,339,-110,929,0
0,-16932,-7116,-1094,-43,382,47,1080,0
3,-15350,216,6766,52,387,113,1234,0
96,-22152,-185,-1225,-30,342,20,1384,0
430,-20912,9310,-5299,-23,553,77,1535,0
941,-22064,-3099,4052,22,573,313,1684,0
1566,-19954,254,-3731,-47,569,298,1835,0
2148,-25584,898,758,-98,475,97,1987,0
2726,-37100,1191,-5071,-37,500,111,2140,0
3363,-35374,-2327,-94,-45,550,224,2292,0
3946,-28248,2146,10,30,329,291,2446,0
4522,60038,-13356,-8538,-1347,4012,134,2604,0
5156,458212,-119426,26179,-8130,19275,3665,2757,0
5734,935152,-221148,57565,-15941,36888,6407,2908,0
6343,1387656,-154895,119117,-23362,53736,8822,3061,0
6880,1785624,-262196,160368,-30128,69518,12235,3214,0
7418,2224292,-228441,226411,-37302,85427,14294,3366,0
8005,2629580,-103452,292553,-44126,101014,14827,3524,0
8549,3032552,-52320,406093,-51082,115988,18314,3676,0
9078,3378648,-40482,422911,-57163,129151,19370,3833,0
9656,3700288,-115726,475487,-62392,140814,22476,3986,0
10220,4016252,-215125,486890,-67664,152996,24834,4139,-1
10701,4294580,-256196,523762,-72256,163542,27016,4292,-1
11220,4549152,-392611,549077,-76276,173377,30104,4445,-1
11757,4774168,-695089,490563,-80018,181429,33207,4597,-1
12275,5010268,-126258,563371,-84222,190175,26886,4748,-1
12750,5168148,201329,554972,-87344,196465,21416,4899,-1
13321,5171108,-1627221,-30450,-86973,196336,29816,5055,-1
13781,5314080,-1844633,-148511,-89176,201835,28903,5206,-1
13933,5340488,-1763264,-110468,-89355,202717,28293,5358,-1
13933,5353966,-1564406,-59241,-89839,203428,27207,5510,-1
13933,5352376,-1646612,-89271,-89787,202999,27699,5665,-1
13933,5349520,-1586853,-80118,-90002,202939,27325,5820,-1
13933,5339088,-1581383,-74691,-89999,202636,27518,5973,-1
13933,5348780,-1574626,-72524,-89738,202584,27160,6128,-1
13896,5734112,-684242,196789,-96622,216592,23083,6282,-1
13555,5631090,196436,531640,-95220,213187,20702,6433,-1
13058,5443596,341938,625391,-92098,206308,21649,6587,-1
12630,5180986,7684,530284,-87745,195905,23526,6739,-1
12136,4942752,281860,608466,-83543,187471,21661,6891,-1
11574,4678664,424199,602525,-79178,177566,18996,7042,-1
11000,4353494,629028,611043,-73828,165052,15303,7207,-1
10416,4002310,470096,512387,-67991,152205,14164,7364,-1
9838,3719856,261440,446667,-63234,141398,15256,7515,0
9253,3413088,119118,414330,-57706,129723,16010,7668,0
8674,3027082,-529955,173935,-51854,115622,17618,7821,0
8129,2621980,-842652,20541,-45280,100102,16733,7972,0
7533,2232720,-715325,-17318,-38484,85342,13319,8130,0
6910,1815236,-654575,-51657,-31776,70039,10269,8282,0
6276,1437170,-480972,-43297,-25534,56501,7340,8433,0
5640,1102192,-387257,-56171,-19738,43659,5174,8586,0
5065,705998,-170901,-28265,-12986,28848,2321,8741,0
4425,304978,-89827,-87815,-6448,13891,-1686,8892,0
3798,-45320,14202,-539,-208,349,-86,9043,0
3157,-44136,9019,3556,16,176,287,9196,0
2521,-53156,15494,-984,-383,257,31,9349,0
1947,-49448,11543,8169,47,206,202,9501,0
1310,-56488,6742,10401,228,232,304,9654,0
741,-53328,14288,4049,-28,115,90,9807,0
807,-46616,1402,4514,100,387,-58,9959,0
807,-65414,11078,10506,278,-8,4,10111,0
807,-65912,2039,4082,483,-97,-24,10266,0
807,-51804,9110,10899,210,-51,285,10419,0
