Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13253212, -7636545, -26441246, 82914, 173956, -215499,0, 
0x00000000, -13253185, -7644114, -26440172, 82706, 173717, -215447,155, 
0x00000000, -13251527, -7653429, -26442840, 82826, 173945, -215500,307, 
0x00000000, -13246088, -7637917, -26441036, 82784, 174037, -215389,458, 
0x00000000, -13251557, -7644508, -26432040, 83025, 174010, -215274,610, 
0x00000000, -13253563, -7649379, -26425304, 82765, 173968, -215226,764, 
0x00000000, -13259743, -7645990, -26431996, 82888, 174087, -215333,921, 
0x00000000, -13246347, -7641924, -26429066, 83030, 174039, -215670,1073, 
0x00000000, -13255124, -7645216, -26440344, 82885, 174282, -215133,1224, 
0x00000000, -13247500, -7642429, -26425998, 82940, 173839, -214977,1375, 
0x00000000, -13249176, -7643475, -26427336, 83062, 173962, -215324,1525, 
0x00000000, -13246954, -7647381, -26430528, 83029, 174068, -215308,1675, 
0x00000000, -13251206, -7641052, -26434956, 83003, 173998, -215552,1827, 
0x00000000, -13256803, -7649845, -26439340, 82982, 174148, -215212,2024, 
0x00000000, -13248541, -7654080, -26425228, 83039, 173992, -215535,2175, 
0x00000000, -13254996, -7643847, -26428488, 83048, 174257, -215528,2328, 
0x00000000, -13249374, -7640103, -26437096, 83026, 174161, -215470,2481, 
0x00000000, -13248091, -7635520, -26424292, 83095, 174075, -215559,2632, 
0x00000000, -13255838, -7641590, -26433604, 83091, 174242, -215317,2784, 
0x00000000, -13246823, -7646701, -26423276, 82953, 174221, -215527,2936, 
0x00000000, -13636972, -7653733, -27818076, 61617, 227518, -208660,3087, 
0x00000000, -15122337, -7673906, -30592704, 19655, 332821, -185320,3237, 
0x00000000, -17585528, -8053969, -33301560, -20966, 436132, -161234,3389, 
0x00000000, -19843272, -8431144, -35846696, -59837, 533819, -139653,3542, 
0x00000000, -22185892, -8932934, -38210896, -95483, 624080, -122546,3694, 
0x00000000, -22679154, -9104662, -39103000, -109294, 658869, -121202,3846, 
0x00000000, -23234074, -9080803, -40826032, -133451, 725054, -112036,4000, 
0x00000000, -25152260, -9477485, -43170960, -168757, 814790, -97217,4150, 
0x00000000, -26781160, -9879075, -45813076, -209445, 915105, -85789,4302, 
0x00000000, -28785392, -10397147, -48856132, -255714, 1032046, -73821,4454, 
0x00000000, -29692224, -10703276, -51087204, -289591, 1116985, -70758,4609, 
0x00000000, -29604368, -10649773, -51490112, -295792, 1132298, -70054,4762, 
0x00000000, -29501660, -10677977, -51677256, -298709, 1139732, -72397,4915, 
0x00000000, -29470592, -10628050, -51785752, -300232, 1143778, -71247,5068, 
0x00000000, -29432932, -10660857, -51872748, -301670, 1147018, -73068,5220, 
0x00000000, -29418008, -10604989, -51922072, -302328, 1148469, -71211,5373, 
0x00000000, -29388218, -10641227, -51951036, -302975, 1150458, -72758,5525, 
0x00000000, -29368024, -10597507, -51976132, -303287, 1151582, -71095,5678, 
0x00000000, -29353336, -10628030, -52017792, -303822, 1152380, -73095,5833, 
0x00000000, -27458892, -9815880, -52983908, -319095, 1188942, -69424,5985, 
0x00000000, -24985216, -9311991, -52362324, -310941, 1164585, -87100,6138, 
0x00000000, -22868796, -8423934, -49787948, -271977, 1065430, -86349,6292, 
0x00000000, -21042914, -8115656, -47076076, -231682, 961655, -103650,6444, 
0x00000000, -19258736, -7684604, -44541528, -193164, 864805, -116096,6600, 
0x00000000, -18438512, -7841797, -43198248, -173504, 813617, -134846,6751, 
0x00000000, -16453561, -7624481, -40309068, -129296, 702884, -158168,6904, 
0x00000000, -14395908, -7352567, -37902168, -92866, 611245, -180365,7057, 
0x00000000, -11723009, -7027738, -34782132, -45277, 491877, -211103,7210, 
0x00000000, -11467525, -7417492, -32216912, -6718, 393619, -231614,7363, 
0x00000000, -12101065, -7937536, -29554786, 34375, 292861, -243486,7517, 
0x00000000, -13041467, -8208658, -28213110, 55241, 242398, -239801,7673, 
0x00000000, -13270954, -7638722, -26499072, 81493, 177536, -215341,7827, 
0x00000000, -13288567, -7644722, -26489698, 82052, 176215, -215103,7984, 
0x00000000, -13274802, -7643058, -26474144, 82072, 175824, -215163,8137, 
0x00000000, -13274503, -7638797, -26463560, 82212, 175312, -215100,8290, 
0x00000000, -13269721, -7643027, -26456954, 82509, 174959, -215155,8442, 
0x00000000, -13274967, -7642049, -26448612, 82588, 174837, -215106,8594, 
0x00000000, -13266265, -7651511, -26448570, 82697, 174332, -214996,8748, 
0x00000000, -13274942, -7652399, -26445292, 82681, 174611, -215121,8900, 
0x00000000, -13272378, -7637407, -26446048, 82767, 174335, -215173,9051, 
0x00000000, -13270528, -7646680, -26437714, 82690, 174385, -215188,9204, 
0x00000000, -13271064, -7648901, -26431368, 82819, 174028, -215456, 1646311989014, 
