Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13242495, -7626844, -26264722, 83619, 175401, -215050,0, 
0x00000000, -13248307, -7636492, -26243242, 83505, 175522, -215500,155, 
0x00000000, -13237275, -7625759, -26255180, 83631, 175586, -215421,312, 
0x00000000, -13235635, -7623946, -26258670, 83615, 175309, -215208,468, 
0x00000000, -13234282, -7625305, -26258636, 83716, 175176, -215415,630, 
0x00000000, -13336259, -7725436, -27045116, 71815, 205012, -217206,788, 
0x00000000, -15319909, -7847487, -30175880, 24082, 325025, -189766,944, 
0x00000000, -17827404, -8108827, -33721384, -29748, 460087, -159990,1100, 
0x00000000, -20039842, -8394780, -36618800, -73742, 569873, -134855,1259, 
0x00000000, -21332624, -8759373, -38126532, -97536, 627897, -128481,1417, 
0x00000000, -21068680, -8473356, -39907412, -123958, 696375, -120339,1578, 
0x00000000, -20283480, -7564032, -41123984, -142936, 742225, -96885,1736, 
0x00000000, -19606542, -7362172, -41060856, -141468, 739105, -99417,1891, 
0x00000000, -19768876, -7381248, -41036720, -141183, 738159, -97942,2047, 
0x00000000, -19815994, -7393773, -41021568, -141103, 737904, -97048,2210, 
0x00000000, -19672880, -7363204, -41020320, -141217, 737577, -98219,2366, 
0x00000000, -19697220, -7400876, -40989088, -140560, 736651, -99134,2521, 
0x00000000, -19633610, -7329322, -41000752, -140617, 736310, -97678,2678, 
0x00000000, -19701896, -7370565, -41040944, -141646, 738039, -98526,2832, 
0x00000000, -19713614, -7276918, -40989384, -140606, 735546, -94482,2986, 
0x00000000, -19851240, -7415394, -41222288, -144036, 744880, -97578,3142, 
0x00000000, -19578996, -7292875, -41020508, -140924, 736944, -97648,3296, 
0x00000000, -19576834, -7330773, -40966900, -140391, 734971, -98788,3452, 
0x00000000, -19656120, -7331378, -41018524, -141152, 736609, -97437,3608, 
0x00000000, -19646202, -7326022, -41000892, -141072, 735971, -97215,3766, 
0x00000000, -19406324, -7068651, -40605080, -135235, 720875, -90874,3921, 
0x00000000, -19211128, -7051307, -40504432, -133407, 716601, -93620,4074, 
0x00000000, -19201140, -6981673, -40571096, -134311, 718690, -91158,4232, 
0x00000000, -19195130, -7017035, -40575096, -134420, 718825, -92567,4385, 
0x00000000, -19138236, -6856791, -40749716, -137057, 725557, -87276,4541, 
0x00000000, -20178990, -7410368, -41127596, -142917, 740511, -92918,4696, 
0x00000000, -19111120, -7279699, -40832052, -137759, 728042, -104233,4851, 
0x00000000, -19302684, -7070924, -40633640, -135339, 721414, -93367,5005, 
0x00000000, -19091822, -7163034, -40650024, -135251, 720582, -99968,5159, 
0x00000000, -19449722, -7322062, -40881024, -139086, 730338, -100777,5314, 
0x00000000, -19403732, -7361525, -40973996, -140481, 733203, -102702,5470, 
0x00000000, -19391256, -7333545, -40984420, -140656, 734044, -101937,5623, 
0x00000000, -19402900, -7341119, -41009264, -140784, 734533, -102339,5777, 
0x00000000, -19598712, -7418458, -41107752, -142288, 738113, -102479,5930, 
0x00000000, -19455616, -7340762, -41049368, -141716, 735964, -101462,6081, 
0x00000000, -19460912, -7386855, -41044292, -141607, 735787, -103128,6238, 
0x00000000, -19392370, -7354194, -41000532, -141090, 734289, -102961,6391, 
0x00000000, -19380884, -7329331, -40997476, -140866, 733974, -102351,6547, 
0x00000000, -19432164, -7370568, -41016452, -141058, 734269, -103025,6711, 
0x00000000, -19441072, -7379604, -41028092, -141319, 734478, -102788,6872, 
0x00000000, -19413156, -7354587, -41010240, -140998, 733576, -102432,7026, 
0x00000000, -19429720, -7367038, -41023140, -141070, 734305, -102967,7180, 
0x00000000, -19370008, -7337462, -40967632, -140456, 732358, -102608,7335, 
0x00000000, -19376848, -7337335, -40994200, -140618, 732989, -102746,7487, 
0x00000000, -19342332, -7349449, -40951008, -140170, 731371, -103261,7641, 
0x00000000, -19370582, -7348152, -40990112, -140567, 732479, -103293,7794, 
0x00000000, -19332016, -7352545, -40955760, -140169, 731475, -104025,7953, 
0x00000000, -19333024, -7333046, -40954428, -140042, 731095, -103006,8107, 
0x00000000, -19029252, -7205558, -41286884, -145076, 744141, -102568,8261, 
0x00000000, -19127596, -7182255, -41198960, -143727, 740338, -99952,8420, 
0x00000000, -19213140, -7193231, -41219804, -144051, 741060, -99076,8630, 
0x00000000, -19168742, -7173332, -41210600, -143822, 739840, -99090,8784, 
0x00000000, -19142182, -7148271, -41197256, -143411, 739697, -98532,8937, 
0x00000000, -19143282, -7143411, -41190812, -143373, 739255, -98136,9091, 
0x00000000, -19119692, -7159702, -41173632, -143251, 738568, -99319,9243, 
0x00000000, -19120000, -7141635, -41182728, -143267, 738729, -98592,9396, 
0x00000000, -19128878, -7148241, -41183720, -143031, 738699, -99074,9552, 
0x00000000, -19121440, -7159491, -41169692, -142998, 738497, -99368,9704, 
0x00000000, -19127280, -7145694, -41173004, -143034, 738396, -98482,9859, 
0x00000000, -19130392, -7169075, -41181136, -143465, 738532, -99445,10012, 
0x00000000, -19110752, -7139883, -41174168, -142949, 737514, -98885,10167, 
0x00000000, -19124358, -7157805, -41178528, -142771, 737754, -99719,10321, 
0x00000000, -19109256, -7149603, -41160952, -142781, 737381, -99071,10474, 
0x00000000, -19190088, -7292418, -40805632, -136800, 723326, -104089,10627, 
0x00000000, -20444716, -8007440, -40380040, -130128, 707322, -112959,10781, 
0x00000000, -21459712, -8389889, -40584976, -132962, 715732, -112372,10933, 
0x00000000, -22488092, -8674127, -41986492, -154491, 768937, -106950,11090, 
0x00000000, -24256600, -9284220, -44011664, -185264, 846399, -102070,11244, 
0x00000000, -25942948, -9750079, -46187392, -218214, 929789, -93196,11398, 
0x00000000, -27019948, -10055959, -47951624, -244874, 996863, -88549,11555, 
0x00000000, -26736716, -9862446, -48679800, -255796, 1024404, -84832,11752, 
0x00000000, -26587908, -9823531, -48833556, -258501, 1030243, -84842,11906, 
0x00000000, -26504392, -9742107, -48947456, -259831, 1034344, -83180,12061, 
0x00000000, -26411576, -9717018, -48994580, -261057, 1035959, -83971,12218, 
0x00000000, -26276714, -9616110, -49200224, -263765, 1043710, -81407,12372, 
0x00000000, -25375120, -9168418, -49705776, -271961, 1062974, -77426,12524, 
0x00000000, -22379184, -8495329, -49269492, -266096, 1044787, -96587,12681, 
0x00000000, -20296768, -7655697, -47075624, -233112, 961105, -97638,12834, 
0x00000000, -18524692, -7113237, -44953464, -201037, 879668, -105004,12989, 
0x00000000, -17369768, -6880790, -43220304, -174661, 813549, -114706,13144, 
0x00000000, -17741152, -7520989, -42223992, -159641, 774979, -133849,13299, 
0x00000000, -15881061, -7367443, -39898628, -124853, 686810, -157653,13454, 
0x00000000, -13904194, -7146223, -37507624, -88073, 595071, -180992,13608, 
0x00000000, -11743515, -6825226, -34993152, -49651, 499126, -203369,13763, 
0x00000000, -11538566, -7229254, -32722742, -15181, 412446, -223334,13919, 
0x00000000, -11811249, -7721081, -30430200, 20473, 324958, -239626,14072, 
0x00000000, -12264904, -7974415, -28750876, 46408, 261533, -242710,14227, 
0x00000000, -13106334, -8196295, -27882888, 59585, 228910, -239516,14383, 
0x00000000, -13260526, -7607190, -26430672, 81910, 174377, -215114,14537, 
0x00000000, -13258648, -7607313, -26429104, 82193, 173231, -214990,14700, 
0x00000000, -13259620, -7611277, -26422384, 82426, 172974, -215056,14853, 
0x00000000, -13272340, -7608058, -26409712, 82430, 173238, -215010,15006, 
0x00000000, -13263502, -7608756, -26410492, 82533, 172621, -214995,15160, 
0x00000000, -13261752, -7614175, -26413236, 82749, 172566, -215020,15351, 
0x00000000, -13263405, -7616116, -26402692, 82680, 172344, -215180,15503, 
0x00000000, -13270239, -7612011, -26414544, 82994, 172391, -215142,15658, 
0x00000000, -13271645, -7613771, -26408714, 82763, 172192, -215053,15810, 
0x00000000, -13260046, -7617070, -26401172, 82986, 171875, -215253,15964, 
0x00000000, -13258814, -7612415, -26395164, 83032, 171878, -214983,16119, 
0x00000000, -13263519, -7615369, -26401236, 82950, 171961, -215173,16276, 
0x00000000, -13256519, -7618775, -26404570, 82762, 172066, -214683,16431, 
0x00000000, -13259998, -7612898, -26394184, 82932, 171943, -215017, 
