Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13242309, -7595327, -26387626, 81826, 175739, -212784,0, 
0x00000000, -13242872, -7588316, -26390720, 82000, 175770, -212736,144, 
0x00000000, -13240856, -7593566, -26384594, 81834, 176041, -212730,298, 
0x00000000, -13235743, -7589007, -26384540, 81684, 175948, -212533,452, 
0x00000000, -13237182, -7586658, -26390896, 81834, 175741, -212743,603, 
0x00000000, -13241099, -7596439, -26385092, 81908, 175939, -212620,754, 
0x00000000, -13242271, -7595926, -26379300, 81800, 175923, -212644,908, 
0x00000000, -13241892, -7597202, -26388450, 81757, 175981, -212758,1061, 
0x00000000, -13239455, -7596044, -26380244, 81922, 175869, -212565,1212, 
0x00000000, -13241594, -7596401, -26386588, 81623, 175972, -212582,1365, 
0x00000000, -13238686, -7605410, -26383608, 81962, 176099, -212642,1519, 
0x00000000, -13231639, -7601321, -26381992, 81783, 175950, -212866,1672, 
0x00000000, -13242101, -7596303, -26385192, 81975, 176144, -212577,1823, 
0x00000000, -13243203, -7594608, -26385542, 81983, 176015, -212723,1977, 
0x00000000, -13242935, -7593911, -26379440, 82041, 175965, -212733,2131, 
0x00000000, -13244137, -7594955, -26390476, 81849, 176242, -212811,2284, 
0x00000000, -13238456, -7591325, -26385232, 81907, 176110, -212592,2437, 
0x00000000, -13241504, -7595300, -26384144, 81959, 176094, -212589,2588, 
0x00000000, -13239238, -7591150, -26374126, 82056, 176174, -212521,2742, 
0x00000000, -13245632, -7596181, -26379520, 81941, 176089, -212825,2894, 
0x00000000, -13244661, -7587603, -26381556, 81630, 176071, -212672,3046, 
0x00000000, -13239278, -7601285, -26373646, 81872, 176348, -212563,3202, 
0x00000000, -13242708, -7594241, -26373280, 81946, 176377, -212725,3355, 
0x00000000, -13238295, -7592931, -26380948, 81781, 176197, -212941,3507, 
0x00000000, -13237319, -7603744, -26368728, 81887, 176405, -212583,3661, 
0x00000000, -13236657, -7588061, -26376816, 81972, 176351, -212564,3811, 
0x00000000, -13241788, -7590666, -26374624, 81708, 176478, -212686,3963, 
0x00000000, -13233041, -7603094, -26369998, 81977, 176270, -212630,4113, 
0x00000000, -13238991, -7594934, -26382226, 81771, 176174, -212569,4265, 
0x00000000, -13243410, -7592912, -26372148, 81904, 176488, -212569,4420, 
0x00000000, -13233004, -7588961, -26378120, 81822, 176513, -212767,4573, 
0x00000000, -13244948, -7605669, -26382288, 82059, 176247, -212832,4724, 
0x00000000, -13241848, -7594989, -26379500, 82048, 176541, -212686,4875, 
0x00000000, -13243056, -7592053, -26366182, 81950, 176551, -212765,5029, 
0x00000000, -13237976, -7591423, -26370924, 82003, 176455, -212687,5182, 
0x00000000, -13235947, -7592948, -26370618, 81945, 176599, -212767,5334, 
0x00000000, -13240262, -7597913, -26373088, 81866, 176393, -212660,5486, 
0x00000000, -13238454, -7596335, -26362864, 82005, 176359, -212817,5636, 
0x00000000, -13238393, -7601668, -26361524, 81889, 176577, -212606,5788, 
0x00000000, -13298806, -7453824, -27473688, 60848, 211969, -206669,5939, 
0x00000000, -13518766, -7245261, -29252776, 30464, 268037, -195023,6091, 
0x00000000, -13909290, -7256846, -30825932, 5468, 320948, -188562,6246, 
0x00000000, -14839917, -7569586, -32884542, -11601, 413757, -188542,6396, 
0x00000000, -15848763, -7877807, -34765524, -29190, 495108, -187442,6550, 
0x00000000, -16818736, -8167732, -36623104, -48629, 571370, -186208,6703, 
0x00000000, -17405354, -8101946, -38327336, -68427, 639105, -175897,6854, 
0x00000000, -17421744, -7804983, -38761760, -73642, 655682, -163214,7005, 
0x00000000, -17352720, -7792843, -38915688, -75852, 661974, -163537,7157, 
0x00000000, -17361588, -7708654, -39055824, -77416, 666945, -160205,7308, 
0x00000000, -17395106, -7635006, -39145524, -78672, 670291, -156748,7457, 
0x00000000, -17274220, -7683337, -39177340, -78857, 671532, -159788,7608, 
0x00000000, -17337306, -7598853, -39252572, -79760, 674258, -156173,7759, 
0x00000000, -17282206, -7626222, -39277688, -80074, 675545, -157640,7915, 
0x00000000, -17281598, -7587569, -39306920, -80724, 676670, -155819,8065, 
0x00000000, -17297492, -7561397, -39331264, -81148, 677902, -154751,8220, 
0x00000000, -17222172, -7587521, -39346312, -81352, 678275, -156840,8371, 
0x00000000, -17328860, -7507152, -39403812, -81987, 680089, -152539,8524, 
0x00000000, -17201156, -7583938, -39387544, -81750, 679625, -156714,8677, 
0x00000000, -17525742, -7396776, -40074880, -90591, 705915, -144397,8830, 
0x00000000, -16989410, -6943453, -40822544, -100675, 734195, -132659,8983, 
0x00000000, -15941683, -6585960, -41308248, -108454, 751891, -130197,9142, 
0x00000000, -14127439, -6314047, -40463440, -102317, 714399, -144631,9296, 
0x00000000, -12732518, -6040391, -38659000, -84192, 640018, -153263,9447, 
0x00000000, -12052401, -6116649, -37118112, -71500, 573306, -169744,9599, 
0x00000000, -12308466, -6668031, -34651704, -55553, 462332, -191763,9752, 
0x00000000, -12636258, -7181965, -32024542, -32625, 350078, -209087,9905, 
0x00000000, -12781022, -7612740, -30037996, 7694, 289318, -220088,10060, 
0x00000000, -13192992, -7817140, -28526104, 38406, 242562, -219642,10213, 
0x00000000, -13136956, -7725770, -27723862, 55193, 217854, -217832,10366, 
0x00000000, -13217993, -7601414, -26480734, 79953, 179068, -213097,10519, 
0x00000000, -13239111, -7582234, -26422304, 80850, 176879, -212764,10672, 
0x00000000, -13236016, -7590530, -26417800, 81078, 176482, -212528,10824, 
0x00000000, -13238353, -7592460, -26414420, 81081, 175999, -212606,10977, 
0x00000000, -13236730, -7575530, -26406894, 81467, 176252, -212638,11129, 
0x00000000, -13234834, -7587185, -26406384, 81291, 175830, -212627,11329, 
0x00000000, -13238202, -7595925, -26410392, 81321, 175846, -212690,11481, 
0x00000000, -13236264, -7583034, -26392114, 81451, 175498, -212624,11633, 
0x00000000, -13239818, -7591975, -26403704, 81334, 175301, -212684,11783, 
0x00000000, -13238649, -7589127, -26402836, 81402, 175380, -212649,11941, 
0x00000000, -13240311, -7585909, -26407636, 81498, 175318, -212373,12094, 
0x00000000, -13234678, -7591559, -26392624, 81261, 175304, -212628,12248, 
0x00000000, -13241914, -7587736, -26400552, 81617, 175520, -212597,12408, 
0x00000000, -13243304, -7589716, -26398496, 81658, 175417, -212624,12561, 
0x00000000, -13238742, -7599011, -26397564, 81442, 175313, -212491, 
