Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13309711, -7674733, -27039352, 83563, 174054, -217075,0, 
0x00000000, -13302966, -7684251, -27036972, 83542, 173978, -217105,153, 
0x00000000, -13315691, -7678740, -27029860, 83708, 173885, -216982,304, 
0x00000000, -13318251, -7677837, -27028636, 83564, 174099, -217320,457, 
0x00000000, -13311832, -7684451, -27043232, 83406, 174213, -217131,609, 
0x00000000, -13314078, -7677276, -27031560, 83651, 174383, -217072,761, 
0x00000000, -13318928, -7686336, -27040062, 83754, 174341, -217058,992, 
0x00000000, -13310280, -7682624, -27036060, 83797, 174280, -217293,1144, 
0x00000000, -13315707, -7681375, -27034740, 83698, 174238, -217068,1294, 
0x00000000, -13309085, -7680297, -27034390, 83622, 174285, -217267,1463, 
0x00000000, -13312310, -7679854, -27033486, 83847, 174310, -217043,1615, 
0x00000000, -13321027, -7689313, -27043154, 83617, 174378, -217235,1768, 
0x00000000, -13316261, -7676814, -27032664, 83821, 174211, -217085,1921, 
0x00000000, -13313685, -7681752, -27036226, 83621, 174224, -217406,2073, 
0x00000000, -13315712, -7690234, -27036738, 83901, 174452, -217295,2226, 
0x00000000, -13314573, -7676986, -27033870, 84012, 174301, -217225,2379, 
0x00000000, -13321592, -7680902, -27044226, 83795, 174438, -217114,2534, 
0x00000000, -13317282, -7684546, -27031356, 83938, 174509, -217111,2687, 
0x00000000, -13312459, -7687227, -27025786, 83727, 174517, -217047,2839, 
0x00000000, -13315632, -7688609, -27036008, 84103, 174467, -217146,2999, 
0x00000000, -13320960, -7688621, -27040034, 83917, 174584, -217199,3150, 
0x00000000, -13316900, -7685653, -27026300, 83805, 174514, -217233,3302, 
0x00000000, -13316606, -7669696, -27032750, 83931, 174649, -217074,3455, 
0x00000000, -13309147, -7691916, -27033124, 83705, 174683, -216960,3609, 
0x00000000, -13312772, -7687731, -27020424, 83885, 174566, -217195,3761, 
0x00000000, -13319734, -7690422, -27034472, 83897, 174884, -217303,3911, 
0x00000000, -13315179, -7689421, -27027992, 83938, 174580, -216991,4068, 
0x00000000, -13320490, -7690118, -27021556, 83821, 174898, -217313,4221, 
0x00000000, -13320150, -7692166, -27021492, 83907, 174696, -217128,4381, 
0x00000000, -13318765, -7689701, -27032700, 83968, 174953, -217277,4537, 
0x00000000, -13476227, -7650131, -27562524, 75383, 194999, -212916,4690, 
0x00000000, -13500673, -7550589, -28259176, 63938, 220908, -208067,4843, 
0x00000000, -13554667, -7506634, -28847648, 54226, 242963, -205473,4995, 
0x00000000, -13894269, -7464987, -29410168, 44949, 264693, -197809,5148, 
0x00000000, -13839835, -7341373, -30048868, 34536, 288509, -193831,5305, 
0x00000000, -13839822, -7201940, -30642956, 24627, 311102, -188172,5458, 
0x00000000, -13761843, -7118135, -31245900, 15147, 333078, -185621,5614, 
0x00000000, -13865139, -7045114, -31769290, 6484, 352523, -180761,5767, 
0x00000000, -14405935, -7107337, -32189512, -591, 368829, -174140,5920, 
0x00000000, -14818390, -7133582, -32653438, -7964, 385937, -167729,6075, 
0x00000000, -14611830, -7032513, -33048082, -14586, 401372, -167075,6228, 
0x00000000, -14098072, -6852976, -33493308, -21747, 417998, -168368,6381, 
0x00000000, -14612944, -6927165, -33836688, -27452, 431385, -162758,6596, 
0x00000000, -13378000, -6753117, -34434268, -37012, 452796, -176137,6750, 
0x00000000, -12598914, -6741282, -34874840, -43929, 469211, -188149,6903, 
0x00000000, -14185172, -7270776, -34824556, -42884, 467506, -182432,7055, 
0x00000000, -13984674, -7176245, -34688892, -40769, 462449, -181865,7207, 
0x00000000, -14009487, -7184494, -34679060, -40724, 462658, -182253,7363, 
0x00000000, -13957893, -7190132, -34680648, -40338, 462555, -182908,7524, 
0x00000000, -13830735, -7149450, -34814040, -42730, 466978, -183759,7677, 
0x00000000, -13912831, -7310636, -35252208, -50478, 483469, -187778,7830, 
0x00000000, -13434417, -7042721, -35227360, -50721, 482217, -185365,7984, 
0x00000000, -13877647, -7112164, -34755612, -43416, 464264, -181138,8139, 
0x00000000, -14296249, -7205313, -34276392, -35665, 446130, -177714,8292, 
0x00000000, -14478503, -7361426, -33854472, -29244, 429786, -181435,8446, 
0x00000000, -14027719, -7268573, -33482062, -23265, 415909, -185586,8599, 
0x00000000, -13428973, -7152871, -33126782, -17637, 402621, -191215,8754, 
0x00000000, -13268171, -7146455, -32727244, -10872, 387554, -193712,8906, 
0x00000000, -13568094, -7226879, -32300852, -3459, 371451, -192230,9061, 
0x00000000, -13948712, -7362822, -31828148, 4320, 353592, -191508,9217, 
0x00000000, -14315579, -7474293, -31322824, 12529, 334717, -189958,9371, 
0x00000000, -13683967, -7350332, -31000120, 18973, 323168, -195711,9521, 
0x00000000, -13628232, -7402648, -30573288, 26151, 306651, -199201,9676, 
0x00000000, -13928027, -7539453, -30041204, 34843, 286559, -199583,9830, 
0x00000000, -14217130, -7656430, -29527962, 43260, 267818, -199540,9982, 
0x00000000, -14209901, -7717373, -28935564, 52658, 245519, -202436,10135, 
0x00000000, -13983697, -7767321, -28426748, 61005, 226171, -208670,10284, 
0x00000000, -13672940, -7761418, -28011614, 67612, 210817, -213055,10437, 
0x00000000, -13387710, -7732469, -27492056, 76042, 190798, -217499,10590, 
0x00000000, -13309682, -7680213, -27052284, 83517, 174609, -216801,10743, 
0x00000000, -13315129, -7686296, -27058080, 83449, 174571, -216734,10897, 
0x00000000, -13309110, -7681829, -27053744, 83843, 174381, -217253,11048, 
0x00000000, -13307650, -7678381, -27046080, 83892, 174124, -217139,11203, 
0x00000000, -13313134, -7684002, -27044532, 83436, 174092, -216907,11355, 
0x00000000, -13305427, -7684563, -27050352, 83775, 173962, -217137,11507, 
0x00000000, -13315368, -7683082, -27046948, 83882, 173941, -217222,11660, 
0x00000000, -13309053, -7682426, -27050284, 83589, 173981, -216996,11813, 
0x00000000, -13303498, -7680406, -27053326, 83817, 173772, -217157,11965, 
0x00000000, -13314182, -7679752, -27042916, 83522, 173844, -217445, 1646315625101, 
