Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10881216, -4712019, -31372218, 64723, 203024, -163562,0, 
0x00000000, -10882474, -4710869, -31373880, 64734, 203131, -163672,138, 
0x00000000, -10884216, -4703823, -31362832, 64725, 203103, -163750,283, 
0x00000000, -10883430, -4714442, -31366294, 64664, 203028, -163729,427, 
0x00000000, -10882001, -4705949, -31376504, 64753, 203136, -163841,564, 
0x00000000, -10876412, -4710393, -31370684, 64856, 203150, -163678,705, 
0x00000000, -10887932, -4714025, -31374198, 64808, 203372, -163929,866, 
0x00000000, -10879792, -4707417, -31371268, 64638, 203004, -163823,1016, 
0x00000000, -10880233, -4713331, -31373444, 64674, 203250, -163732,1162, 
0x00000000, -10887069, -4707308, -31374956, 64750, 203190, -163693,1307, 
0x00000000, -10877633, -4705931, -31370104, 64804, 203316, -163535,1459, 
0x00000000, -10882090, -4722771, -31363604, 64658, 203198, -163690,1600, 
0x00000000, -10879077, -4709398, -31381200, 64667, 202917, -163873,1740, 
0x00000000, -10883531, -4701269, -31376092, 64691, 203032, -163748,1888, 
0x00000000, -10877303, -4705714, -31373188, 64331, 203018, -163390,2033, 
0x00000000, -10873327, -4707093, -31376122, 64770, 202876, -163773,2186, 
0x00000000, -10882747, -4710711, -31370772, 64652, 203094, -163678,2337, 
0x00000000, -10880099, -4703220, -31377676, 64728, 203156, -163664,2486, 
0x00000000, -10884835, -4705083, -31382656, 64449, 203174, -163712,2630, 
0x00000000, -10890316, -4705817, -31378598, 64674, 203265, -163837,2775, 
0x00000000, -10882453, -4706122, -31378240, 64779, 203160, -163718,2925, 
0x00000000, -10887030, -4706564, -31383442, 64673, 203120, -163754,3066, 
0x00000000, -10885527, -4704975, -31384144, 64623, 203335, -163806,3318, 
0x00000000, -10880210, -4707916, -31385204, 64512, 203325, -163706,3468, 
0x00000000, -10890056, -4706381, -31383232, 64562, 203005, -163585,3616, 
0x00000000, -10877481, -4700462, -31385710, 64602, 202909, -163867,3757, 
0x00000000, -10876654, -4715527, -31385872, 64454, 203310, -163767,3896, 
0x00000000, -10873153, -4708499, -31565244, 63380, 200750, -163936,4045, 
0x00000000, -10864876, -4717268, -31684474, 62427, 199307, -164113,4188, 
0x00000000, -10845950, -4716707, -31824044, 61549, 197376, -164156,4333, 
0x00000000, -10854421, -4725477, -31928990, 60788, 195817, -164192,4480, 
0x00000000, -10846740, -4709374, -32052372, 60190, 194290, -164452,4629, 
0x00000000, -10838890, -4706341, -32163936, 59025, 192796, -164460,4782, 
0x00000000, -10858779, -4686649, -32260384, 58030, 192094, -164992,4928, 
0x00000000, -10870254, -4667697, -32330568, 57386, 191055, -164814,5076, 
0x00000000, -10888374, -4660449, -32441172, 57003, 190571, -165088,5222, 
0x00000000, -10870623, -4651257, -32571730, 57927, 188178, -165113,5368, 
0x00000000, -10865620, -4638478, -32692392, 57437, 186755, -165431,5512, 
0x00000000, -10894155, -4614162, -32792434, 56727, 185653, -165536,5654, 
0x00000000, -10922671, -4647877, -32888420, 55884, 184000, -165363,5800, 
0x00000000, -10893523, -4632584, -33031704, 54865, 181956, -165602,5947, 
0x00000000, -10863641, -4627744, -33180612, 54021, 180040, -165946,6096, 
0x00000000, -10829145, -4629805, -33315344, 53455, 178335, -165943,6244, 
0x00000000, -10809027, -4633498, -33480380, 52830, 176005, -166373,6389, 
0x00000000, -10789114, -4629172, -33618836, 51979, 174252, -166356,6537, 
0x00000000, -10771244, -4629758, -33788616, 51197, 172706, -166602,6684, 
0x00000000, -10749888, -4641825, -33949360, 50248, 170576, -166696,6826, 
0x00000000, -10718327, -4676644, -34141380, 49268, 168109, -166680,6968, 
0x00000000, -10729658, -4631089, -34308892, 48297, 166161, -166998,7116, 
0x00000000, -10656637, -4678299, -34483448, 47095, 163917, -167025,7260, 
0x00000000, -10612500, -4679804, -34665384, 45889, 161785, -167384,7405, 
0x00000000, -10591941, -4681540, -34854368, 44664, 159812, -168011,7550, 
0x00000000, -10550815, -4666514, -35010932, 43647, 157731, -168061,7690, 
0x00000000, -10545229, -4709236, -35157384, 42766, 156190, -167734,7834, 
0x00000000, -10549410, -4686982, -35261728, 41463, 156651, -168427,7977, 
0x00000000, -10642448, -4812192, -35377816, 41705, 156038, -166014,8116, 
0x00000000, -10598569, -4767057, -35533256, 41252, 154487, -167027,8265, 
0x00000000, -10565728, -4767989, -35685224, 40440, 152649, -167077,8412, 
0x00000000, -10556132, -4806825, -35846172, 39484, 150878, -166575,8564, 
0x00000000, -10537908, -4798407, -35984600, 38925, 149588, -167156,8707, 
0x00000000, -10505310, -4795156, -36134900, 38078, 147739, -167169,8852, 
0x00000000, -10471643, -4762262, -36277016, 37341, 146342, -167880,9006, 
0x00000000, -10448815, -4757207, -36388984, 36847, 144972, -168164,9156, 
0x00000000, -10436809, -4761742, -36527776, 35718, 143297, -168407,9304, 
0x00000000, -10446262, -4761925, -36664552, 35278, 142331, -168171,9452, 
0x00000000, -10414268, -4738198, -36794068, 34205, 140697, -168995,9604, 
0x00000000, -10429582, -4702327, -36975216, 33081, 138890, -169343,9747, 
0x00000000, -10433943, -4666087, -37126148, 32281, 137279, -169622,9889, 
0x00000000, -10441575, -4649399, -37274328, 31411, 135527, -169931,10037, 
0x00000000, -10418864, -4609743, -37414308, 30426, 134071, -170784,10185, 
0x00000000, -10434104, -4592064, -37543816, 29536, 132713, -170993,10337, 
0x00000000, -10407386, -4574334, -37639884, 29039, 131567, -171334,10486, 
0x00000000, -10441870, -4552176, -37779044, 28007, 129880, -171589,10633, 
0x00000000, -10448187, -4530397, -37821048, 27764, 129571, -171706,10773, 
0x00000000, -10434687, -4537267, -37770728, 27897, 130258, -171723,10918, 
0x00000000, -10396299, -4535625, -37698016, 28215, 130850, -172109,11060, 
0x00000000, -10398354, -4519950, -37662804, 28342, 131538, -172156,11204, 
0x00000000, -10389788, -4521153, -37641416, 28672, 131716, -172342,11354, 
0x00000000, -10356172, -4565897, -37634176, 28514, 131576, -172135,11498, 
0x00000000, -10261931, -4602499, -37630596, 28668, 131512, -171959,11645, 
0x00000000, -10266041, -4648372, -37621728, 28686, 131624, -171589,11786, 
0x00000000, -10283989, -4659399, -37601500, 28940, 132194, -171104,11934, 
0x00000000, -10268771, -4681758, -37594648, 28804, 132127, -171280,12077, 
0x00000000, -10264502, -4695701, -37589144, 28857, 132188, -170928,12219, 
0x00000000, -10273923, -4764234, -37572360, 28790, 132516, -170173,12362, 
0x00000000, -10275147, -4845613, -37561012, 29014, 132847, -169172,12507, 
0x00000000, -10303412, -4999748, -37565508, 29236, 132909, -167049,12650, 
0x00000000, -10444959, -5126709, -37558512, 29880, 132928, -164467,12791, 
0x00000000, -10340533, -5013600, -37556816, 29967, 133068, -166634,12936, 
0x00000000, -10285975, -4986246, -37543596, 30216, 133322, -167149,13079, 
0x00000000, -10544582, -5067948, -37549100, 31189, 135042, -164621,13225, 
0x00000000, -10450290, -5025846, -37531316, 31388, 135695, -165892,13366, 
0x00000000, -10349610, -4968092, -37528500, 31726, 135322, -166691,13510, 
0x00000000, -10315751, -4990416, -37528112, 31755, 135619, -166696,13657, 
0x00000000, -10548538, -5117500, -37523736, 32795, 136762, -163745,13798, 
0x00000000, -10442521, -5088932, -37508892, 32823, 136923, -164870,13947, 
0x00000000, -10380896, -5057181, -37490544, 33094, 136835, -165360,14109, 
0x00000000, -10287523, -5009578, -37503284, 33252, 136747, -166431,14256, 
0x00000000, -10251818, -4945740, -37503724, 33279, 136956, -167345,14401, 
0x00000000, -10931881, -4946835, -37461512, 33270, 137375, -163301,14544, 
0x00000000, -10609083, -4854708, -37428348, 32983, 137828, -166656,14693, 
0x00000000, -10710816, -5069208, -37363664, 33869, 138628, -163893,14835, 
0x00000000, -10744733, -5092849, -37335464, 34088, 139071, -163107,14985, 
0x00000000, -10741839, -5081676, -37351176, 33999, 138757, -163115,15140, 
0x00000000, -10703114, -5039582, -37369552, 33821, 138569, -163900,15286, 
0x00000000, -10693403, -5018007, -37344504, 33967, 138788, -164326,15436, 
0x00000000, -10711497, -5026385, -37337248, 33717, 138708, -164057,15578, 
0x00000000, -10714828, -5031657, -37351200, 33775, 138568, -164045,15722, 
0x00000000, -10715120, -5027234, -37339272, 33761, 138556, -163991,15866, 
0x00000000, -10725888, -5030613, -37333536, 33844, 138631, -164054,16013, 
0x00000000, -10708763, -5023761, -37330028, 33886, 138799, -163931,16161, 
0x00000000, -10714424, -5011476, -37345296, 34344, 138840, -164220,16306, 
0x00000000, -10728846, -5013674, -37340328, 34164, 138621, -164095,16448, 
0x00000000, -10717622, -5007836, -37341868, 34023, 138708, -164067,16588, 
0x00000000, -10709334, -5008506, -37337996, 33711, 138542, -164243,16735, 
0x00000000, -10720908, -5002588, -37341996, 34018, 138788, -164310,16877, 
0x00000000, -10719476, -5002526, -37336760, 33960, 138480, -164306,17030, 
0x00000000, -10724096, -5005723, -37345224, 34034, 138743, -164190,17174, 
0x00000000, -10730483, -5009833, -37331228, 34039, 138591, -164168,17377, 
0x00000000, -10719613, -5011886, -37326424, 34266, 138890, -164223,17536, 
0x00000000, -10670831, -5086058, -37331880, 34126, 138693, -163483,17684, 
0x00000000, -11211437, -4774807, -37423232, 33545, 138006, -164413,17836, 
0x00000000, -11287229, -5012832, -37416392, 33868, 137547, -161229,17984, 
0x00000000, -11140853, -4807974, -37431048, 33700, 137177, -164052,18127, 
0x00000000, -11082923, -4712149, -37433408, 33666, 137649, -165721,18272, 
0x00000000, -11083246, -4737235, -37423976, 33715, 137491, -165919,18414, 
0x00000000, -11093837, -4719402, -37436844, 33738, 137501, -165260,18560, 
0x00000000, -11113544, -4751158, -37403272, 33904, 137833, -165245,18706, 
0x00000000, -11109454, -4762601, -37430160, 33786, 137579, -165324,18854, 
0x00000000, -11108528, -4752701, -37416272, 33641, 137660, -164917,19010, 
0x00000000, -11099956, -4753996, -37422760, 33814, 137502, -165128,19156, 
0x00000000, -11100387, -4739638, -37418096, 33964, 137558, -165380,19309, 
0x00000000, -11098988, -4760365, -37417256, 33899, 137678, -165304,19452, 
0x00000000, -11097458, -4757849, -37411608, 33548, 137694, -165178,19597, 
0x00000000, -11099830, -4752008, -37418400, 33892, 137564, -164953,19744, 
0x00000000, -11102340, -4746446, -37423972, 33701, 137563, -165290,19888, 
