Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10865734, -4774079, -31255330, 66627, 205708, -163093,0, 
0x00000000, -10866017, -4774450, -31260732, 66908, 205858, -163051,136, 
0x00000000, -10866018, -4777715, -31254896, 67031, 205552, -163153,276, 
0x00000000, -10863668, -4769004, -31252764, 66649, 205653, -162868,424, 
0x00000000, -10870152, -4773053, -31250824, 67091, 205898, -162986,567, 
0x00000000, -10867054, -4771905, -31249078, 67073, 205682, -163259,712, 
0x00000000, -10865001, -4770468, -31252796, 67054, 205750, -162717,852, 
0x00000000, -10872877, -4777610, -31249682, 66953, 205851, -162883,993, 
0x00000000, -10865468, -4767801, -31258280, 67055, 205612, -162968,1134, 
0x00000000, -10863161, -4769585, -31248792, 66981, 205640, -163049,1279, 
0x00000000, -10862806, -4777057, -31241850, 67074, 205650, -162863,1422, 
0x00000000, -10858502, -4776528, -31254892, 66911, 205684, -163111,1566, 
0x00000000, -10869222, -4778206, -31256656, 67064, 205731, -163227,1710, 
0x00000000, -10877538, -4769008, -31249702, 67319, 205785, -163114,1862, 
0x00000000, -10867003, -4766631, -31254264, 67203, 205779, -162851,2006, 
0x00000000, -10868661, -4771555, -31254252, 67500, 205629, -162907,2150, 
0x00000000, -10873309, -4767810, -31249730, 67192, 205683, -162976,2296, 
0x00000000, -10862707, -4762153, -31252440, 67295, 205447, -163059,2441, 
0x00000000, -10865401, -4764038, -31257670, 67079, 205591, -163084,2583, 
0x00000000, -10860897, -4763314, -31259202, 67130, 205617, -163025,2726, 
0x00000000, -10864097, -4760139, -31263520, 67299, 205219, -162877,2871, 
0x00000000, -10872154, -4770782, -31260232, 67290, 205580, -163185,3021, 
0x00000000, -10868150, -4763519, -31267168, 66955, 205594, -162872,3166, 
0x00000000, -10862733, -4770338, -31265652, 67027, 205480, -163000,3308, 
0x00000000, -10868218, -4769985, -31256776, 67045, 205537, -162975,3450, 
0x00000000, -10867279, -4770064, -31266564, 67034, 205171, -163098,3600, 
0x00000000, -10869817, -4769809, -31269032, 67132, 205191, -162928,3744, 
0x00000000, -10864516, -4769605, -31264796, 67159, 205161, -163147,3890, 
0x00000000, -10867446, -4775413, -31270128, 67049, 205136, -163029,4031, 
0x00000000, -10863739, -4767394, -31275860, 66879, 205277, -162991,4171, 
0x00000000, -10861808, -4763923, -31277116, 67060, 205015, -163163,4313, 
0x00000000, -10862435, -4759600, -31279988, 67147, 205203, -162989,4456, 
0x00000000, -10863455, -4770254, -31262292, 67013, 205246, -163036,4601, 
0x00000000, -10862677, -4757672, -31268650, 67404, 204980, -162787,4744, 
0x00000000, -10864694, -4771037, -31271556, 66998, 205180, -162840,4895, 
0x00000000, -10864259, -4766428, -31274384, 67133, 205329, -162923,5045, 
0x00000000, -10867201, -4765035, -31266604, 67133, 205149, -162904,5199, 
0x00000000, -10869268, -4765256, -31276872, 67421, 205103, -163099,5341, 
0x00000000, -10867653, -4760629, -31269920, 67056, 205162, -162821,5498, 
0x00000000, -10867272, -4764124, -31271916, 67024, 205193, -162822,5641, 
0x00000000, -10869797, -4768202, -31265772, 67120, 205013, -163176,5783, 
0x00000000, -10858784, -4765367, -31270532, 67069, 205063, -162957,5929, 
0x00000000, -10865198, -4763290, -31263332, 67280, 205220, -163147,6074, 
0x00000000, -10870246, -4764366, -31264888, 66935, 205094, -163152,6216, 
0x00000000, -10867868, -4768430, -31269698, 67206, 205124, -163135,6358, 
0x00000000, -10869489, -4767480, -31368132, 66544, 204286, -163124,6498, 
0x00000000, -10856793, -4766114, -31454980, 66703, 203716, -163228,6644, 
0x00000000, -10837458, -4778545, -31544606, 66034, 202771, -163323,6792, 
