encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,1612,4283,-2516,58,-71,-205,138,0
0,2284,10548,-1920,-65,-36,-65,280,0
0,5444,12338,-2728,-25,100,-207,421,0
0,-9676,5749,-3781,69,35,-399,566,0
0,-1320,4801,-5338,107,-82,-277,710,0
0,4768,10846,-50,-110,-27,-233,851,0
0,-13912,10537,-1767,92,-79,-99,1000,0
0,6116,6234,-6277,-30,-5,-297,1143,0
45,10426,8375,-6036,-53,8,-91,1289,0
143,-4000,8745,-14878,-44,-187,-353,1429,0
237,-9674,6255,-5861,-13,-136,-175,1570,0
339,-3928,11803,1426,323,-125,-206,1712,0
450,-4284,11134,374,175,-327,44,1857,0
603,-368,8169,-1363,69,-19,-11,2005,0
807,-5556,11063,2887,306,-93,38,2148,0
1016,4024,9281,2944,195,-326,-147,2298,0
1212,-7284,6585,4751,8,-186,-8,2440,0
1431,-16902,4272,-3661,-180,-243,-120,2581,0
1650,-7626,7896,1995,63,-94,-178,2730,0
1849,-10852,12862,324,134,-30,-172,2873,0
2071,-7440,13870,2027,-27,-172,202,3025,0
2296,4136,10749,7004,326,-437,-57,3170,0
2529,-11036,15421,-4932,114,-241,-289,3315,0
2761,2618,3603,5614,-7,-261,-119,3456,0
2962,-6172,6111,10827,152,-47,-220,3601,0
3186,-3260,12201,-4702,-9,-73,124,3746,0
3374,-13586,12626,740,-31,-372,220,3894,0
3594,-8440,10135,-1041,-30,-198,5,4035,0
3769,-19936,15739,-297,-95,-207,67,4177,0
3946,-8396,14379,-1468,-129,-428,-349,4324,0
4141,-14608,3966,2212,-122,-289,17,4468,0
4325,-14428,2153,-4703,-124,-285,-132,4612,0
4500,-15822,6009,1138,36,-459,-226,4754,0
4695,-24342,11351,2906,160,-379,-17,4896,0
4879,-24546,11602,-5113,-216,-358,-259,5047,0
5064,-20420,6256,-1420,91,-312,84,5192,0
5254,12788,-4513,4791,-137,-388,-150,5336,0
5444,160728,27731,3215,-850,-2046,-341,5488,0
5616,307480,33293,-4192,-1419,-2845,-401,5628,0
5789,441940,19822,2650,-1946,-3742,-329,5772,0
5993,551178,48199,-21113,-2198,-4654,-546,5917,0
6156,661608,39155,4982,-2610,-5338,-510,6056,0
6320,760884,54882,-15157,-2989,-5977,-433,6204,0
6499,858502,59403,-3218,-3632,-7009,-854,6354,0
6681,985976,62959,-44546,-2252,-8351,-188,6500,0
6857,1114616,58939,-29614,-2027,-9214,-204,6644,0
7040,1204836,81295,-27713,-2223,-9777,-383,6789,0
7202,1312660,92949,-2245,-1842,-10388,-544,6934,0
7384,1413638,79908,962,-1868,-11255,-322,7079,0
7567,1536660,84897,-34989,-2384,-12019,-360,7221,0
7750,1659658,89798,-25800,-2091,-12666,-385,7371,0
7927,1805136,93424,-17127,-2185,-13508,-275,7514,0
8116,1918428,97019,-53988,-2284,-14085,-282,7654,0
8309,2050898,91427,-33257,-2188,-14926,-541,7797,0
8474,2169886,106401,-54352,-2572,-15565,-367,7943,0
8654,2298192,114023,-29392,-2647,-16237,-742,8092,0
8839,2432808,112242,-1349,-2747,-16439,-718,8238,0
9031,2511668,127935,39638,-2833,-15969,-1049,8379,0
9204,2617608,127896,-25726,-2631,-16226,-817,8521,0
9398,2769256,164810,45340,-2805,-17255,-1137,8670,0
9594,2900076,135917,28285,-2872,-17744,-1307,8819,0
9769,3032808,162400,43874,-3088,-18581,-1354,8963,0
9965,3165336,208796,35401,-3317,-19251,-1493,9112,-1
10168,3281172,185470,-41457,-3543,-19531,-866,9257,-1
10351,3444236,254628,5420,-3723,-20482,-1197,9403,-1
10547,3575340,208513,-68811,-3998,-21039,-705,9554,-1
10766,3749772,294231,23529,-3972,-21956,-1335,9697,-1
10960,3871344,240647,-58635,-4066,-22730,-819,9842,-1
11178,4015844,304676,-16436,-4217,-23573,-1499,9989,-1
11373,4160612,289090,-57980,-3947,-24349,-741,10142,-1
11576,4288332,232178,-146611,-3602,-24924,-505,10285,-1
11785,4423240,247136,-130869,-3378,-25472,-675,10427,-1
11993,4596648,342762,-52333,-3772,-26034,-1090,10578,-1
12179,4707452,340061,-104543,-3437,-26859,-909,10723,-1
12388,4846408,350892,-75847,-3119,-27544,-820,10871,-1
12596,4976240,357931,-81921,-3050,-28392,-905,11018,-1
12802,5103812,332387,-117157,-2987,-28641,-762,11162,-1
13010,5250276,408582,-21731,-2818,-29456,-1188,11306,-1
13198,5395360,397503,-1653,-3004,-30235,-1490,11453,-1
13419,5530308,299155,-98822,-2555,-30431,-751,11603,-1
13644,5698144,411463,45933,-2447,-31637,-1589,11748,-1
13862,5854124,446974,84729,-2735,-32550,-2253,11890,-1
14087,5976256,334678,-12387,-2711,-32755,-1584,12043,-1
14306,6132604,421799,112914,-2487,-34091,-1978,12189,-1
14504,6219752,473361,156091,-2622,-34587,-2522,12331,-1
14726,6315992,260692,-35955,-2704,-34032,-1444,12478,-1
14947,6284568,394655,122858,-3010,-34421,-2410,12620,-1
15168,6241976,429793,153942,-2866,-33839,-2395,12772,-1
15390,6198880,272909,-10961,-3100,-33391,-1430,12918,-1
15588,6195912,322658,123605,-3123,-33146,-2276,13057,-1
15722,6198920,312417,158359,-3234,-33495,-2357,13203,-1
15746,6214056,305403,187387,-3065,-33599,-2861,13356,-1
15746,6210432,305192,197047,-3150,-33619,-2787,13497,-1
15746,6213296,298947,203197,-2946,-33562,-2580,13645,-1
15746,6169128,397537,171761,-3127,-33509,-2633,13802,-1
15779,6120724,508391,181699,-3023,-32981,-2720,13954,-1
15918,6158936,509651,158559,-3136,-33209,-2417,14106,-1
16129,6149528,341439,-13101,-3379,-32794,-1532,14250,-1
16323,6146636,414823,127349,-3155,-32741,-2372,14401,-1
16455,6190672,402206,178408,-3283,-33104,-2604,14542,-1
16484,6192692,460252,161265,-3255,-33079,-2621,14686,-1
16484,6149596,553824,178493,-3377,-32554,-2266,14836,-1
16600,6116004,263823,-149238,-3382,-32003,-479,14981,-1
