0,0
16120, -199324
16140, -199324
16160, -199324
16170, -199324
16190, -199324
16070, -199324
16090, -199324
16110, -199324
16120, -199324
16140, -199324
16160, -199324
16170, -199324
16190, -199324
160, 0
150, 0
160, 0
170, 0
180, 0
190, 0
200, 0
210, 0
220, 0
230, 0
240, 0
250, 0
260, 0
270, 0
280, 0
290, 0
300, 0
310, 0
320, 0
330, 0
340, 0
350, 0
220, 0
220, 0
230, 0
240, 0
250, 0
250, 0
260, 0
270, 0
280, 0
280, 0
290, 0
300, 0
300, 0
310, 0
320, 0
330, 0
340, 0
350, 0
350, 0
360, 0
370, 0
380, 0
390, 0
400, 0
400, 0
410, 0
420, 0
430, 0
440, 0
450, 0
450, 0
460, 0
470, 0
480, 0
490, 0
500, 0
500, 0
510, 0
520, 0
530, 0
540, 0
540, 0
550, 0
560, 0
570, 0
580, 0
590, 0
590, 0
600, 0
610, 0
620, 0
630, 0
640, 0
640, 0
650, 0
660, 0
670, 0
680, 0
690, 0
690, 0
700, 0
710, 0
720, 0
730, 0
740, 0
740, 0
750, 0
760, 0
770, 0
780, 0
790, 0
790, 0
800, 0
810, 0
820, 0
830, 0
840, 0
840, 0
850, 0
860, 0
870, 0
880, 0
890, 0
890, 0
900, 0
910, 0
920, 0
930, 0
940, 0
940, 0
950, 0
960, 0
970, 0
980, 0
990, 0
990, 0
1000, 0
1010, 0
1020, 0
1030, 0
1040, 0
1040, 0
1050, 0
1060, 0
1070, 0
1080, 0
1090, 0
1090, 0
1100, 0
1110, 0
1120, 0
1130, 0
1140, 0
1140, 0
1150, 0
1160, 0
1170, 0
1180, 0
1190, 0
1190, 0
1200, 0
1210, 0
1220, 0
1230, 0
1240, 0
1250, 0
1260, 0
1270, 0
1280, 0
1290, 0
1290, 0
1300, 0
1310, 0
1320, 0
1330, 0
1340, 0
1350, 0
1360, 0
1370, 0
1380, 0
1390, 0
1400, 0
1410, 0
1420, 0
1430, 0
1440, 0
1440, 0
1450, 0
1460, 0
1470, 0
1480, 0
1490, 0
1500, 0
1510, -10
1520, -31
1530, -53
1540, -81
1560, -115
1570, -140
1580, -174
1590, -204
1610, -242
1620, -271
1630, -302
1640, -333
1660, -377
1670, -409
1680, -449
1690, -490
1710, -540
1720, -571
1730, -610
1740, -648
1760, -698
1770, -734
1780, -774
1790, -812
1810, -859
1820, -890
1830, -933
1840, -973
1860, -1022
1870, -1056
1880, -1099
1900, -1151
1910, -1188
1920, -1233
1940, -1279
1950, -1321
1960, -1363
1980, -1408
1990, -1449
2000, -1491
2020, -1538
2030, -1581
2040, -1627
2060, -1669
2070, -1713
2090, -1766
2100, -1799
2110, -1842
2130, -1891
2140, -1930
2150, -1973
2170, -2023
2180, -2060
2190, -2104
2210, -2152
2220, -2192
2230, -2236
2250, -2280
2260, -2325
2270, -2366
2290, -2410
2300, -2453
2320, -2505
2330, -2540
2340, -2582
2360, -2632
2370, -2669
2380, -2714
2400, -2763
2410, -2799
2420, -2842
2440, -2888
2450, -2931
2460, -2974
2480, -3021
2490, -3061
2500, -3104
2520, -3148
2530, -3191
2540, -3236
2560, -3278
2570, -3323
2590, -3373
2600, -3409
2610, -3453
2630, -3501
2640, -3539
2650, -3582
2670, -3632
2680, -3672
2690, -3718
2710, -3762
2720, -3802
2730, -3844
2750, -3888
2760, -3932
2770, -3975
2790, -4021
2800, -4064
2820, -4118
2830, -4152
2840, -4194
2860, -4243
2870, -4281
2880, -4327
2900, -4373
2910, -4413
2920, -4455
2940, -4502
2950, -4543
2960, -4586
2980, -4631
2990, -4675
3000, -4721
3020, -4763
3030, -4806
3050, -4857
3060, -4890
3070, -4935
3090, -4984
3100, -5024
3110, -5067
3130, -5118
3140, -5156
3150, -5198
3170, -5245
3180, -5284
3190, -5329
3210, -5374
3220, -5418
3230, -5460
3250, -5503
3260, -5547
3270, -5589
3290, -5634
3300, -5678
3320, -5731
3330, -5768
3340, -5811
3360, -5858
3370, -5895
3380, -5940
3400, -5985
3410, -6027
3420, -6071
3440, -6120
3450, -6161
3460, -6203
3480, -6245
3490, -6289
3500, -6334
3520, -6377
3530, -6422
3550, -6472
3560, -6509
3570, -6552
3590, -6602
3600, -6638
3610, -6682
3630, -6732
3640, -6772
3650, -6816
3670, -6860
3680, -6900
