Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13237235, -7618786, -26330292, 82051, 175988, -214061,0, 
0x00000000, -13239614, -7612461, -26331402, 82099, 176007, -214066,150, 
0x00000000, -13233613, -7620161, -26325162, 81917, 176005, -213989,301, 
0x00000000, -13237616, -7617366, -26328296, 81928, 176097, -214317,451, 
0x00000000, -13240344, -7619294, -26329412, 81921, 175887, -214187,603, 
0x00000000, -13233976, -7618510, -26323080, 81772, 176014, -214129,755, 
0x00000000, -13241418, -7618505, -26321876, 82032, 176009, -214285,918, 
0x00000000, -13237683, -7618747, -26313180, 82051, 176209, -214248,1070, 
0x00000000, -13238939, -7622147, -26319058, 81985, 176159, -214234,1223, 
0x00000000, -13231210, -7607867, -26335920, 82182, 175790, -214092,1377, 
0x00000000, -13234343, -7617316, -26324976, 82279, 176093, -214110,1531, 
0x00000000, -13239993, -7616700, -26323436, 82257, 176251, -214081,1684, 
0x00000000, -13234794, -7617921, -26333552, 82198, 176204, -213934,1833, 
0x00000000, -13229717, -7612264, -26313200, 82074, 175844, -214291,1986, 
0x00000000, -13237445, -7617177, -26319208, 82286, 176106, -214341,2139, 
0x00000000, -13237252, -7619597, -26325684, 82048, 176214, -214330,2290, 
0x00000000, -13240145, -7618934, -26320436, 81998, 176101, -214365,2443, 
0x00000000, -13235019, -7617597, -26317796, 82039, 175957, -214252,2595, 
0x00000000, -13237924, -7617644, -26316320, 82219, 175941, -214261,2745, 
0x00000000, -13230559, -7621455, -26321380, 82082, 176119, -214220,2896, 
0x00000000, -13235450, -7622784, -26315856, 82164, 175949, -214198,3049, 
0x00000000, -13237690, -7615100, -26319852, 82139, 176175, -214293,3209, 
0x00000000, -13243802, -7608755, -26321162, 82322, 176083, -214224,3360, 
0x00000000, -13236804, -7619887, -26313732, 82066, 176102, -214121,3524, 
0x00000000, -13235373, -7618410, -26317048, 82389, 175876, -214289,3791, 
0x00000000, -13236442, -7616592, -26316138, 82087, 176265, -214323,3950, 
0x00000000, -13228022, -7625047, -26323980, 82428, 176109, -214168,4100, 
0x00000000, -13235984, -7625216, -26316312, 82211, 176117, -214243,4276, 
0x00000000, -13239987, -7627718, -26312176, 81924, 176193, -214155,4428, 
0x00000000, -13234942, -7617209, -26317812, 82154, 176279, -214072,4581, 
0x00000000, -13232588, -7616665, -26316622, 82195, 176084, -214047,4736, 
0x00000000, -13238162, -7613193, -26316518, 82383, 175997, -214175,4887, 
0x00000000, -13240660, -7625499, -26318088, 82387, 176392, -214018,5052, 
0x00000000, -13238388, -7615779, -26317456, 82340, 175954, -214151,5205, 
0x00000000, -13235861, -7621427, -26329048, 82276, 176306, -214385,5361, 
0x00000000, -13239064, -7622504, -26313682, 82067, 176212, -214084,5512, 
0x00000000, -13232625, -7621682, -26324450, 82191, 176222, -214220,5664, 
0x00000000, -13237617, -7614424, -26326588, 82136, 176250, -214285,5822, 
0x00000000, -13235434, -7621821, -26322860, 82172, 176203, -214219,5976, 
0x00000000, -13225983, -7625644, -26317116, 82275, 176152, -214180,6134, 
0x00000000, -13239501, -7614767, -26324656, 82302, 176194, -214440,6299, 
0x00000000, -13229121, -7618451, -26316724, 82114, 176361, -214203,6451, 
0x00000000, -13366810, -7560551, -27603400, 58906, 223428, -208469,6605, 
0x00000000, -14012005, -7771085, -29740484, 22406, 303052, -204478,6763, 
0x00000000, -14423004, -7946014, -31975652, -18919, 384692, -201149,6917, 
0x00000000, -14948880, -8160932, -34069600, -56844, 461325, -198799,7069, 
0x00000000, -15237895, -8159143, -36104924, -94984, 535935, -191377,7221, 
0x00000000, -16405436, -8430034, -38419408, -120106, 627459, -186232,7377, 
0x00000000, -17093328, -8451751, -40546868, -142952, 711822, -177717,7529, 
0x00000000, -17354376, -8259322, -42744984, -171072, 797429, -165801,7684, 
0x00000000, -18448710, -8522958, -44886800, -194860, 882195, -163505,7839, 
0x00000000, -19868340, -8868012, -47622288, -231971, 988103, -156669,7999, 
0x00000000, -19908804, -8728692, -48362580, -244786, 1015573, -149470,8151, 
0x00000000, -19865352, -8672950, -48646080, -249762, 1025750, -146889,8304, 
0x00000000, -19924406, -8679911, -48823884, -252293, 1032306, -146548,8458, 
0x00000000, -20137936, -8759732, -49804524, -269550, 1068284, -143022,8612, 
0x00000000, -18481316, -8055780, -50742304, -314513, 1091781, -126841,8768, 
0x00000000, -15848168, -7363635, -47531724, -284713, 962085, -143236,8919, 
0x00000000, -12636747, -6816700, -43581064, -234610, 806903, -184702,9071, 
0x00000000, -12544712, -7561256, -39048640, -159266, 637240, -217687,9229, 
0x00000000, -12962055, -7977168, -35341156, -85181, 505767, -227322,9381, 
0x00000000, -13140327, -8143292, -31053614, -3877, 349239, -232718,9534, 
0x00000000, -13162646, -7852334, -28522324, 39258, 255256, -222982,9686, 
0x00000000, -13221092, -7610206, -26431200, 80058, 179394, -214285,9840, 
0x00000000, -13234986, -7614605, -26388142, 80825, 177954, -214041,9994, 
