encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-412,-599,-1139,105,-186,-58,151,0
0,-2208,-1880,2967,4,-68,80,303,0
0,1748,-4868,-8836,106,-336,107,454,0
0,-6504,-2182,-904,-159,-106,109,606,0
0,-4090,2743,-9282,-156,5,143,759,0
0,-10648,-3581,-2770,-10,47,41,922,0
0,-11376,-2135,-6074,-18,-63,-2,1074,0
0,-1558,-6475,-6985,-86,53,132,1227,0
0,-24,8413,-9673,32,-3,52,1380,0
0,-1928,-6560,-4717,-44,-157,79,1539,0
0,-8464,-5861,-6602,170,9,91,1694,0
0,-6454,-6545,-804,-14,53,110,1846,0
0,1328,-1991,-2620,-20,-196,240,1999,0
0,-1264,3354,-1985,292,-508,-138,2152,0
0,-2488,-5395,4692,-95,-50,216,2306,0
0,3662,-2968,-9889,-48,-59,-76,2456,0
0,-5840,2576,979,13,-322,307,2611,0
0,5844,-6518,1537,190,-24,-2,2764,0
0,1496,1249,3646,-77,-27,67,2916,0
26,3754,-3843,-2432,-113,-111,274,3069,0
255,8378,3762,789,94,-438,77,3224,0
488,-2032,-5330,-7517,-139,-84,179,3377,0
624,6288,1068,-14664,24,-651,202,3529,0
627,4028,1825,-8817,46,-227,-89,3682,0
637,4892,-9699,6782,111,-92,-259,3834,0
843,13596,1007,-5726,19,-380,74,3987,-1
1090,2946,-676,-4192,113,-101,-1,4143,-1
1330,8856,-6516,-4248,21,-61,18,4297,-1
1543,618,3694,-4342,61,-258,-14,4449,-1
1789,-3396,-6177,2837,80,-222,131,4600,-1
2051,7436,-2270,-4764,50,-185,81,4754,-1
2298,-6656,7540,-3624,-50,-466,-22,4905,-1
2622,5844,-842,1010,198,-183,117,5059,-1
2906,9144,-6250,-7935,48,-154,-178,5215,-1
3170,3824,-1743,-8854,-24,-198,186,5368,-1
3471,-3768,3063,-2930,-90,-163,87,5520,-1
3775,6560,-792,4384,47,-226,223,5675,-1
4081,5776,1602,-3585,-22,-501,48,5828,-1
4360,-1960,-3620,-3307,75,-103,77,5981,-1
4673,-526,4109,429,4,-196,-99,6133,-1
4975,-1252,1577,-3404,-174,-119,231,6287,-1
5289,1960,-3578,-8719,20,-267,206,6440,-1
5618,1216,3091,6732,335,-126,172,6594,-1
5936,1610568,-200352,48800,-28921,59815,6889,6755,-1
6267,3261556,-748181,-167191,-57144,120782,9335,6908,-1
6848,6362628,-1444183,-435238,-114668,234058,14299,7178,-1
7249,8144832,-1635201,-537674,-147221,299549,15171,7340,-1
7617,10056292,-2076878,-580425,-183024,368973,23832,7497,-1
7985,11941060,-3073958,-780491,-200821,444562,27909,7653,-1
8370,13910712,-3623612,-815205,-222275,522773,34146,7813,-1
8759,15692944,-3794188,-716506,-245453,592109,41199,7968,-1
9137,17467628,-4706980,-783299,-265358,662067,48754,8123,-1
9531,19449088,-6331398,-1196771,-287566,740779,54227,8282,-1
9939,22325212,-8418282,-2047807,-321825,853863,47346,8439,-1
10361,24802624,-9807520,-2292585,-355935,949934,58760,8596,-1
10603,25724544,-9503552,-1890249,-373105,983273,71506,8753,-1
