Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10852020, -4749299, -31168136, 65373, 204929, -161669,0, 
0x00000000, -10848630, -4750722, -31173236, 65424, 205226, -161309,141, 
0x00000000, -10850268, -4740619, -31174428, 65403, 205114, -161610,280, 
0x00000000, -10851081, -4746838, -31163748, 65723, 205048, -161644,421, 
0x00000000, -10852593, -4741108, -31164880, 65632, 205064, -161531,560, 
0x00000000, -10853334, -4746858, -31156978, 65479, 205078, -161786,701, 
0x00000000, -10850386, -4746278, -31163996, 65559, 205081, -161723,843, 
0x00000000, -10851453, -4736501, -31157264, 65829, 204994, -161670,983, 
0x00000000, -10847425, -4740387, -31170608, 65619, 205098, -161504,1127, 
0x00000000, -10850199, -4750478, -31167872, 65309, 205069, -161559,1269, 
0x00000000, -10846564, -4743101, -31160164, 65578, 204992, -161552,1412, 
0x00000000, -10847581, -4748750, -31170394, 65423, 205049, -161600,1553, 
0x00000000, -10851775, -4747827, -31164466, 65432, 205105, -161498,1693, 
0x00000000, -10845510, -4741709, -31170532, 65661, 205067, -161570,1843, 
0x00000000, -10854474, -4739482, -31161916, 65614, 204979, -161830,1986, 
0x00000000, -10854429, -4743726, -31169480, 65396, 205034, -161569,2133, 
0x00000000, -10845775, -4748080, -31171144, 65325, 204960, -161771,2274, 
0x00000000, -10852096, -4740698, -31173638, 65442, 204856, -161685,2414, 
0x00000000, -10847516, -4745132, -31168540, 65452, 205038, -161743,2561, 
0x00000000, -10855566, -4747838, -31174080, 65470, 204987, -161581,2702, 
0x00000000, -10843296, -4740295, -31170904, 65493, 205145, -161588,2843, 
0x00000000, -10849099, -4739119, -31172850, 65682, 205070, -161727,2984, 
0x00000000, -10857934, -4743898, -31172316, 65606, 205059, -161593,3125, 
0x00000000, -10848454, -4753850, -31160840, 65390, 205059, -161872,3264, 
0x00000000, -10849039, -4739944, -31168272, 65570, 204857, -161757,3409, 
0x00000000, -10844203, -4739526, -31169548, 65583, 205006, -161557,3554, 
0x00000000, -10848132, -4748704, -31170292, 65542, 204936, -161724,3694, 
0x00000000, -10849179, -4742189, -31168504, 65462, 205102, -161586,3833, 
0x00000000, -10848367, -4740536, -31173834, 65446, 205088, -161728,3978, 
0x00000000, -10846866, -4743107, -31177500, 65474, 204981, -161760,4123, 
0x00000000, -10856653, -4758164, -31163776, 65222, 205136, -161691,4263, 
0x00000000, -10849202, -4749967, -31167868, 65434, 205221, -161732,4403, 
0x00000000, -10854162, -4746026, -31165504, 65487, 204925, -161555,4550, 
0x00000000, -10853570, -4746361, -31173468, 65498, 205201, -161699,4692, 
0x00000000, -10854178, -4742266, -31172004, 65554, 205213, -161666,4833, 
0x00000000, -10847644, -4741374, -31162116, 65555, 205029, -161705,4973, 
0x00000000, -10863064, -4742261, -31166760, 65419, 205151, -161722,5117, 
0x00000000, -10842303, -4744763, -31162068, 65528, 204812, -161561,5260, 
0x00000000, -10846157, -4745452, -31164360, 65353, 204945, -161656,5402, 
0x00000000, -10851102, -4741225, -31162836, 65354, 205084, -161587,5556, 
0x00000000, -10848875, -4735706, -31170968, 65612, 205069, -161537,5701, 
0x00000000, -10857125, -4748600, -31163648, 65617, 205108, -161652,5844, 
0x00000000, -10840772, -4747200, -31228744, 65348, 204440, -161554,5986, 
0x00000000, -10835997, -4745566, -31268588, 65196, 204235, -161866,6130, 
0x00000000, -10827206, -4745150, -31364352, 64814, 203409, -161796,6386, 
0x00000000, -10830022, -4746918, -31500312, 64340, 202716, -161921,6529, 
0x00000000, -10828242, -4750721, -31578164, 64101, 201846, -161729,6673, 
0x00000000, -10810868, -4752168, -31655412, 63694, 201033, -161836,6814, 
