encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,9090,14623,10873,248,-6,7,157,0
0,4854,14875,-284,-43,21,170,298,0
0,3364,8357,5592,156,215,55,441,0
0,6166,4770,4207,9,32,-8,583,0
0,86,9537,7578,133,138,-145,722,0
0,-1004,10107,-3043,216,288,6,864,0
0,8814,1976,2123,251,157,-41,1013,0
90,164,-2686,5196,270,194,-255,1153,0
291,5558,-2662,3754,65,229,-213,1294,0
587,3990,5818,602,23,118,14,1436,0
849,-4518,5326,5459,192,401,-247,1576,-1
1071,-4876,5426,2592,56,388,-181,1717,-1
1341,60230,3390,1605,-153,-250,133,1858,-1
1658,215578,17872,-12339,-875,-1182,-338,2001,-1
2438,345286,20510,-17680,-1219,-2127,-201,2142,-1
3216,481442,31530,7174,-1657,-3264,-318,2283,-1
3595,597598,37082,-6434,-1997,-3819,-367,2425,-1
3597,736106,42705,-23184,-2173,-4481,-261,2568,-1
3710,869868,56494,-4538,-2754,-5299,-377,2707,-1
3985,1016452,73230,-22962,-3273,-6155,-79,2848,-1
4103,1205042,63200,-41272,-1363,-7637,-347,2987,-1
4103,1370362,77998,-18570,-1346,-8541,-432,3127,-1
4142,1563114,92527,-14514,-802,-9633,-272,3266,-1
4340,1758286,82113,-16412,-916,-10819,-334,3408,-1
4543,1905778,87314,-63194,-833,-11803,-252,3550,-1
4724,2067918,97390,-32306,-600,-12470,-439,3692,-1
4908,2236794,102316,-37360,-791,-12799,-257,3832,-1
5109,2405178,115457,-13039,-772,-13743,-632,3975,-1
5292,2546238,141682,-10225,-571,-14474,-602,4117,-1
5482,2700118,159780,-3263,-878,-14678,-669,4258,-1
5677,2823934,177033,6761,-1033,-15063,-930,4406,-1
5872,2963206,172489,26226,-552,-14520,-713,4546,-1
6076,3135350,189740,36889,-588,-15164,-919,4687,-1
6340,3295806,188801,-25650,-690,-15685,-695,4836,-1
6616,3470102,249944,29681,-688,-16154,-822,4976,-1
6911,3598478,210947,-73968,-674,-16645,-588,5116,-1
7208,3768598,277539,3662,-850,-17344,-954,5259,-1
7504,3920994,266452,-62302,-639,-18141,-848,5400,-1
7786,4081230,321196,-61017,-716,-19135,-543,5542,-1
8067,4234402,340016,-68487,-394,-19662,-586,5684,-1
8335,4399530,332439,-56057,-77,-20267,-594,5825,-1
8581,4526766,222919,-234641,24,-20409,63,5967,-1
8805,4654822,344629,-77578,37,-21319,-344,6106,-1
9028,4802162,334671,-111908,504,-21549,-543,6248,-1
9251,4936058,261174,-114219,865,-22056,-417,6387,-1
9473,5083894,393781,-17958,1141,-22527,-804,6526,-1
9703,5190238,294457,-114340,1799,-22862,-454,6667,-1
9923,5359122,425338,15352,1719,-23902,-1137,6807,-1
10149,5488758,258780,-107659,1846,-24459,-558,6950,-1
10370,5650742,378908,38895,2475,-24971,-1261,7092,-1
10597,5792942,381150,66325,2265,-25518,-1084,7233,-1
10818,5935606,280305,-32572,2442,-26065,-741,7374,0
11067,6096738,373766,89269,2990,-26958,-1568,7515,0
11306,6237254,359903,88556,2641,-27257,-1173,7656,0
11544,6329098,342075,93799,2741,-27740,-1486,7797,0
11781,6395058,334852,115044,2974,-27827,-1663,7938,0
12019,6324318,353668,134982,2651,-27419,-1713,8078,0
12232,6396962,337484,152850,2606,-27344,-1583,8223,0
12501,6419246,343174,155662,2193,-27536,-1733,8367,0
12736,6419370,293969,128009,1802,-27350,-1816,8507,0
12973,6417390,376464,148289,1977,-27522,-2118,8650,0
13211,6505786,344821,138146,1941,-27467,-1670,8792,0
13471,6551494,401672,180142,1464,-27950,-1846,8937,0
13711,6538294,411963,151893,1565,-27669,-1721,9076,0
13950,6509878,354935,102881,1571,-27358,-1540,9218,0
14185,6510990,400478,165880,1680,-27681,-1822,9359,0
14423,6506662,393031,186567,1569,-27445,-2044,9501,0
14659,6485878,438622,224536,1701,-27846,-2223,9641,0
14868,6438882,454836,177718,1944,-27416,-1990,9784,0
15108,6489678,428245,166418,1817,-27463,-2220,9923,0
15345,6657174,357533,134493,1908,-28305,-1896,10065,0
15610,6887538,315798,101047,2506,-29645,-1622,10207,0
15862,7005814,226376,67552,2877,-30158,-1884,10357,0
16086,7023486,294097,142360,3145,-30404,-1751,10501,0
16338,7015446,354560,225764,3417,-30347,-2167,10641,0
16591,7026350,392073,178557,3457,-30593,-1988,10788,0
16816,7000938,448674,30149,3601,-30300,-1219,10930,0
17067,7020874,570030,39073,3658,-30441,-1211,11071,0
17293,7008886,685296,85326,3565,-30421,-1301,11214,0
17545,6995874,394777,-283937,3956,-29020,203,11356,0
17800,6942174,504740,-149381,3820,-29338,-526,11505,0
18050,6900730,583513,-65505,4295,-29077,-752,11647,0
18274,6840930,298868,-288405,4508,-27972,187,11794,0
18522,6794318,412590,-224086,4909,-27773,81,11935,0
18746,6853378,482198,-154015,5107,-27861,-50,12077,0
19000,6797678,502628,-81044,5062,-28079,-610,12222,0
19220,6694526,485257,-85535,5262,-27479,-110,12364,0
19469,6788878,506896,-72242,5507,-28063,-696,12507,0
19709,6712454,570770,-144870,5631,-27764,-149,12656,0
19949,6622486,265186,-349583,7236,-25419,688,12797,0
20162,6546194,304156,-342979,7601,-24913,727,12939,0
20370,6553050,261672,-361544,7673,-24550,880,13081,0
20609,6800766,194962,-393241,9045,-24614,828,13223,0
20821,7195606,95980,-473047,9876,-26453,1079,13365,1
21086,7154526,117276,-500664,9959,-26224,1155,13517,1
21299,6970838,229171,-541006,9550,-25599,1415,13660,1
21537,6881526,235146,-374824,10630,-24081,1048,13803,1
21774,7032174,236134,-379868,11051,-24762,973,13947,1
21989,6926510,403272,-352745,11075,-24217,866,14088,1
22226,6751658,332494,-279106,12743,-21757,868,14232,1
22464,6634430,328687,-280198,13574,-20338,884,14378,1
22679,6517482,326447,-260721,14105,-19250,522,14520,1
22893,6432082,335611,-264992,14418,-18129,838,14661,1
23129,6391018,350108,-272309,14590,-17597,764,14805,1
23367,6376358,339696,-249564,15259,-16988,702,14950,1
23579,6370494,386968,-227027,15628,-16640,912,15091,1
23818,6405318,392457,-218142,16037,-16227,915,15237,1
24057,6518270,377923,-225894,16595,-16146,1158,15379,1
24254,6475174,369982,-265606,16661,-15634,1130,15524,1
24462,6439030,363851,-276840,16978,-15125,978,15666,1
24678,6371186,372330,-296689,17141,-14408,1239,15808,1
24875,6274974,330120,-321139,17813,-13266,1047,15952,1
25099,6167362,311268,-355522,18282,-12185,1113,16095,1
25294,6057370,217224,-418777,18710,-10980,868,16236,1
25496,6095758,217228,-363883,19124,-10914,1058,16377,1
25633,6123838,213245,-349413,19076,-11008,659,16521,1
25770,6145954,210695,-319395,19186,-11081,661,16663,1
25890,6167466,210185,-301200,19069,-11051,833,16808,1
25979,6169642,216373,-296480,19308,-11158,717,16951,1
26082,6193334,210756,-296952,19347,-11086,582,17098,1
26169,6189874,222449,-278583,19544,-11114,790,17245,1
26274,6219026,217322,-254854,19348,-11179,816,17387,1
26369,6268526,196393,-208929,19510,-11032,231,17537,1
26447,6393094,171093,-126585,20066,-11653,231,17680,1
26517,6489210,137911,-52723,20534,-11545,-34,17825,1
26596,6580110,118386,37386,20296,-11936,-318,17968,1
26695,6679862,86744,146237,21007,-12349,-827,18110,1
26797,6729534,-3250,341716,20493,-13278,-1438,18252,1
26914,6823302,-11396,519102,20617,-13570,-1882,18394,1
26975,6961334,-756,650569,21245,-14015,-1939,18545,1
26974,7109458,-133639,593089,21523,-13971,-2137,18687,1
26975,7294338,-381601,376755,20768,-15455,-2721,18827,1
26975,7428570,-387848,429208,20347,-16223,-2762,18970,1
26975,7579258,-440986,367293,19647,-17802,-2892,19110,1
26976,7727190,-520614,310817,19083,-19359,-2802,19251,1
26976,7877550,-611858,193364,17954,-20826,-2848,19393,1
26975,8006086,-661665,107694,16456,-22715,-2529,19539,1
26960,8154482,-676921,76810,15917,-24728,-2629,19681,1
26905,8306038,-653896,89319,14339,-27500,-2370,19909,1
26860,8602874,-649728,64138,11573,-32202,-2652,20055,1
26813,8838606,-666850,84971,9910,-35521,-2828,20205,1
26744,9033182,-698026,76750,8405,-38882,-2458,20351,1
26659,9221490,-701157,103389,6570,-42061,-2495,20491,1
26589,9459210,-756308,109897,5959,-43761,-2853,20634,1
26497,9667878,-780284,130048,5732,-45291,-2896,20775,1
26378,9803078,-801283,90497,4354,-47915,-2748,20918,1
26268,9953254,-905886,158334,4169,-48844,-2938,21065,1
26149,10057558,-742901,101073,1867,-51664,-2654,21209,1
26046,10148002,-859298,181453,1900,-52494,-3338,21352,1
25933,10255238,-744608,160192,1399,-53427,-3021,21494,1
25811,10261418,-781020,33330,-1214,-55943,-2251,21638,1
25677,10275274,-868863,-36165,-1213,-56255,-1991,21789,1
25544,10281630,-865923,-80032,-934,-56007,-1618,21937,1
25412,10293498,-920013,-126924,-1195,-55925,-1421,22080,1
25256,10278954,-993174,-210165,-1254,-55634,-882,22228,1
25100,10194766,-732486,-58295,-2201,-57761,-1812,22375,1
24941,10203306,-787206,-125450,-2388,-57461,-1214,22523,1
24783,10315818,-798061,-33590,-2483,-58393,-1923,22670,1
24644,10574590,-744955,118988,-2885,-59891,-2867,22814,1
24473,10780410,-761304,112470,-2887,-60971,-2848,22957,1
24307,10756114,-1007656,-54108,-3149,-60879,-1855,23108,1
24124,10681042,-1040843,-198234,-2858,-60136,-1103,23256,1
23945,10668658,-1076727,-268459,-2397,-59557,-658,23408,1
23763,10647382,-1152082,-295409,-2475,-59135,-443,23552,1
23583,10549006,-1186591,-343650,-2367,-58605,-60,23697,1
23419,10375942,-817009,30133,-3881,-60304,-2050,23839,1
23239,10231570,-943248,-163568,-3942,-58973,-849,23981,1
23076,10095370,-1040510,-293650,-4083,-58272,127,24123,1
22906,9936650,-861735,-107232,-4588,-58253,-1188,24265,1
22710,9701970,-914072,-275931,-4731,-57306,49,24407,1
22514,9556158,-914189,-259863,-5089,-56509,-34,24549,1
22344,9406946,-985816,-310795,-5251,-55349,403,24690,1
22159,9230958,-761796,-137963,-5728,-55678,-1002,24840,1
21971,9117146,-940317,-271456,-6355,-54850,82,24983,1
21795,8848086,-717295,-165091,-8400,-54783,-601,25127,1
21620,8776694,-860305,-316389,-8593,-53892,909,25276,1
21456,8656482,-778800,-319479,-9232,-54380,706,25419,1
21240,8626158,-788256,-339958,-9232,-54449,987,25567,1
21016,8621454,-755822,-324985,-8871,-54869,782,25712,1
20704,8638414,-822460,-387653,-8820,-54768,1431,25857,2
20453,8628886,-762718,-312870,-8847,-55693,664,26001,2
20202,8612134,-640141,-194267,-8867,-56172,-39,26144,2
19899,8634090,-757513,-324708,-8421,-56275,904,26288,2
19527,8607414,-738958,-301327,-8554,-56767,524,26432,2
19140,8587122,-708381,-287532,-8547,-57404,409,26575,2
18878,7261410,-215811,-178983,-8871,-46968,-757,26718,2
18609,7080262,-328366,-254820,-8895,-45633,237,26862,2
18343,6908850,-387927,-312263,-8617,-44583,847,27008,2
18069,6775482,-352030,-252546,-8514,-43562,351,27157,2
17798,6645006,-330248,-259262,-8016,-42534,708,27307,2
17447,6458806,-191679,-106822,-7937,-41462,-648,27551,2
17239,6216678,17956,136029,-7660,-39281,-2615,27696,2
17032,6095998,17996,99466,-7252,-38510,-2374,27840,2
16680,5974586,-6559,71590,-7199,-37889,-1693,28093,2
16459,5760454,-14657,53363,-6986,-36295,-1799,28237,2
16262,5646590,10831,35241,-7012,-35271,-1702,28381,2
16042,5538614,-10288,44271,-6596,-34482,-1498,28527,2
15819,5408738,15908,39842,-6625,-33622,-1640,28675,2
