Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13247734, -7638377, -26481306, 82450, 174513, -214980,0, 
0x00000000, -13234768, -7639809, -26481558, 82384, 174193, -215259,152, 
0x00000000, -13245302, -7646188, -26473272, 82453, 174213, -215012,303, 
0x00000000, -13243797, -7636937, -26473588, 82639, 174266, -215071,456, 
0x00000000, -13237972, -7634607, -26482000, 82916, 174339, -215342,608, 
0x00000000, -13247732, -7643924, -26470244, 82619, 174556, -215068,759, 
0x00000000, -13238335, -7638213, -26484704, 82717, 174346, -215214,918, 
0x00000000, -13240184, -7643781, -26475440, 82629, 174620, -215109,1070, 
0x00000000, -13240127, -7646071, -26473408, 82805, 174332, -215224,1221, 
0x00000000, -13238537, -7640410, -26490822, 82958, 174498, -215008,1372, 
0x00000000, -13239331, -7646736, -26477932, 82870, 174630, -215054,1552, 
0x00000000, -13241968, -7643059, -26467932, 83043, 174604, -215137,1707, 
0x00000000, -13230870, -7640776, -26474466, 82917, 174489, -215368,1860, 
0x00000000, -13243311, -7637559, -26479562, 83094, 174836, -215261,2019, 
0x00000000, -13233354, -7652058, -26479010, 82993, 174568, -215212,2174, 
0x00000000, -13238361, -7647571, -26485968, 82881, 174842, -215459,2325, 
0x00000000, -13244797, -7641186, -26470440, 82927, 174906, -214946,2478, 
0x00000000, -13234758, -7642761, -26479422, 83494, 174880, -215372,2632, 
0x00000000, -13242690, -7646188, -26472692, 83174, 175079, -215179,2784, 
0x00000000, -13239639, -7644435, -26480640, 83107, 174874, -215301,2943, 
0x00000000, -13778077, -7596043, -28706732, 46374, 258923, -202900,3095, 
0x00000000, -14924665, -7607199, -31333204, 2636, 357221, -182773,3248, 
0x00000000, -16510957, -7745941, -33749732, -37921, 448090, -159770,3401, 
0x00000000, -18077514, -7906784, -35721404, -71209, 522555, -137498,3552, 
0x00000000, -19973140, -8387030, -36976328, -92301, 569534, -123732,3708, 
0x00000000, -20909364, -8428182, -39201984, -129727, 653231, -107489,3860, 
0x00000000, -22543404, -8681892, -41773104, -172702, 749886, -88646,4017, 
0x00000000, -24255708, -9176788, -44219564, -213221, 841811, -77572,4169, 
0x00000000, -25810210, -9778394, -46382584, -249395, 923029, -72715,4326, 
0x00000000, -27166232, -10208234, -48538688, -285287, 1004285, -65194,4476, 
0x00000000, -24888426, -9368923, -50044544, -312386, 1060835, -70449,4633, 
0x00000000, -24541920, -9205881, -49903304, -309608, 1053989, -70547,4786, 
0x00000000, -24761620, -9318687, -49978976, -310867, 1056747, -70721,4936, 
0x00000000, -24582940, -9245996, -49890724, -309138, 1053497, -70993,5089, 
0x00000000, -24728624, -9294857, -49861528, -308980, 1052606, -70012,5241, 
0x00000000, -24631596, -9277207, -49844024, -308864, 1051842, -71277,5393, 
0x00000000, -24627224, -9259941, -49815976, -308116, 1051055, -71216,5551, 
0x00000000, -24612932, -9272820, -49795280, -307843, 1050383, -71860,5705, 
0x00000000, -24579046, -9240684, -49773376, -307667, 1049575, -71091,5858, 
0x00000000, -24580620, -9272569, -49762508, -307474, 1048989, -72247,6012, 
0x00000000, -24576802, -9258439, -49744124, -307065, 1048410, -71557,6167, 
0x00000000, -24560610, -9251211, -49731228, -306977, 1047959, -71696,6319, 
0x00000000, -24556254, -9259320, -49718152, -306566, 1047537, -71925,6470, 
0x00000000, -24547100, -9236145, -49698336, -306431, 1046926, -71592,6625, 
0x00000000, -24539060, -9252379, -49682472, -306251, 1046377, -72378,6778, 
0x00000000, -24540628, -9237729, -49673132, -306221, 1045836, -71588,6930, 
0x00000000, -24530036, -9241773, -49665036, -306051, 1045426, -71963,7136, 
0x00000000, -24523972, -9253240, -49657736, -305911, 1044994, -72551,7289, 
0x00000000, -24522484, -9229512, -49635596, -305669, 1044546, -71862,7441, 
0x00000000, -24516304, -9239375, -49638948, -305568, 1044457, -72097,7593, 
0x00000000, -24511934, -9249023, -49627856, -305191, 1043961, -72379,7745, 
0x00000000, -24508308, -9228177, -49620824, -305120, 1043730, -71715,7900, 
0x00000000, -24508778, -9247105, -49616196, -305124, 1043120, -72558,8052, 
0x00000000, -24505364, -9237356, -49612328, -305188, 1042960, -72280,8204, 
0x00000000, -24494728, -9214707, -49594388, -304675, 1042831, -71776,8355, 
0x00000000, -24499908, -9238328, -49594864, -304761, 1042229, -72936,8507, 
0x00000000, -24493832, -9228308, -49597880, -304700, 1041702, -72387,8659, 
0x00000000, -24487008, -9223008, -49595836, -304444, 1041661, -72028,8811, 
0x00000000, -24492776, -9235979, -49580736, -304390, 1041224, -72764,8963, 
0x00000000, -24482044, -9216016, -49562272, -304393, 1040985, -71807,9120, 
0x00000000, -24481476, -9230838, -49581040, -304092, 1040699, -72773,9271, 
0x00000000, -24481874, -9229141, -49568952, -304005, 1040428, -72900,9424, 
0x00000000, -24472598, -9220233, -49567196, -303929, 1040156, -72055,9579, 
0x00000000, -24478960, -9226998, -49556672, -303955, 1039867, -72754,9735, 
0x00000000, -24470780, -9216207, -49561720, -303776, 1039653, -71999,9889, 
0x00000000, -24471676, -9236341, -49546964, -303963, 1039333, -72995,10039, 
0x00000000, -24469272, -9220546, -49544224, -303761, 1039167, -72565,10193, 
0x00000000, -24462152, -9224959, -49547576, -303889, 1038808, -72347,10347, 
0x00000000, -24468668, -9236247, -49552156, -303836, 1038853, -72774,10500, 
0x00000000, -24456976, -9202939, -49543824, -303553, 1038318, -72030,10653, 
0x00000000, -24459522, -9237053, -49543044, -303596, 1038449, -73191,10807, 
0x00000000, -24461670, -9236906, -49548748, -303296, 1037634, -73004,11210, 
0x00000000, -24458404, -9225932, -49533376, -302836, 1037658, -73168,11371, 
0x00000000, -24609056, -9366190, -49371856, -300350, 1031470, -75572,11530, 
0x00000000, -24474884, -9231106, -49335896, -299673, 1029941, -73019,11691, 
0x00000000, -24228304, -9063273, -49582024, -303839, 1038648, -70283,11853, 
0x00000000, -22802440, -9025424, -48713128, -291398, 1005775, -93188,12012, 
0x00000000, -20801726, -8655322, -45599868, -240083, 887619, -114689,12169, 
0x00000000, -18463636, -8249250, -42434316, -187123, 768392, -140835,12330, 
0x00000000, -16069882, -7692058, -39520344, -138230, 658860, -161760,12497, 
0x00000000, -13682698, -7448592, -36921260, -94727, 561556, -194578,12656, 
0x00000000, -12427052, -7492868, -34632296, -56102, 475590, -218998,12821, 
0x00000000, -11766113, -7792532, -31731928, -6253, 366777, -243227,12981, 
0x00000000, -13052389, -8121622, -29288396, 36002, 275710, -235400,13139, 
0x00000000, -13094276, -7592396, -27700840, 63563, 217107, -215252,13298, 
0x00000000, -13278214, -7639948, -26604820, 81565, 176008, -214608,13457, 
0x00000000, -13265969, -7644327, -26577516, 82044, 175243, -214598,13623, 
0x00000000, -13265820, -7639096, -26574956, 82157, 174910, -214730,13784, 
0x00000000, -13269072, -7642712, -26566264, 82085, 174799, -214789,13940, 
0x00000000, -13268145, -7642594, -26568064, 82227, 174512, -214633,14098, 
0x00000000, -13270224, -7644893, -26556608, 82161, 174182, -215045,14255, 
0x00000000, -13260342, -7649957, -26564208, 82343, 174036, -214869,14412, 
0x00000000, -13267289, -7641782, -26546894, 82571, 173925, -214963,14570, 
0x00000000, -13257972, -7644293, -26562116, 82481, 173884, -214909,14727, 
0x00000000, -13266452, -7646474, -26554900, 82586, 173941, -214986,14885, 
0x00000000, -13264988, -7639492, -26543674, 82858, 173671, -214769,15043, 
0x00000000, -13256244, -7638052, -26546760, 82929, 173453, -214789,15204, 
0x00000000, -13268797, -7642091, -26543308, 82710, 173483, -215013,15365, 
0x00000000, -13261504, -7650262, -26541388, 83042, 173307, -215056, 1646312209539, 
