encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,430,679,751,123,115,453,149,0
0,7176,4,-1799,-96,161,277,299,0
0,8930,-1620,2668,41,0,-37,451,0
0,9612,-870,-1884,-188,203,-16,604,0
0,12320,-5462,5840,94,36,-43,755,0
0,14576,-1032,781,56,150,154,942,0
0,12512,1496,4167,79,-12,-11,1095,0
0,15240,-10203,-6092,-108,182,67,1248,0
0,4886,-9611,-577,-48,125,423,1405,0
0,2424,-9,626,-19,178,208,1558,0
0,6024,326,345,174,55,358,1708,0
0,-2958,-8759,-1898,-50,164,10,1869,0
0,11040,-5176,-1871,41,170,451,2029,0
0,12764,-4647,1696,5,213,-5,2178,0
77,15672,-3958,-4611,91,150,225,2331,0
532,2948,1979,6379,240,325,227,2484,0
1018,13068,-4030,-605,2,95,259,2637,0
1087,4208,804,7059,-118,199,-10,2796,0
1294,14328,-2074,-8565,111,187,-12,3026,0
1778,6450,-310,-2319,186,287,130,3183,0
2284,12764,1067,-10088,-153,289,190,3335,0
2753,1560404,-394954,-41556,-25619,58561,6358,3493,0
3197,3255564,-961476,20848,-53866,122125,18538,3645,0
3579,4859176,-1960431,-33334,-80401,182089,34425,3795,0
3957,6406758,-2765621,-9341,-106499,240385,50231,3954,0
4403,8036800,-3587826,5059,-133522,301425,65298,4115,0
4807,9374040,-4373682,-17878,-155918,351738,78100,4269,0
5195,10990768,-5541886,-123322,-182615,412403,95113,4421,-1
5723,11866292,-6823510,-393272,-197601,445161,107039,4581,-1
6201,13472216,-7960782,-554317,-224379,505390,120867,4735,-1
6672,15289068,-8475150,-614199,-255425,573237,128648,4888,-1
7152,17327080,-10076504,-1092663,-290054,650207,139116,5048,-1
7637,19375884,-11792850,-1699833,-324096,726771,145930,5207,-1
8081,21434744,-13389778,-2288224,-358545,804143,151800,5361,-1
8538,23510468,-14724734,-2861252,-392829,882321,153037,5518,-1
8954,25077148,-14824694,-2753862,-419498,941067,159821,5669,-1
9010,25502564,-14641872,-2702448,-426781,956724,159236,5828,-1
9010,25661692,-14575610,-2685128,-429535,963060,158877,6001,-1
9011,25766580,-14508554,-2639528,-431325,967048,159186,6151,-1
8972,26414528,-13632470,-2217335,-442763,990671,161061,6305,-1
8734,26714604,-12623570,-1865561,-448092,1001407,157933,6463,-1
8326,24793548,-11341050,-1626902,-416642,928760,144087,6618,-1
7818,22573568,-9957184,-1502751,-380299,845350,124573,6778,-1
7417,20665344,-8758322,-1269404,-349013,773836,111963,6931,-1
6986,18588640,-7326078,-932524,-314374,695150,99600,7083,-1
6534,16093620,-5520750,-596011,-272623,601826,79897,7240,-1
6031,14005192,-3634310,-115011,-238199,523151,65897,7393,-1
5485,11358020,-1551714,99347,-193154,423792,36962,7549,-1
4955,10082412,-930844,50451,-171629,375468,23244,7701,0
4414,7732392,1105291,291296,-131865,287529,-3049,7861,0
3854,5033946,1530774,-23216,-86051,186807,-23942,8022,0
3208,2772316,682841,-413356,-47758,102980,-26150,8175,0
2649,1064112,56833,-159191,-17842,38900,-6238,8329,0
2032,75696,-19077,6434,-1656,2518,221,8483,0
1397,69916,-16092,-447,-1454,1810,728,8639,0
776,51320,-18402,2940,-1307,1347,335,8793,0
177,58740,-28900,8979,-1083,1430,195,8947,0
-161,42038,-27887,7414,-1266,1156,424,9098,0
-159,41516,-27348,3755,-1042,472,330,9420,0
-160,42916,-17001,288,-1062,477,552,9586,0
-160,41960,-22349,9951,-988,326,150,9748,0
-160,36634,-10479,2916,-957,102,264,9912,0
