encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,4732,8531,7651,-224,18,289,150,0
0,4244,12982,665,-169,-171,-64,301,0
0,-17240,5711,7484,-332,50,102,450,0
0,-3882,2995,7900,-199,-1,0,875,0
0,-2692,9877,7331,-305,-51,36,1034,0
162,-16582,4237,11656,-359,69,369,1194,0
572,-1848,3706,8893,-479,410,-30,1353,0
1074,972,5413,10357,-630,87,-68,1524,0
1546,-3876,7309,12158,-568,174,-164,1684,0
2017,120,5897,6612,-269,402,-192,1844,0
2425,-8642,4902,4719,-507,265,-2,2008,0
2756,-4916,1044,10357,-543,507,159,2167,0
3076,-8164,12041,13505,-510,226,-241,2326,0
3159,-10924,8423,10700,-446,365,232,2484,0
3159,-11856,9710,16914,-650,259,97,2640,0
3215,-4152,8800,13910,-526,296,124,2797,0
3584,1931048,-548465,35042,-32858,72581,11388,2955,0
4090,4152992,-1613305,79530,-69405,156452,31649,3113,0
4563,6204654,-2818637,29130,-104016,234030,51840,3270,0
5082,8081756,-3850140,48567,-135434,304595,70819,3429,0
5560,9111760,-4290950,107613,-152482,342833,81480,3584,0
6102,10580176,-5507400,-154725,-176928,397903,92533,3743,-1
6609,12412524,-7153980,-465098,-207864,466670,110117,3901,-1
7125,14345532,-8626304,-710355,-240082,539429,126083,4058,-1
7645,16668492,-10394962,-1161804,-278754,626778,140092,4214,-1
8166,18916528,-12036846,-1772820,-317031,711530,145666,4371,-1
8695,21282972,-13949426,-2399472,-357060,800439,155503,4531,-1
9250,23364588,-15311358,-2937422,-391449,878166,159354,4686,-1
9640,24977132,-15268734,-2866747,-418942,939176,162404,4841,-1
9710,25401356,-15186238,-2818212,-426381,955357,163044,4997,-1
9711,25567436,-15102202,-2774964,-429148,961008,163668,5154,-1
9711,25866720,-14906266,-2710499,-434392,972827,162387,5312,-1
9538,26631688,-12804018,-1939332,-448289,999808,157873,5468,-1
9010,24162168,-11134802,-1641826,-408389,906777,139714,5629,-1
8379,21449168,-9503798,-1377260,-364465,804611,120833,5784,-1
7786,18337828,-7474068,-916871,-312690,687255,101951,5940,-1
7199,16043436,-5519974,-487442,-274554,601095,84244,6095,-1
6616,13354364,-3403646,-165663,-229225,500093,59171,6251,-1
6021,10502060,-884977,236124,-180676,393419,29076,6406,-1
5425,8666436,262940,214931,-149573,324714,7765,6562,0
4814,6453816,926220,-52653,-112256,241737,-14966,6718,0
4252,3571076,932920,-261632,-62418,134455,-24023,6872,0
3618,1792432,246678,-379335,-31829,67951,-18463,7025,0
3001,196466,-16966,-16140,-5173,9126,-812,7180,0
2375,15362,-14828,4450,-2362,2412,309,7334,0
1737,15540,-14508,10681,-1967,1886,310,7491,0
1102,5424,-19728,20494,-1638,1785,411,7647,0
460,1292,-14837,17086,-1631,1347,255,7801,0
303,-4110,-19923,24056,-1522,1073,320,7957,0
303,-7948,-9928,17674,-1501,589,510,8114,0
303,-5466,-7189,15579,-1441,731,123,8271,0
304,-16512,-8287,20320,-1322,635,445,8433,0
304,-22680,-10377,23136,-1253,398,204,8591,0
304,-23032,-3648,20139,-1101,348,282,8744,0
304,-22846,-4630,10175,-1327,121,198,8900,0
