encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,1600,263,4803,25,164,-321,141,0
0,-19936,5624,4688,313,235,-120,279,0
0,-6348,-7207,8010,18,82,-138,421,0
0,-10840,2444,7406,297,18,-106,566,0
0,642,7099,4847,133,22,-200,705,0
0,-11812,-603,3199,25,60,-235,867,0
0,-4112,-4109,4845,334,370,-337,1009,0
0,-1160,-653,6640,381,-5,-352,1149,0
63,-3228,1420,8050,264,68,-313,1367,0
106,-6982,-366,6052,105,91,-153,1509,0
159,-2174,2470,7738,262,70,-55,1654,0
178,1260,4309,11375,343,143,-258,1793,0
178,-16620,5028,6068,34,1,-129,1937,0
178,-10368,2837,6938,243,307,-186,2085,0
178,-13216,642,2623,7,192,-296,2225,0
178,-4724,2557,12696,38,193,-5,2365,0
178,-1560,3330,-3094,161,352,-301,2507,0
178,-9656,2534,6023,6,318,49,2653,0
178,-5892,-1493,-5376,-34,419,35,2794,0
178,-16672,512,5295,10,304,-330,2944,0
178,-12412,3518,5104,8,203,-319,3090,0
178,-16496,4703,-477,-10,467,-11,3231,0
178,-14956,-388,2708,24,287,-117,3372,0
178,-5564,570,12686,-53,508,-71,3537,0
178,-8020,-2874,1562,45,581,-55,3686,0
178,-15932,4577,3002,55,490,-7,3827,0
178,-17284,4727,5548,-29,315,-112,3974,0
178,-26508,5228,3577,-104,443,-161,4116,0
178,-26264,-7038,-3262,62,561,-141,4266,0
178,-23684,4731,4572,126,469,52,4406,0
178,-14600,1407,561,29,436,-266,4548,0
178,-17676,2194,-1008,-95,558,-406,4692,0
178,-20926,2633,-465,37,433,27,4837,0
178,-15824,-1717,-234,-222,396,-73,4985,0
178,-24636,-8523,-5086,-331,686,-485,5126,0
178,-23504,-3955,7493,201,462,-114,5266,0
178,-29542,-2816,-3244,-151,555,37,5407,0
178,-36048,-3266,1174,100,586,-238,5548,0
178,-24276,5400,-2770,-51,322,-68,5694,0
178,-32944,-2762,26,-226,558,-47,5834,0
178,-33454,-8663,-1383,172,504,-217,5977,0
178,-24104,4781,-3688,-51,309,-117,6117,0
178,-26910,3663,1524,170,592,-295,6260,0
178,-24730,3879,-401,-59,522,-272,6412,0
178,-32240,-444,6838,110,575,-379,6557,0
178,-28308,-208,-934,137,822,-21,6698,0
178,-23208,-3530,3450,54,714,-132,6839,0
178,-28682,-925,-3221,240,645,-338,6985,0
178,-23436,819,-2458,-54,641,-264,7126,0
178,-29896,368,8369,195,315,-251,7267,0
178,-19394,4235,9379,254,707,-37,7407,0
178,-23262,-564,406,-6,668,-174,7555,0
178,-29444,1594,-6448,-58,439,-188,7695,0
178,-17360,-5759,566,-55,550,-126,7835,0
178,-17152,-3967,-3227,-12,773,-263,7983,0
178,-24144,5060,4957,127,599,-113,8122,0
178,-13756,-2564,2253,134,456,30,8262,0
178,-15196,5468,-261,93,550,-442,8404,0
178,-15818,850,-1216,268,642,-126,8547,0
178,-25324,6795,-128,86,598,-93,8695,0
178,-25504,-3049,3229,59,483,-60,8835,0
178,-25040,-388,2191,157,573,-259,8978,0
228,-20152,3967,-4073,160,393,-211,9120,0
229,-21944,1128,-2369,201,579,-304,9266,0
229,-22696,6588,-3995,122,383,-308,9405,0
229,-23770,-2936,-5295,289,1036,-192,9550,0
-30,-27690,-321,-4735,222,365,-25,9691,0
-680,-24732,6447,-4136,333,492,-33,9835,0
-114,-35236,14323,-5989,401,335,-83,9975,0
128,-22856,1876,-3463,339,635,-221,10115,0
128,-29966,-1859,-1373,504,465,-91,10257,0
185,-33400,-1328,-5790,5,505,-146,10399,0
459,-38624,6879,8,240,460,-88,10545,0
1059,-34404,2231,-1378,385,579,49,10687,0
1475,-32936,407,-6632,250,602,-155,10829,0
1543,-34624,-3636,-1767,182,648,-104,10975,0
1590,-41284,1624,-2874,697,509,-92,11116,0
1785,-35432,13701,1978,348,426,-144,11255,0
2032,-30888,423,-6831,148,455,245,11395,0
2271,-40262,-1803,-2858,261,700,-12,11535,0
2530,-33868,-907,-1118,661,473,63,11676,0
2779,-38444,4596,-4781,440,445,31,11816,0
3002,-39424,730,2004,371,599,-262,11957,0
3232,-36522,-3343,-7605,559,499,-94,12101,0
3487,-22602,8189,4667,469,383,-139,12270,0
3721,-18480,1714,-8997,368,612,-145,12412,0
3951,-20184,4786,-3652,528,384,-306,12553,0
4158,-20824,11232,-1573,415,679,-71,12694,0
4408,-13568,6442,-2821,455,692,11,12835,0
4601,-21162,11793,-1115,381,652,9,12975,0
4818,-14656,4978,-5259,453,711,225,13119,0
5022,-18148,-978,-3212,497,895,27,13260,0
5254,-21036,10165,2572,309,502,-133,13403,0
5472,20484,12484,-9140,521,799,-187,13546,0
5686,104032,23426,-11393,519,1264,71,13690,0
5893,175108,27361,-7138,884,1623,-159,13835,0
6092,264900,25480,-12563,808,2272,-212,13977,0
6295,350094,36162,-583,980,2702,-76,14125,0
6482,410204,18551,6395,1302,3457,152,14264,0
6682,489050,31342,22414,1239,3937,120,14405,0
6886,510820,26417,31544,976,4433,39,14554,0
7088,495520,13997,-2459,494,4259,-27,14694,0
7274,593300,33180,11480,434,4756,83,14834,0
7494,678970,32067,22720,549,5592,79,14975,0
7684,763494,42621,30999,705,5981,-5,15121,0
7890,811674,32768,31910,525,6311,198,15263,0
8093,869188,24718,3784,1263,6337,179,15406,0
8296,948584,37066,13556,1867,6656,42,15556,0
8500,1033626,65742,14119,1867,7243,-97,15697,0
8702,1120550,58390,6176,2108,7988,-59,15845,0
8904,1160764,60957,14044,2214,8295,-71,15987,0
9108,1222356,56045,-8610,2586,8591,-219,16134,0
9298,1289140,70009,-23929,2505,8699,262,16276,0
9488,1349344,76451,6879,2869,9212,112,16425,0
9683,1385488,75592,-9615,2861,9817,-81,16576,0
9841,1454988,76567,6268,3190,10571,-112,16719,0
10018,1526164,81119,10506,3158,10819,253,16860,0
10186,1582080,81441,26337,3097,11322,391,17001,0
10360,1632660,81273,23444,2923,11669,73,17145,0
10528,1675636,91913,5514,2681,12493,513,17290,0
10727,1767436,87319,36298,2624,12931,395,17436,0
10908,1824920,127021,30548,3068,13234,344,17579,0
11079,1907996,120035,35508,3156,13842,388,17720,0
11263,1975952,124734,25474,3136,14566,449,17862,0
11444,2033156,131443,-17357,3025,14991,-128,18004,0
11628,2104836,135243,-25884,3227,15371,-86,18145,0
11814,2163852,136381,21196,3165,15770,191,18289,0
11996,2240860,134719,25085,3184,16446,183,18433,0
12180,2317444,158250,-9825,3707,16924,85,18573,0
12384,2382620,143136,-10325,3622,17600,49,18716,0
12571,2445890,149610,23424,3536,17976,276,18861,0
12918,2575676,166081,25013,4010,18823,339,19134,0
13113,2624236,159278,36349,4149,19267,259,19275,0
13295,2705324,156872,-141,4481,19654,-30,19422,0
13479,2776716,163513,-973,4547,20365,225,19563,0
13666,2840340,171908,7986,4713,20864,587,19709,0
13870,2911320,186680,24620,4731,21479,421,19855,0
