encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,11292,4975,-8668,-45,-270,218,150,0
0,9356,1614,-9432,-58,-223,-56,293,0
0,-2496,-1566,-8463,-66,-102,-72,433,0
0,8338,-322,1176,107,-113,408,572,0
0,-8664,1131,-5788,-51,83,379,715,0
0,-1388,-6324,689,221,159,225,855,0
0,-2860,2153,-13013,-19,26,253,1001,0
0,-4300,143,-4615,154,-7,223,1150,0
0,-5488,1018,-4622,-40,81,39,1297,0
0,-10952,-433,-13681,3,-3,8,1438,0
0,460,3050,-3452,36,60,130,1589,0
0,-14852,3812,-5204,150,194,231,1729,0
0,-12564,3653,-13618,161,169,29,1868,0
0,-14838,7056,-6023,250,172,276,2009,0
0,-8762,-5182,-12866,-63,190,489,2149,0
0,-15916,3851,-10667,63,435,318,2289,0
0,-12640,-5038,-13810,53,568,232,2431,0
0,-19068,3675,-9102,130,369,58,2573,0
0,-27618,867,-7971,219,169,406,2715,0
0,-28014,4078,-9035,116,404,10,2858,0
0,-22656,4058,-5643,423,261,231,3000,0
0,-24302,2107,-9164,432,385,258,3143,0
0,-31126,3014,-12550,223,344,193,3287,0
0,-32734,2867,-12809,219,509,261,3427,0
0,-31012,5704,-9567,294,482,223,3569,0
0,-28888,4035,-15260,307,405,264,3709,0
0,-28960,2828,-16912,269,603,168,3849,0
0,-18768,-2460,-7917,286,629,253,3997,0
0,-27952,6484,-14331,262,307,267,4141,0
0,-33896,-6417,-7271,360,795,38,4280,0
0,-38364,582,-7497,287,849,96,4420,0
0,-43120,2730,-7748,616,471,55,4560,0
0,-40784,2386,-8814,432,489,101,4704,0
99,-45390,-4153,-17637,244,816,17,4846,0
99,-45332,-148,-20032,223,740,218,4985,0
99,-42100,-2834,-17840,610,869,310,5124,0
99,-52818,-1204,-13324,674,697,217,5266,0
99,-46360,8855,-16270,465,836,293,5408,0
99,-52688,8773,-12216,444,577,272,5547,0
119,-55310,-322,-16167,292,885,-13,5688,0
213,-68534,2251,-19573,379,974,196,5829,0
351,-58482,2792,-8108,603,697,279,5978,0
496,-61090,-257,-13448,470,741,328,6119,0
618,-51092,-1287,-8173,404,824,11,6262,0
