, -163
30510, -2916
30520, -2884
30540, -2856
30550, -2827
30570, -2798
30580, -2770
30600, -2739
30610, -2712
30630, -2679
30640, -2653
30660, -2621
30670, -2593
30680, -2567
30700, -2536
30710, -2508
30730, -2477
30740, -2447
30760, -2420
30770, -2389
30790, -2362
30800, -2332
30820, -2301
30830, -2274
30840, -2243
30860, -2217
30870, -2185
30890, -2160
30900, -2129
30920, -2099
30930, -2070
30950, -2039
30960, -2013
30980, -1980
30990, -1955
31000, -1925
31020, -1895
31030, -1867
31050, -1836
31060, -1809
31080, -1780
31090, -1751
31110, -1722
31120, -1691
31140, -1662
31150, -1634
31160, -1606
31180, -1576
31190, -1546
31210, -1519
31220, -1487
31240, -1460
31250, -1429
31270, -1400
31280, -1374
31300, -1341
31310, -1315
31320, -1283
31340, -1256
31350, -1227
31370, -1197
31380, -1170
31400, -1138
31410, -1111
31430, -1081
31440, -1052
31460, -1022
31470, -993
31480, -968
31500, -939
31510, -914
31520, -884
31540, -859
31550, -831
31570, -800
31580, -778
31590, -749
31610, -723
31620, -696
31630, -671
31650, -640
31660, -616
31670, -588
31690, -563
31700, -534
31710, -508
31730, -480
31740, -453
31750, -427
31770, -399
31780, -373
31790, -344
31810, -320
31820, -290
31840, -263
31850, -236
31860, -212
31880, -183
31890, -160
31900, -133
31920, -108
31930, -82
31940, -61
31960, -34
31970, -16
31980, 8
31990, 25
32000, 45
32010, 65
32020, 83
32040, 106
32050, 124
32060, 145
32070, 168
32090, 190
32100, 213
32110, 233
32120, 258
32140, 279
32150, 303
32160, 324
32170, 348
32190, 370
32200, 383
32210, 399
32220, 412
32240, 424
32250, 436
32260, 446
32270, 447
32290, 448
32300, 448
32310, 448
32320, 448
32340, 448
32350, 448
32360, 448
32370, 448
32390, 448
32400, 448
32410, 448
32420, 448
32440, 448
32450, 448
32460, 448
32470, 448
32490, 448
32500, 448
32510, 448
32520, 448
32540, 448
32550, 448
32560, 448
32570, 448
32590, 448
32600, 448
32610, 448
32620, 448
32640, 448
32650, 448
32660, 448
32670, 448
32690, 448
32700, 448
32710, 448
32720, 448
32740, 448
32750, 448
32760, 448
32770, 448
32790, 448
32800, 448
32810, 448
32820, 448
32830, 448
32850, 448
32860, 448
32870, 448
32880, 448
32900, 448
32910, 448
32920, 448
32930, 448
32950, 448
32960, 448
32970, 448
32980, 448
33000, 448
33010, 448
33020, 448
33030, 448
33050, 448
33060, 448
33070, 448
33080, 448
33100, 448
33110, 448
33120, 448
33130, 448
33150, 448
33160, 448
33170, 448
33180, 448
33200, 448
33210, 448
33220, 448
33230, 448
33250, 448
33260, 448
33270, 448
33280, 448
33300, 448
33310, 448
33320, 448
33330, 448
33350, 448
33360, 448
33370, 448
33380, 448
33400, 448
