Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10841181, -4400937, -30933868, 64024, 197663, -205850,0, 
0x00000000, -10832016, -4402253, -30925396, 63871, 197765, -205695,161, 
0x00000000, -10838683, -4399394, -30940634, 63884, 197606, -205645,316, 
0x00000000, -10836927, -4402872, -30927068, 63891, 197481, -205860,469, 
0x00000000, -10842670, -4402362, -30920336, 63918, 197662, -205563,621, 
0x00000000, -10834837, -4410988, -30931024, 63859, 197604, -205670,774, 
0x00000000, -10834991, -4404118, -30922144, 63749, 197784, -205729,930, 
0x00000000, -10832924, -4406033, -30925340, 63753, 197538, -205807,1084, 
0x00000000, -10836149, -4408698, -30927912, 63745, 197625, -205877,1238, 
0x00000000, -10823703, -4401381, -30917668, 63767, 197518, -205645,1390, 
0x00000000, -10839178, -4407294, -30920932, 63806, 197690, -205773,1557, 
0x00000000, -10834386, -4410911, -30918780, 63844, 197730, -205584,1709, 
0x00000000, -10839512, -4403661, -30930220, 64123, 197517, -205607,1862, 
0x00000000, -10832734, -4401042, -30911098, 63873, 197766, -205845,2017, 
0x00000000, -10831502, -4400034, -30917856, 63800, 197601, -205762,2168, 
0x00000000, -10833637, -4404162, -30903564, 64106, 197605, -205948,2323, 
0x00000000, -10828677, -4398942, -30919562, 63995, 197621, -206024,2478, 
0x00000000, -10836028, -4412503, -30904400, 63989, 197614, -205596,2634, 
0x00000000, -10837387, -4401563, -30909268, 64087, 197703, -206110,2786, 
0x00000000, -10832765, -4406755, -30917996, 63746, 197659, -205778,2939, 
0x00000000, -10830513, -4406786, -30902294, 64014, 197889, -205870,3093, 
0x00000000, -10830454, -4404377, -30902612, 63808, 197594, -205708,3245, 
0x00000000, -10828412, -4398769, -30904254, 64369, 197862, -205765,3397, 
0x00000000, -10835175, -4402262, -30910058, 64022, 197779, -205301,3552, 
0x00000000, -10834656, -4409670, -30905540, 64099, 197997, -205789,3704, 
0x00000000, -10829147, -4399796, -30907870, 63909, 197679, -205663,3856, 
0x00000000, -10829593, -4396438, -30984368, 64302, 197884, -205949,4016, 
0x00000000, -10820007, -4426377, -31252694, 65025, 197323, -205710,4169, 
0x00000000, -10819469, -4450244, -31435852, 65612, 197029, -205927,4320, 
0x00000000, -10811567, -4446781, -31600260, 66486, 197032, -205589,4475, 
0x00000000, -10829639, -4471581, -31821948, 67264, 196902, -205671,4648, 
0x00000000, -10812592, -4487395, -32006984, 67845, 196945, -205957,4809, 
0x00000000, -10812357, -4476446, -32222084, 69101, 197004, -205865,4961, 
