encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,744,3013,16242,-137,-144,-34,152,0
0,-12032,-134,8174,-123,-57,-63,305,0
0,1270,4357,7145,-223,-73,-3,459,0
0,9392,1316,-137,-93,39,89,612,0
0,3876,5840,10223,-231,60,-133,765,0
0,3676,-927,4951,-170,60,-243,926,0
0,15008,1102,9063,-113,72,-22,1083,0
0,2744,-1185,12705,-160,36,155,1237,0
0,-2996,-652,800,-160,-202,-75,1396,0
29,6516,4699,4781,-272,-203,-94,1550,0
95,-7488,2336,5904,-208,18,-29,1703,0
178,-560,1452,8828,-133,-54,-44,1862,0
315,3206,-6193,4928,-120,171,145,2017,0
494,11628,-4474,4875,-244,-279,45,2172,0
689,6060,-2710,5018,45,-122,-132,2329,0
870,7532,4068,6522,-110,-230,37,2484,0
1057,5730,-378,4043,-195,19,-640,2636,0
1234,13342,-3039,-6168,-213,-113,49,2787,0
1428,-4322,-398,8896,-224,-304,58,2940,0
1611,10134,3978,11633,-113,-375,4,3091,0
1789,-2660,-7506,1956,-257,-110,-12,3244,0
1984,-8382,5322,2790,-293,-230,-64,3397,0
2168,5824,-3515,3464,-319,56,-44,3549,0
2347,4612,2644,7985,-161,45,-46,3700,0
2525,8282,2399,16504,2,-127,135,3852,0
2723,-554,1309,8476,-6,-294,299,4008,0
2904,-2596,-3066,12458,-240,-109,83,4161,0
3084,-4742,-1950,4325,-397,-358,-24,4313,0
3282,5772,-8589,12333,114,-14,65,4467,-1
3454,-5448,-710,2040,-6,-186,-172,4620,-1
3644,42684,4024,2816,-108,-460,67,4783,-1
3852,274084,14547,-4220,725,-867,41,4938,-1
4017,437920,3843,-21456,1426,-875,100,5094,-1
4211,657060,10817,-27651,2186,-1047,26,5246,-1
4368,848656,1010,-51075,2840,-1098,-88,5398,-1
4543,1007004,13400,-56581,3529,-1297,-198,5555,-1
4703,1165648,6070,-68428,4229,-1035,-11,5705,-1
4893,1353446,9852,-62185,5304,-1268,231,5856,-1
5052,1516352,18059,-90907,5740,-1230,-142,6010,-1
5226,1702416,22095,-93813,7023,-1279,-423,6160,-1
5400,1910700,18094,-78557,8147,-1000,47,6313,-1
5564,2087728,15822,-115609,8909,-743,137,6465,-1
5734,2294156,18697,-96194,10345,-377,123,6617,-1
5913,2538468,13111,-115907,11621,-223,-63,6770,-1
6104,2758564,16055,-150151,12938,187,-80,6923,-1
6291,3003336,17463,-160570,14518,491,-211,7075,-1
6481,3244088,32205,-144049,16132,1145,-61,7228,-1
6705,3524720,30179,-169984,17983,1401,27,7381,-1
6916,3794824,35115,-192164,20105,2627,190,7532,-1
7113,4071956,29903,-230095,21869,3008,-272,7684,-1
7361,4341560,23054,-222291,24209,3706,-355,7838,-1
7584,4611316,60006,-220987,26458,4809,-186,7994,-1
7869,5018128,39200,-269034,29711,6068,-347,8149,-1
8203,5443008,65019,-313258,34251,8833,-206,8300,-1
8548,5866324,93463,-296733,38667,11121,276,8452,-1
8862,6236456,105738,-248825,41818,12284,243,8604,-1
9246,6470312,105975,-258152,41683,11423,119,8755,-1
9543,6480304,109844,-309706,40942,10918,100,8908,-1
9809,6496520,80346,-324773,42142,12098,81,9060,-1
10016,6582784,66962,-310469,43502,12447,-102,9211,-1
10233,6608492,98760,-301419,44064,13264,170,9362,-1
