Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10840048, -4425300, -30975188, 63065, 198286, -205561,0, 
0x00000000, -10840610, -4414833, -30992742, 63015, 198124, -205851,151, 
0x00000000, -10849987, -4424005, -30991866, 62698, 198108, -205542,305, 
0x00000000, -10846163, -4406623, -30989348, 62845, 198198, -205755,461, 
0x00000000, -10849511, -4420606, -30973548, 63034, 198309, -205678,619, 
0x00000000, -10849494, -4422004, -30982630, 62993, 198227, -205589,772, 
0x00000000, -10846903, -4421575, -30972864, 62915, 198502, -205768,929, 
0x00000000, -10844747, -4411951, -30982838, 62926, 198491, -205824,1081, 
0x00000000, -10846040, -4422746, -30973284, 62924, 198585, -205716,1234, 
0x00000000, -10840928, -4415215, -30976260, 62939, 198264, -205745,1386, 
0x00000000, -10845311, -4418912, -30980084, 62868, 198438, -205526,1538, 
0x00000000, -10847165, -4420808, -30980046, 63043, 198525, -205568,1690, 
0x00000000, -10845281, -4417523, -30987094, 62966, 198678, -205531,1843, 
0x00000000, -10852399, -4424581, -30969536, 63110, 198614, -205777,1997, 
0x00000000, -10840822, -4425707, -30975218, 62979, 198829, -205647,2148, 
0x00000000, -10842299, -4413753, -30967792, 63030, 198450, -205511,2304, 
0x00000000, -10848168, -4420904, -30980926, 62975, 198725, -205723,2473, 
0x00000000, -10844755, -4421828, -30981938, 62938, 198832, -205682,2635, 
0x00000000, -10846591, -4418929, -30984958, 62786, 198507, -205806,2788, 
0x00000000, -10847469, -4415207, -30979234, 63036, 198763, -205666,2940, 
0x00000000, -10852123, -4404833, -30989656, 63036, 198416, -205971,3092, 
0x00000000, -10844665, -4411986, -31104324, 63388, 198193, -205638,3252, 
0x00000000, -10837042, -4449019, -31309840, 64132, 197906, -205624,3415, 
0x00000000, -10835290, -4439116, -31511692, 64948, 197712, -205599,3567, 
0x00000000, -10846995, -4469305, -31715384, 65475, 197614, -205818,3718, 
0x00000000, -10838262, -4468316, -31924808, 65929, 197288, -205899,3869, 
0x00000000, -10842555, -4486089, -32053288, 66739, 197103, -205751,4021, 
0x00000000, -10827747, -4473758, -32212506, 67553, 196939, -205422,4174, 
0x00000000, -10835594, -4497402, -32409582, 68486, 197332, -205764,4327, 
0x00000000, -10823814, -4487500, -32558952, 68850, 197203, -205560,4479, 
0x00000000, -10826152, -4515426, -32749584, 69798, 197507, -205682,4635, 
0x00000000, -10839574, -4527153, -32970232, 71316, 197615, -205843,4791, 
0x00000000, -10818796, -4545947, -33160976, 72259, 197616, -205778,4951, 
0x00000000, -10816810, -4528665, -33380360, 73695, 197775, -205676,5102, 
0x00000000, -10822911, -4541376, -33586712, 74520, 198337, -205633,5252, 
0x00000000, -10814622, -4573132, -33805548, 76011, 198696, -205594,5405, 
0x00000000, -10822498, -4589440, -34058476, 77876, 199369, -205876,5560, 
0x00000000, -10788844, -4566760, -34256528, 78711, 199938, -205503,5713, 
0x00000000, -10795367, -4589228, -34488448, 80803, 200336, -205975,5864, 
0x00000000, -10818590, -4616764, -34698936, 83046, 201658, -206057,6018, 
0x00000000, -10785743, -4624291, -34927192, 85365, 202641, -205836,6170, 
0x00000000, -10782298, -4631405, -35159560, 87436, 203851, -205839,6327, 
0x00000000, -10787754, -4626226, -35344628, 88963, 204288, -205742,6478, 
0x00000000, -10805512, -4698196, -35580120, 91975, 206061, -205841,6633, 
0x00000000, -10749137, -4658450, -35813604, 93818, 207438, -205370,6785, 
0x00000000, -10797196, -4702802, -36033932, 96138, 208322, -206246,6941, 
0x00000000, -10770061, -4704872, -36256500, 98384, 209931, -205855,7094, 
0x00000000, -10780673, -4735086, -36496368, 101094, 210808, -206204,7252, 
0x00000000, -10734034, -4711072, -36717552, 103511, 212417, -205433,7402, 
0x00000000, -10767327, -4724429, -36960656, 105269, 213356, -205864,7564, 
0x00000000, -10769223, -4688249, -37199724, 107080, 213793, -205768,7716, 
0x00000000, -10668876, -4641627, -37373792, 108149, 214329, -204974,7869, 
0x00000000, -10720433, -4731883, -37495680, 107549, 212601, -205645,8020, 
0x00000000, -10723377, -4763042, -37513336, 104617, 209776, -205510,8173, 
0x00000000, -10761298, -4745204, -37563316, 105723, 210650, -205630,8328, 
0x00000000, -10762726, -4733148, -37650568, 106721, 211332, -205594,8480, 
0x00000000, -10733543, -4730797, -37665652, 107371, 211905, -205717,8632, 
0x00000000, -10754497, -4727749, -37666228, 108049, 212632, -205586,8784, 
0x00000000, -10784203, -4751455, -37775464, 109278, 213573, -205983,8935, 
0x00000000, -10748677, -4753070, -37814144, 109938, 213789, -206112,9085, 
0x00000000, -10753880, -4738374, -37792524, 110263, 214358, -205550,9239, 
0x00000000, -10720799, -4716713, -37796344, 111237, 215257, -205871,9390, 
0x00000000, -10714745, -4750168, -37697936, 111631, 216661, -205686,9541, 
0x00000000, -10716839, -4709760, -37520792, 112049, 217872, -205464,9693, 
0x00000000, -10734866, -4718262, -37490788, 112120, 218629, -205728,9845, 
0x00000000, -10737340, -4734613, -37514652, 113250, 219841, -205706,9998, 
0x00000000, -11338072, -4319382, -38063132, 115926, 218498, -209143,10152, 
0x00000000, -11356327, -4380223, -38295192, 117872, 218383, -209565,10314, 
0x00000000, -11208020, -4275838, -38326272, 117765, 218044, -208108,10465, 
0x00000000, -11082149, -4121379, -38295424, 117733, 218174, -206344,10618, 
0x00000000, -11165840, -4219316, -38327988, 117788, 218108, -207275,10775, 
0x00000000, -11134969, -4177756, -38323312, 117451, 217895, -206943,10928, 
0x00000000, -11138432, -4196869, -38320132, 117675, 218071, -207081,11081, 
0x00000000, -11136461, -4187746, -38322492, 117847, 217981, -207143,11232, 
0x00000000, -11141943, -4180425, -38313140, 117816, 217982, -207089,11382, 
0x00000000, -11148142, -4198695, -38320976, 117485, 218016, -207017,11536, 
0x00000000, -11150091, -4197871, -38319524, 117618, 218026, -207523,11698, 
0x00000000, -11148373, -4193584, -38308516, 117702, 217906, -207316,11851, 
0x00000000, -11156904, -4201848, -38309944, 117701, 218264, -207118,12003, 
0x00000000, -11150220, -4180385, -38316492, 117765, 218045, -207633,12155, 
0x00000000, -11137610, -4186746, -38315720, 117667, 218071, -207222,12307, 
0x00000000, -11151209, -4202862, -38314736, 117545, 218059, -207170,12461, 
