Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10832668, -4435516, -30948632, 63753, 199028, -205439,0, 
0x00000000, -10833609, -4438217, -30963668, 63916, 199051, -205651,163, 
0x00000000, -10832073, -4436759, -30953260, 63730, 199301, -205549,320, 
0x00000000, -10830735, -4440011, -30962312, 63968, 199331, -205312,478, 
0x00000000, -10833635, -4438040, -30937760, 63965, 199118, -205517,639, 
0x00000000, -10835369, -4437860, -30947448, 64042, 199075, -205630,799, 
0x00000000, -10832104, -4442510, -30950160, 63896, 199142, -205492,959, 
0x00000000, -10823145, -4434473, -30953110, 63946, 198988, -205442,1115, 
0x00000000, -10834872, -4437809, -30944484, 63962, 199142, -205678,1279, 
0x00000000, -10836517, -4438367, -30944418, 63983, 199211, -205669,1441, 
0x00000000, -10835020, -4447429, -30952450, 64034, 199242, -205429,1601, 
0x00000000, -10828411, -4436615, -30945212, 63918, 199096, -205541,1756, 
0x00000000, -10830807, -4443385, -30946092, 63722, 199252, -205621,1911, 
0x00000000, -10832277, -4442376, -30944160, 64067, 199366, -205576,2078, 
0x00000000, -10834322, -4446677, -30936628, 63970, 199224, -205474,2251, 
0x00000000, -10831436, -4436827, -30942456, 64176, 199223, -205716,2408, 
0x00000000, -10837430, -4435836, -30943086, 63922, 199513, -205765,2562, 
0x00000000, -10840536, -4447403, -30974810, 64090, 199239, -205638,2716, 
0x00000000, -10814878, -4442955, -31219340, 64686, 198736, -205702,2872, 
0x00000000, -10812544, -4450988, -31413336, 65299, 198375, -205505,3029, 
0x00000000, -10823422, -4480117, -31553288, 65601, 198166, -205615,3188, 
0x00000000, -10838032, -4496150, -31778844, 66541, 197812, -205563,3344, 
0x00000000, -10829288, -4491741, -31957278, 67085, 197593, -205763,3502, 
0x00000000, -10832386, -4517460, -32120184, 67785, 197826, -205626,3656, 
0x00000000, -10832552, -4531090, -32282240, 68652, 197957, -205754,3811, 
0x00000000, -10821060, -4514520, -32520870, 69536, 197735, -205707,3966, 
0x00000000, -10823880, -4551971, -32725696, 70752, 198038, -205745,4121, 
0x00000000, -10823684, -4553206, -32957348, 71789, 198097, -205754,4277, 
0x00000000, -10815935, -4569335, -33160564, 73061, 198191, -205748,4433, 
0x00000000, -10808372, -4568121, -33412650, 74606, 198462, -205684,4588, 
0x00000000, -10804865, -4581686, -33632296, 75534, 198685, -205577,4745, 
0x00000000, -10802130, -4594339, -33860628, 76936, 199157, -205309,4900, 
0x00000000, -10790396, -4671818, -34145096, 78918, 199608, -205433,5054, 
0x00000000, -10819561, -4649996, -34305692, 80367, 200618, -205622,5219, 
0x00000000, -10803534, -4645608, -34552576, 82267, 201318, -205641,5374, 
0x00000000, -10791051, -4646074, -34785716, 84354, 202368, -205828,5529, 
0x00000000, -10775584, -4656552, -34979852, 86207, 203382, -205523,5681, 
0x00000000, -10783089, -4696696, -35206952, 88663, 204668, -205751,5837, 
0x00000000, -10794704, -4691352, -35357424, 89948, 205036, -205781,5991, 
0x00000000, -10746221, -4698271, -35592988, 92502, 206862, -205560,6149, 
